set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/ovn_arb_caravan_master		
ovn_skill_node_set_arb_caravan_master	wh3_dlc24_skill_node_all_mentor_lord	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_mount_warhorse	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_1	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_2	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_1	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_2	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_3	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_4	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_14	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_24	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_5	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_6	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_7	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_8	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_generic_9	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_0	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_1_1	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_1_2	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_1_3	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_1_4	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_2	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_3_1	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_3_2	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_3_3	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_3_4	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_combat_4	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_0	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_1_1	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_1_2	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_1_3	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_1_4	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_1_5	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_1_6	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_2	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_3_1	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_3_2	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_3_3	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_3_4	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_node_arb_caravan_master_army_4	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_arb_caravan_master_speed	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_arb_caravan_master_scouts	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_arb_caravan_master_replenish	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_arb_caravan_master_cargo_value	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_arb_caravan_master_cargo_capacity	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_slave_driver	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_bedouin	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_tuareg	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_inventor	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_clandestine	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_pious	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_royally_connected	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_Former_Artillery_Officer	false
ovn_skill_node_set_arb_caravan_master	ovn_skill_innate_arb_caravan_master_Humble_Born	false
