unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/rhox_araby					
			ovn_arb_tmb_mon_heirotitan_0	rhox_araby_tmb_unit_set	false
			ovn_arb_tmb_mon_necrosphinx_0	rhox_araby_tmb_unit_set	false
			ovn_arb_tmb_veh_khemrian_warsphinx_0	rhox_araby_tmb_unit_set	false
			ovn_arb_tmb_mon_ushabti_0	rhox_araby_tmb_unit_set	false
			ovn_arb_tmb_mon_ushabti_1	rhox_araby_tmb_unit_set	false
			ovn_arb_inf_sharkas_slaves	rhox_araby_araby_unit_set	false
			ovn_arb_inf_arabyan_warriors	rhox_araby_araby_unit_set	false
			ovn_arb_inf_arabyan_warriors_ror	rhox_araby_araby_unit_set	false
			ovn_arb_inf_arabyan_spearmen	rhox_araby_araby_unit_set	false
			ovn_arb_inf_arabyan_spearmen_summoned_0	rhox_araby_araby_unit_set	false
			ovn_arb_inf_arabyan_spearmen_summoned_1	rhox_araby_araby_unit_set	false
			ovn_arb_inf_arabyan_bowmen	rhox_araby_araby_unit_set	false
			ovn_arb_inf_naffatun_ror	rhox_araby_araby_unit_set	false
			ovn_arb_inf_arabyan_guard	rhox_araby_araby_unit_set	false
			ovn_arb_inf_arabyan_guard_ror	rhox_araby_araby_unit_set	false
			ovn_arb_inf_dervishers	rhox_araby_araby_unit_set	false
			ovn_arb_inf_pit_fighters	rhox_araby_araby_unit_set	false
			ovn_arb_inf_southland_warriors	rhox_araby_araby_unit_set	false
			ovn_arb_inf_corsairs	rhox_araby_araby_unit_set	false
			ovn_arb_inf_alrahem_nomads	rhox_araby_araby_unit_set	false
			ovn_arb_inf_jezzails	rhox_araby_araby_unit_set	false
			ovn_arb_inf_jezzails_ror	rhox_araby_araby_unit_set	false
			ovn_arb_cav_bedouin_scouts	rhox_araby_araby_unit_set	false
			ovn_arb_cav_lancer_camels	rhox_araby_araby_unit_set	false
			ovn_arb_cav_lancer_camels_ror	rhox_araby_araby_unit_set	false
			ovn_arb_cav_archer_camels	rhox_araby_araby_unit_set	false
			ovn_arb_cav_jezzail_camels	rhox_araby_araby_unit_set	false
			ovn_arb_cav_arabyan_knights	rhox_araby_araby_unit_set	false
			ovn_arb_cav_arabyan_knights_ror	rhox_araby_araby_unit_set	false
			ovn_arb_cav_sipahis	rhox_araby_araby_unit_set	false
			ovn_arb_cav_sipahis_ror	rhox_araby_araby_unit_set	false
			ovn_arb_cav_flying_carpets	rhox_araby_araby_unit_set	false
			ovn_arb_cav_flying_carpets_ror	rhox_araby_araby_unit_set	false
			ovn_arb_cav_waghzen	rhox_araby_araby_unit_set	false
			ovn_arb_mon_elephant	rhox_araby_araby_unit_set	false
			ovn_arb_mon_war_elephant	rhox_araby_araby_unit_set	false
			ovn_arb_mon_war_elephant_ror_1	rhox_araby_araby_unit_set	false
			ovn_arb_mon_war_elephant_ror_2	rhox_araby_araby_unit_set	false
			ovn_arb_mon_enchanted_rope	rhox_araby_araby_unit_set	false
			ovn_arb_mon_enchanted_rope_summoned	rhox_araby_araby_unit_set	false
			ovn_arb_mon_genie	rhox_araby_araby_unit_set	false
			ovn_arb_mon_genie_summoned	rhox_araby_araby_unit_set	false
			ovn_arb_mon_desert_spirit	rhox_araby_araby_unit_set	false
			ovn_arb_mon_desert_spirit_summoned	rhox_araby_araby_unit_set	false
			ovn_arb_mon_desert_spirit_ror	rhox_araby_araby_unit_set	false
			ovn_arb_mon_fire_efreet	rhox_araby_araby_unit_set	false
			ovn_arb_mon_fire_efreet_summoned	rhox_araby_araby_unit_set	false
			ovn_arb_mon_fire_efreet_ror	rhox_araby_araby_unit_set	false
			ovn_arb_mon_sea_nymph	rhox_araby_araby_unit_set	false
			ovn_arb_mon_sea_nymph_summoned	rhox_araby_araby_unit_set	false
			ovn_arb_mon_sea_nymph_ror	rhox_araby_araby_unit_set	false
			ovn_arb_mon_tempest_djinn	rhox_araby_araby_unit_set	false
			ovn_arb_mon_tempest_djinn_summoned	rhox_araby_araby_unit_set	false
			ovn_arb_mon_tempest_djinn_ror	rhox_araby_araby_unit_set	false
			ovn_arb_mon_book_djinn	rhox_araby_araby_unit_set	false
			ovn_arb_mon_giant_vulture_feral	rhox_araby_araby_unit_set	false
			ovn_arb_djinn_carriage	rhox_araby_araby_unit_set	false
			ovn_arb_art_quadballista	rhox_araby_araby_unit_set	false
			ovn_arb_art_quadballista_ror	rhox_araby_araby_unit_set	false
			ovn_arb_art_grand_bombard	rhox_araby_araby_unit_set	false
