unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/ovn_araby_only_units_misc					
			ovn_arb_inf_corsairs	ovn_golden_fleet_sea_units	false
			wh2_dlc09_tmb_cav_nehekhara_horsemen_0	ovn_aswad_scythans_tomb_king_units	false
			wh2_dlc09_tmb_inf_nehekhara_warriors_0	ovn_aswad_scythans_tomb_king_units	false
			wh2_dlc09_tmb_inf_tomb_guard_0	ovn_aswad_scythans_tomb_king_units	false
			wh2_dlc09_tmb_inf_tomb_guard_1	ovn_aswad_scythans_tomb_king_units	false
			wh2_dlc09_tmb_veh_skeleton_archer_chariot_0	ovn_aswad_scythans_tomb_king_units	false
			wh2_dlc09_tmb_veh_skeleton_chariot_0	ovn_aswad_scythans_tomb_king_units	false
			ovn_arb_tmb_mon_heirotitan_0	mp_cap_group_rare_single_entities	false
			ovn_arb_tmb_mon_heirotitan_0	mp_cap_unit_tmb_mon_hierotitan	false
			ovn_arb_tmb_mon_heirotitan_0	wh2_dlc09_tmb_all_strctural_units	false
			ovn_arb_tmb_mon_heirotitan_0	wh2_dlc09_tmb_mon_heirotitan_0	false
			ovn_arb_tmb_mon_heirotitan_0	wh2_dlc09_tmb_titan_sphinx	false
			ovn_arb_tmb_mon_heirotitan_0	wh2_dlc09_tmb_vet_all_monster	false
			ovn_arb_tmb_mon_heirotitan_0	ovn_aswad_scythans_tomb_king_units	false
			ovn_arb_tmb_mon_necrosphinx_0	mp_cap_group_rare_single_entities	false
			ovn_arb_tmb_mon_necrosphinx_0	mp_cap_unit_tmb_mon_necrosphinx	false
			ovn_arb_tmb_mon_necrosphinx_0	wh2_dlc09_tmb_all_strctural_units	false
			ovn_arb_tmb_mon_necrosphinx_0	wh2_dlc09_tmb_mon_necrosphinx_0	false
			ovn_arb_tmb_mon_necrosphinx_0	wh2_dlc09_tmb_necrosphinx	false
			ovn_arb_tmb_mon_necrosphinx_0	wh2_dlc09_tmb_sphinx_all	false
			ovn_arb_tmb_mon_necrosphinx_0	wh2_dlc09_tmb_titan_sphinx	false
			ovn_arb_tmb_mon_necrosphinx_0	wh2_dlc09_tmb_vet_all_monster	false
			ovn_arb_tmb_mon_necrosphinx_0	ovn_aswad_scythans_tomb_king_units	false
			ovn_arb_tmb_veh_khemrian_warsphinx_0	mp_cap_group_rare_single_entities	false
			ovn_arb_tmb_veh_khemrian_warsphinx_0	mp_cap_unit_tmb_mon_khemrian_warsphinx	false
			ovn_arb_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_all_strctural_units	false
			ovn_arb_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_sphinx_all	false
			ovn_arb_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_titan_sphinx	false
			ovn_arb_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_veh_khemrian_warsphinx_0	false
			ovn_arb_tmb_veh_khemrian_warsphinx_0	wh2_dlc09_tmb_vet_all_monster	false
			ovn_arb_tmb_veh_khemrian_warsphinx_0	ovn_aswad_scythans_tomb_king_units	false
			ovn_arb_tmb_mon_ushabti_0	mp_cap_unit_tmb_mon_ushabti_0	false
			ovn_arb_tmb_mon_ushabti_0	wh2_dlc09_tmb_all_strctural_units	false
			ovn_arb_tmb_mon_ushabti_0	wh2_dlc09_tmb_mon_ushabti_0	false
			ovn_arb_tmb_mon_ushabti_0	wh2_dlc09_tmb_ushabti_no_ror	false
			ovn_arb_tmb_mon_ushabti_0	wh2_dlc09_tmb_ushabti	false
			ovn_arb_tmb_mon_ushabti_0	wh2_dlc09_tmb_vet_all_monster	false
			ovn_arb_tmb_mon_ushabti_0	ovn_aswad_scythans_tomb_king_units	false
			ovn_arb_tmb_mon_ushabti_1	mp_cap_group_missile_cav_chariots_warmachines	false
			ovn_arb_tmb_mon_ushabti_1	mp_cap_group_ranged_units	false
			ovn_arb_tmb_mon_ushabti_1	mp_cap_unit_tmb_mon_ushabti_1	false
