unit	military_group
#units_to_groupings_military_permissions_tables;0;db/units_to_groupings_military_permissions_tables/ovn_araby_only	
ovn_arb_cha_sultan_jaffar_0	ovn_araby
ovn_arb_cha_sultan_jaffar_djinn	ovn_araby
ovn_arb_cha_fatandira_0	ovn_araby
ovn_arb_cha_fatandira_1	ovn_araby
ovn_arb_cha_fatandira_2	ovn_araby
ovn_arb_cha_golden_magus_0	ovn_araby
ovn_arb_cha_golden_magus_1	ovn_araby
ovn_arb_cha_golden_magus_2	ovn_araby
ovn_arb_cha_caravan_master	ovn_araby
ovn_arb_cha_sheikh_0	ovn_araby
ovn_arb_cha_sheikh_1	ovn_araby
ovn_arb_cha_sheikh_2	ovn_araby
ovn_arb_cha_sheikh_3	ovn_araby
ovn_arb_cha_sheikh_mehmed_0	ovn_araby
ovn_arb_cha_sheikh_mehmed_1	ovn_araby
ovn_arb_cha_sheikh_mehmed_2	ovn_araby
ovn_arb_cha_sheikh_mehmed_3	ovn_araby
ovn_arb_cha_vizier_desert_0	ovn_araby
ovn_arb_cha_vizier_desert_1	ovn_araby
ovn_arb_cha_vizier_desert_2	ovn_araby
ovn_arb_cha_vizier_desert_3	ovn_araby
ovn_arb_cha_vizier_fire_0	ovn_araby
ovn_arb_cha_vizier_fire_1	ovn_araby
ovn_arb_cha_vizier_fire_2	ovn_araby
ovn_arb_cha_vizier_fire_3	ovn_araby
ovn_arb_cha_vizier_heavens_0	ovn_araby
ovn_arb_cha_vizier_heavens_1	ovn_araby
ovn_arb_cha_vizier_heavens_2	ovn_araby
ovn_arb_cha_vizier_heavens_3	ovn_araby
ovn_arb_cha_vizier_life_0	ovn_araby
ovn_arb_cha_vizier_life_1	ovn_araby
ovn_arb_cha_vizier_life_2	ovn_araby
ovn_arb_cha_vizier_life_3	ovn_araby
ovn_arb_cha_champion_0	ovn_araby
ovn_arb_cha_champion_1	ovn_araby
ovn_arb_cha_champion_2	ovn_araby
ovn_arb_cha_champion_3	ovn_araby
ovn_arb_cha_champion_wazar_0	ovn_araby
ovn_arb_cha_champion_wazar_1	ovn_araby
ovn_arb_cha_champion_wazar_2	ovn_araby
ovn_arb_cha_champion_wazar_3	ovn_araby
ovn_arb_cha_nomad_0	ovn_araby
ovn_arb_cha_nomad_0_summoned	ovn_araby
ovn_arb_cha_magician_desert_0	ovn_araby
ovn_arb_cha_magician_desert_1	ovn_araby
ovn_arb_cha_magician_desert_2	ovn_araby
ovn_arb_cha_magician_fire_0	ovn_araby
ovn_arb_cha_magician_fire_1	ovn_araby
ovn_arb_cha_magician_fire_2	ovn_araby
ovn_arb_cha_magician_heavens_0	ovn_araby
