from	to
#building_downgrade_junctions_tables;0;db/building_downgrade_junctions_tables/ovn_araby_golden_magus	
ovn_arb_flaming_scimitar_main_1	ovn_arb_flaming_scimitar_main_1
ovn_arb_flaming_scimitar_main_2	ovn_arb_flaming_scimitar_main_2
ovn_arb_flaming_scimitar_main_3	ovn_arb_flaming_scimitar_main_3
ovn_arb_flaming_scimitar_main_4	ovn_arb_flaming_scimitar_main_4
ovn_arb_flaming_scimitar_main_5	ovn_arb_flaming_scimitar_main_5
ovn_special_golden_magus_paradise_1	ovn_special_golden_magus_paradise_1
ovn_special_golden_magus_paradise_2	ovn_special_golden_magus_paradise_2
ovn_special_golden_magus_paradise_3	ovn_special_golden_magus_paradise_3
ovn_special_golden_magus_paradise_4	ovn_special_golden_magus_paradise_4
ovn_special_golden_magus_paradise_5	ovn_special_golden_magus_paradise_5
ovn_special_golden_magus_paradise_ruin	ovn_special_golden_magus_paradise_ruin
