level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value	resource_transaction_on_complete	split_chain_sort_order
#building_levels_tables;2;db/building_levels_tables/ovn_araby_resources																									
ovn_arb_resource_coffee_1	ovn_arb_resource_coffee	0	1	500	0		false	false			true	ovn_arb_resource_coffee	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_coffee_2	ovn_arb_resource_coffee	1	2	1000	0		false	false			true	ovn_arb_resource_coffee	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_coffee_3	ovn_arb_resource_coffee	2	3	2000	0		false	false			true	ovn_arb_resource_coffee	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_animals_1	ovn_arb_resource_animals	0	1	500	0		false	false			true	ovn_arb_resource_animals	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_animals_2	ovn_arb_resource_animals	1	2	1000	0		false	false			true	ovn_arb_resource_animals	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_animals_3	ovn_arb_resource_animals	2	3	2000	0		false	false			true	ovn_arb_resource_animals	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_dyes_1	ovn_arb_resource_dyes	0	1	500	0		false	false			true	ovn_arb_resource_dyes	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_dyes_2	ovn_arb_resource_dyes	1	2	1000	0		false	false			true	ovn_arb_resource_dyes	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_dyes_3	ovn_arb_resource_dyes	2	3	2000	0		false	false			true	ovn_arb_resource_dyes	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_furs_1	ovn_arb_resource_furs	0	1	500	0		false	false			true	ovn_arb_resource_furs	false	0.0000	0	true	1	wh_cam_resource_farming	true	0	0		0		-1
ovn_arb_resource_furs_2	ovn_arb_resource_furs	1	2	1000	0		false	false			true	ovn_arb_resource_furs	false	0.0000	0	true	2	wh_cam_resource_farming	true	0	0		0		-1
ovn_arb_resource_furs_3	ovn_arb_resource_furs	2	3	2000	0		false	false			true	ovn_arb_resource_furs	false	0.0000	0	true	3	wh_cam_resource_farming	true	0	0		0		-1
ovn_arb_resource_gems_1	ovn_arb_resource_gems	0	2	500	0		false	false			true	ovn_arb_resource_gems	false	0.0000	0	true	1	wh_cam_resource_cth_quarry	true	0	0		0		-1
ovn_arb_resource_gems_2	ovn_arb_resource_gems	1	3	1000	0		false	false			true	ovn_arb_resource_gems	false	0.0000	0	true	2	wh_cam_resource_cth_quarry	true	0	0		0		-1
ovn_arb_resource_gems_3	ovn_arb_resource_gems	2	4	2000	0		false	false			true	ovn_arb_resource_gems	false	0.0000	0	true	3	wh_cam_resource_cth_quarry	true	0	0		0		-1
ovn_arb_resource_gold_1	ovn_arb_resource_gold	0	2	500	0		false	false			true	ovn_arb_resource_gold	false	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0		-1
ovn_arb_resource_gold_2	ovn_arb_resource_gold	1	3	1000	0		false	false			true	ovn_arb_resource_gold	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0		-1
ovn_arb_resource_gold_3	ovn_arb_resource_gold	2	4	2000	0		false	false			true	ovn_arb_resource_gold	false	0.0000	0	true	3	wh_cam_resource_mining	true	0	0		0		-1
ovn_arb_resource_iron_1	ovn_arb_resource_iron	0	2	500	0		false	false			true	ovn_arb_resource_iron	false	0.0000	0	true	1	wh_cam_resource_mining	true	0	0		0		-1
ovn_arb_resource_iron_2	ovn_arb_resource_iron	1	3	1000	0		false	false			true	ovn_arb_resource_iron	false	0.0000	0	true	2	wh_cam_resource_mining	true	0	0		0		-1
ovn_arb_resource_iron_3	ovn_arb_resource_iron	2	4	2000	0		false	false			true	ovn_arb_resource_iron	false	0.0000	0	true	3	wh_cam_resource_mining	true	0	0		0		-1
ovn_arb_resource_ivory_1	ovn_arb_resource_ivory	0	1	500	0		false	false			true	ovn_arb_resource_ivory	false	0.0000	0	true	1	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_ivory_2	ovn_arb_resource_ivory	1	2	1000	0		false	false			true	ovn_arb_resource_ivory	false	0.0000	0	true	2	wh_cam_resource_worshop	true	0	0		0		-1
ovn_arb_resource_ivory_3	ovn_arb_resource_ivory	2	3	2000	0		false	false			true	ovn_arb_resource_ivory	false	0.0000	0	true	3	wh_cam_resource_worshop	true	0	0		0		-1
