level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	faction_unique	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution	resource_cost	additional_loot_value	resource_transaction_on_complete	split_chain_sort_order
#building_levels_tables;2;db/building_levels_tables/ovn_araby_golden_magus																									
ovn_arb_flaming_scimitar_structure_growth_1	ovn_arb_flaming_scimitar_structure_growth	0	1	1500	0		false	false			true	ovn_arb_flaming_scimitar_structure_growth	false	0.0000	1	true	0		true	0	0		0		-1
ovn_arb_flaming_scimitar_structure_growth_2	ovn_arb_flaming_scimitar_structure_growth	1	1	2500	0		false	false			true	ovn_arb_flaming_scimitar_structure_growth	false	0.0000	0	true	2		true	0	0		0		-1
ovn_arb_flaming_scimitar_structure_growth_3	ovn_arb_flaming_scimitar_structure_growth	2	1	5000	0		false	false			true	ovn_arb_flaming_scimitar_structure_growth	false	0.0000	0	true	4		true	0	0		0		-1
ovn_arb_flaming_scimitar_defense_bombardment_1	ovn_arb_flaming_scimitar_defense_bombardment	0	1	2000	0		false	false			true	ovn_arb_flaming_scimitar_defense_bombardment	false	0.0000	2	true	2		true	0	0		0		-1
ovn_arb_flaming_scimitar_defense_magical_bombardment_1	ovn_arb_flaming_scimitar_defense_bombardment	1	1	2500	0		false	false			true	ovn_arb_flaming_scimitar_defense_bombardment	false	0.0000	0	true	3		true	0	0		0		-1
ovn_arb_flaming_scimitar_defense_magical_bombardment_2	ovn_arb_flaming_scimitar_defense_bombardment	2	1	4000	0		false	false			true	ovn_arb_flaming_scimitar_defense_bombardment	false	0.0000	0	true	4		true	0	0		0		-1
ovn_arb_flaming_scimitar_main_1	ovn_arb_flaming_scimitar_main	0	1	1200	0		false	false			true	ovn_arb_flaming_scimitar_main	false	0.0000	0	true	0		true	0	0		0		-1
ovn_arb_flaming_scimitar_main_2	ovn_arb_flaming_scimitar_main	1	1	2500	0		false	false			true	ovn_arb_flaming_scimitar_main	false	0.0000	2	true	0		true	0	0		0		-1
ovn_arb_flaming_scimitar_main_3	ovn_arb_flaming_scimitar_main	2	1	5000	0		false	false			true	ovn_arb_flaming_scimitar_main	false	0.0000	4	true	0		true	0	0		0		-1
ovn_arb_flaming_scimitar_main_4	ovn_arb_flaming_scimitar_main	3	1	10000	0		false	false			true	ovn_arb_flaming_scimitar_main	false	0.0000	8	true	0		true	0	0		0		-1
ovn_arb_flaming_scimitar_main_5	ovn_arb_flaming_scimitar_main	4	1	20000	0		false	false			true	ovn_arb_flaming_scimitar_main	false	0.0000	16	true	0		true	0	0		0		-1
ovn_arb_flaming_scimitar_support_monsters_1	ovn_arb_flaming_scimitar_support_monsters	0	1	5000	0		false	false			true	ovn_arb_flaming_scimitar_support_monsters	false	0.0000	1	true	2		true	0	0		0		-1
ovn_arb_flaming_scimitar_support_monsters_2	ovn_arb_flaming_scimitar_support_monsters	1	1	10000	0		false	false			true	ovn_arb_flaming_scimitar_support_monsters	false	0.0000	0	true	3		true	0	0		0		-1
ovn_arb_flaming_scimitar_structure_upkeep_1	ovn_arb_flaming_scimitar_structure_upkeep	0	1	1000	0		false	false			true	ovn_arb_flaming_scimitar_structure_upkeep	false	0.0000	1	true	0		true	0	0		0		-1
ovn_arb_flaming_scimitar_structure_upkeep_2	ovn_arb_flaming_scimitar_structure_upkeep	1	1	3000	0		false	false			true	ovn_arb_flaming_scimitar_structure_upkeep	false	0.0000	0	true	2		true	0	0		0		-1
ovn_arb_flaming_scimitar_structure_upkeep_3	ovn_arb_flaming_scimitar_structure_upkeep	2	1	10000	0		false	false			true	ovn_arb_flaming_scimitar_structure_upkeep	false	0.0000	0	true	4		true	0	0		0		-1
ovn_arb_flaming_scimitar_nomad_infantry_1	ovn_arb_flaming_scimitar_nomad_infantry	0	1	5000	0		false	false			true	ovn_arb_flaming_scimitar_nomad_infantry	false	0.0000	1	true	2		true	0	0		0		-1
ovn_arb_flaming_scimitar_nomad_infantry_2	ovn_arb_flaming_scimitar_nomad_infantry	1	1	10000	0		false	false			true	ovn_arb_flaming_scimitar_nomad_infantry	false	0.0000	0	true	3		true	0	0		0		-1
ovn_arb_flaming_scimitar_support_mages_1	ovn_arb_flaming_scimitar_support_mages	0	1	3000	0		false	false			true	ovn_arb_flaming_scimitar_support_mages	false	0.0000	2	true	2		true	0	0		0		-1
ovn_arb_flaming_scimitar_support_mages_2	ovn_arb_flaming_scimitar_support_mages	1	1	5000	0		false	false			true	ovn_arb_flaming_scimitar_support_mages	false	0.0000	0	true	3		true	0	0		0		-1
ovn_arb_flaming_scimitar_support_mages_3	ovn_arb_flaming_scimitar_support_mages	2	1	10000	0		false	false			true	ovn_arb_flaming_scimitar_support_mages	false	0.0000	0	true	4		true	0	0		0		-1
ovn_arb_flaming_scimitar_structure_replenishment_1	ovn_arb_flaming_scimitar_structure_replenishment	0	1	1000	0		false	false			true	ovn_arb_flaming_scimitar_structure_replenishment	false	0.0000	1	true	0		true	0	0		0		-1
ovn_arb_flaming_scimitar_structure_replenishment_2	ovn_arb_flaming_scimitar_structure_replenishment	1	1	3000	0		false	false			true	ovn_arb_flaming_scimitar_structure_replenishment	false	0.0000	0	true	2		true	0	0		0		-1
