key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/obo_grudgebringers_ludwig									
ovn_grudge_skill_dwf_master_engineer_barak_varr_handshake_ludwig_uberdorf		wh_main_skill_dwf_engineer_self_ballistics_instructor		2	4		0	3	true
ovn_grudge_skill_dwf_master_engineer_bare_essentials_ludwig_uberdorf		wh2_dlc17_skill_dwf_master_engineer_bare_essentials		2	2		0	0	true
ovn_grudge_skill_dwf_master_engineer_carry_a_big_stick_ludwig_uberdorf		wh2_dlc17_skill_dwf_master_engineer_carry_a_big_stick		3	1		0	0	true
ovn_grudge_skill_dwf_master_engineer_cinderblast_shell_ludwig_uberdorf		wh2_dlc17_skill_dwf_master_engineer_cinderblast_shell		3	4		0	3	true
ovn_grudge_skill_dwf_master_engineer_flash_bomb_ludwig_uberdorf		wh_pro01_skill_grombrindal_flash_bang		0	4		0	0	true
ovn_grudge_skill_dwf_master_engineer_grudge_raker_ludwig_uberdorf		wh_main_skill_dwf_engineer_self_extra_powder		3	0		0	0	true
ovn_grudge_skill_dwf_master_engineer_hand_loaded_ludwig_uberdorf		wh2_dlc17_skill_dwf_master_engineer_hand_loaded		2	1		0	0	true
ovn_grudge_skill_dwf_master_engineer_percussive_maintenance_ludwig_uberdorf		wh2_dlc17_skill_dwf_master_engineer_percussive_maintenance		3	2		0	0	true
ovn_grudge_skill_dwf_master_engineer_zhufbar_cannons_ludwig_uberdorf		wh2_dlc17_skill_dwf_master_engineer_zhufbar_cannons		1	5		0	4	true
ovn_grudge_agent_action_scaling_ovn_grudge_skill_node_set_all_engineer_ludwig_uberdorf		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
ovn_grudge_skill_node_all_engineer_campaign_actions_dummy_ludwig_uberdorf		do_skill_all_dummy_agent_actions_champion_ludwig		8	0		1	0	false
ovn_grudge_skill_node_all_engineer_immortality_ludwig_uberdorf		wh2_main_skill_all_immortality_hero		0	7		0	0	true
ovn_grudge_skill_node_all_engineer_innate_01_ludwig_uberdorf		rhox_ovn_grudgebringer_ludwig_innate		6	0		1	0	false
ovn_grudge_skill_node_dwf_engineer_campaign_01_ludwig_uberdorf		wh2_main_skill_all_hero_assist_army_increase_mobility		5	0		0	0	true
ovn_grudge_skill_node_dwf_engineer_campaign_02_ludwig_uberdorf		wh2_main_skill_all_hero_passive_spread_corruption		5	1		0	0	true
ovn_grudge_skill_node_dwf_engineer_campaign_03_ludwig_uberdorf		wh2_main_skill_all_hero_hinder_settlement_steal_technology		5	2		0	0	true
ovn_grudge_skill_node_dwf_engineer_campaign_04_ludwig_uberdorf		wh2_main_skill_all_hero_hinder_agent_wound		5	3		0	0	true
ovn_grudge_skill_node_dwf_engineer_campaign_05_ludwig_uberdorf		wh2_main_skill_all_hero_hinder_army_block_army		5	4		0	0	true
ovn_grudge_skill_node_dwf_engineer_campaign_06_ludwig_uberdorf		wh2_main_skill_all_hero_reduce_action_cost		5	5		0	0	true
ovn_grudge_skill_node_dwf_engineer_self_01_ludwig_uberdorf		wh2_dlc17_skill_dwf_master_engineer_restock		1	0		0	0	true
ovn_grudge_skill_node_dwf_engineer_self_02_ludwig_uberdorf		wh_main_skill_dwf_engineer_self_requisition		1	1		0	0	true
ovn_grudge_skill_node_dwf_engineer_self_03_ludwig_uberdorf		wh_main_skill_dwf_engineer_self_technical_enhancements		3	3		0	0	true
ovn_grudge_skill_node_dwf_engineer_self_04_ludwig_uberdorf		wh_main_skill_dwf_engineer_self_triangulation		1	2		0	0	true
ovn_grudge_skill_node_dwf_engineer_self_05_ludwig_uberdorf		wh_main_skill_dwf_engineer_self_dead_eye		2	0		0	0	true
ovn_grudge_skill_node_dwf_engineer_self_06_ludwig_uberdorf		wh_main_skill_dwf_engineer_self_ballistics_calibration		2	3		0	0	true
ovn_grudge_skill_node_dwf_engineer_self_07_ludwig_uberdorf		wh_main_skill_dwf_engineer_self_overseer		1	3		0	0	true
ovn_grudge_skill_node_dwf_engineer_self_10_ludwig_uberdorf		wh_main_skill_dwf_engineer_self_sapper		1	4		0	0	true
ovn_grudge_skill_node_dwf_engineer_unique_01_ludwig_uberdorf		ludwig_greenskin_grudge		0	3		0	0	true
ovn_grudge_skill_node_dwf_engineer_unique_02_ludwig_uberdorf		wh_main_skill_dwf_all_unique_resolute		0	8		0	0	true
ovn_grudge_skill_node_dwf_engineer_unique_03_ludwig_uberdorf		wh_main_skill_dwf_all_unique_relentless		0	6		0	0	true
ovn_grudge_skill_node_dwf_engineer_unique_04_ludwig_uberdorf		wh_main_skill_dwf_all_unique_rune_of_grimnir		0	5		0	0	true
ludwig_uberdorf_steam_tank		ludwig_uberdorf_steam_tank		0	2		0	0	true
ovn_grudge_ai_immortality_ludwig		rhox_ovn_grudgebringer_immortal_for_ai		90	0		0	0	false
ludwig_uberdorf_mount		ludwig_uberdorf_mount		0	1		0	0	true
