key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;5;db/character_skill_nodes_tables/rhox_grudgebringer										
ovn_grudge_skill_node_ksl_ice_mage_ice_generic_03		wh3_main_skill_ksl_all_unique_missile_resist	ovn_grudge_skill_node_set_ksl_ice_mage_ice		0.0000	2.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_generic_04		wh3_main_skill_ksl_wizard_unique_guardian_call	ovn_grudge_skill_node_set_ksl_ice_mage_ice		0.0000	3.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_generic_05		wh2_main_skill_all_immortality_hero	ovn_grudge_skill_node_set_ksl_ice_mage_ice		0.0000	4.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_unique_01		wh3_main_skill_ksl_frost_maiden_unique_01	ovn_grudge_skill_node_set_ksl_ice_mage_ice		1.0000	1.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_unique_03		wh3_main_skill_ksl_frost_maiden_unique_03	ovn_grudge_skill_node_set_ksl_ice_mage_ice		1.0000	2.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_unique_04		wh3_main_skill_ksl_frost_maiden_unique_04	ovn_grudge_skill_node_set_ksl_ice_mage_ice		1.0000	3.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_unique_05		ovn_grudge_skill_ksl_frost_maiden_unique_04	ovn_grudge_skill_node_set_ksl_ice_mage_ice		1.0000	4.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_magic_1_1		wh3_main_skill_ksl_magic_ice_05_frost_shield	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	1.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_magic_1_4		wh3_main_skill_ksl_magic_ice_04_death_frost_lord	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	4.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_magic_2		wh_main_skill_all_magic_all_06_evasion	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	6.0000		0	4	true
ovn_grudge_skill_node_ksl_ice_mage_ice_magic_3_1		wh_main_skill_all_magic_all_07_earthing	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	9.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_magic_3_2		wh_main_skill_all_magic_all_08_power_drain	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	10.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_magic_3_3		wh3_main_skill_ksl_magic_ice_07_crystal_sanctuary_lord	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	7.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_ice_magic_4		wh_main_skill_all_magic_all_11_arcane_conduit	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	11.0000		0	4	true
ovn_grudge_skill_node_ksl_ice_mage_tempest_magic_0		wh3_main_skill_ksl_magic_tempest_01_hailstorm_lord	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	0.0000		1	0	true
ovn_grudge_skill_node_ksl_ice_mage_tempest_magic_1_1		wh3_main_skill_ksl_magic_tempest_05_freezing_winds	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	5.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_tempest_magic_1_2		wh3_main_skill_ksl_magic_tempest_02_gust_of_true_flight_lord	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	3.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_tempest_magic_1_4		wh3_main_skill_ksl_magic_tempest_04_biting_wind_lord	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	2.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_tempest_magic_3_3		wh3_main_skill_ksl_magic_tempest_07_blizzard_lord	ovn_grudge_skill_node_set_ksl_ice_mage_ice		2.0000	8.0000		0	0	true
ovn_grudge_skill_node_ksl_ice_mage_tempest_magic_dummy		wh3_main_skill_ksl_magic_tempest_dummy_hailstorm	ovn_grudge_skill_node_set_ksl_ice_mage_ice		3.0000	11.0000		1	0	false
ovn_grudge_skill_node_ksl_ice_mage_ice_campaign_01		wh2_main_skill_all_hero_assist_army_scouting	ovn_grudge_skill_node_set_ksl_ice_mage_ice		5.0000	0.0000		1	0	true
