key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/rhox_grudgebringer_allor									
rhox_dark_omen_skill_node_set_emp_allor		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
rhox_dark_omen_skill_node_emp_allor_campaign_01		wh2_main_skill_all_hero_assist_army_training		5	0		0	0	true
rhox_dark_omen_skill_node_emp_allor_campaign_02		wh2_main_skill_all_hero_passive_spread_corruption		5	1		0	0	true
rhox_dark_omen_skill_node_emp_allor_campaign_03		wh2_main_skill_all_hero_hinder_army_assault_units		5	2		0	0	true
rhox_dark_omen_skill_node_emp_allor_campaign_04		wh2_main_skill_all_hero_hinder_agent_wound		5	3		0	0	true
rhox_dark_omen_skill_node_emp_allor_campaign_05		wh2_main_skill_all_hero_hinder_settlement_assault_garrison		5	4		0	0	true
rhox_dark_omen_skill_node_emp_allor_campaign_06		wh2_main_skill_all_hero_reduce_action_cost		5	5		0	0	true
rhox_dark_omen_skill_node_emp_allor_campaign_actions_dummy		rhox_dummy_all_action_allor		8	0		1	0	false
rhox_dark_omen_skill_node_emp_allor_immortality		wh2_main_skill_all_immortality_hero		0	5		0	0	true
rhox_dark_omen_skill_node_emp_allor_innate		rhox_allor_innate		6	0		0	0	false
rhox_dark_omen_skill_node_emp_allor_magic1_01		wh_dlc03_skill_magic_beasts_wyssans_wildform		2	0		0	0	true
rhox_dark_omen_skill_node_emp_allor_magic1_02		wh_dlc03_skill_magic_beasts_wild_heart		2	1		0	0	true
rhox_dark_omen_skill_node_emp_allor_magic1_03		wh_dlc03_skill_magic_beasts_flock_of_doom		2	2		0	0	true
rhox_dark_omen_skill_node_emp_allor_magic1_04		wh_dlc03_skill_magic_beasts_panns_impenetrable_pelt		2	3		0	0	true
rhox_dark_omen_skill_node_emp_allor_magic1_05		wh_dlc03_skill_magic_beasts_the_amber_spear		2	4		0	0	true
rhox_dark_omen_skill_node_emp_allor_magic1_06		wh_main_skill_all_magic_all_06_evasion		2	5		0	4	true
rhox_dark_omen_skill_node_emp_allor_magic1_07		wh_main_skill_all_magic_all_07_earthing		2	8		0	0	true
rhox_dark_omen_skill_node_emp_allor_magic1_08		wh_main_skill_all_magic_all_08_power_drain		2	9		0	0	true
rhox_dark_omen_skill_node_emp_allor_magic1_09		wh_dlc03_skill_magic_beasts_the_curse_of_anraheir		2	6		0	0	true
rhox_dark_omen_skill_node_emp_allor_magic1_10		wh_dlc03_skill_magic_beasts_transformation_of_kadon		2	7		0	0	true
rhox_dark_omen_skill_node_emp_allor_magic1_11		wh_main_skill_all_magic_all_11_arcane_conduit		2	10		0	4	true
rhox_dark_omen_skill_node_emp_allor_magic1_dummy		wh_dlc03_skill_magic_beasts_dummy_wyssans_wildform		2	11		1	0	false
rhox_dark_omen_skill_node_emp_allor_ward		wh_main_skill_emp_all_unique_sigmars_ward		0	4		0	0	true
rhox_allor_unique_1		rhox_allor_unique_1		1	0		0	0	true
rhox_allor_unique_2		rhox_allor_unique_2		1	1		0	0	true
rhox_allor_unique_3		rhox_allor_unique_3		1	2		0	0	true
rhox_allor_unique_4		rhox_allor_unique_4		1	3		0	0	true
rhox_allor_unique_5		rhox_allor_unique_5		1	4		0	0	true
rhox_allor_unique_6		rhox_allor_unique_6		1	5		0	4	true
ovn_grudge_ai_immortality_allor		rhox_ovn_grudgebringer_immortal_for_ai		90	0		0	0	false
rhox_dark_omen_skill_node_allor_mount		allor_griffon		0	3		0	0	true
