key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/obo_grudgebringers_matthias									
wh2_dlc13_skill_node_matthias_campaign_01		wh2_main_skill_all_hero_assist_army_scavenge		5	0		0	0	true
wh2_dlc13_skill_node_matthias_campaign_02		wh2_main_skill_all_hero_passive_spread_corruption		5	1		0	0	true
wh2_dlc13_skill_node_matthias_campaign_03		wh2_main_skill_all_hero_hinder_settlement_damage_walls		5	2		0	0	true
wh2_dlc13_skill_node_matthias_campaign_04		wh2_main_skill_all_hero_hinder_agent_assassinate		5	3		0	0	true
wh2_dlc13_skill_node_matthias_campaign_05		wh2_main_skill_all_hero_hinder_army_block_army		5	4		0	0	true
wh2_dlc13_skill_node_matthias_campaign_06		wh2_main_skill_all_hero_reduce_action_cost		5	5		0	0	true
wh2_dlc13_skill_node_matthias_self_01		wh_main_skill_all_spy_self_bloody_blade		2	0		0	0	true
wh2_dlc13_skill_node_matthias_self_02		wh_main_skill_all_spy_self_gutter_fighter_2		2	1		0	0	true
wh2_dlc13_skill_node_matthias_self_03		wh_main_skill_all_spy_self_elusive		2	2		0	0	true
wh2_dlc13_skill_node_matthias_self_04		wh_main_skill_emp_spy_self_silver_bullets		2	3		0	0	true
wh2_dlc13_skill_node_matthias_self_05		wh_main_skill_all_spy_self_fleet-footed		2	4		0	0	true
wh2_dlc13_skill_node_matthias_self_06		wh_main_skill_all_spy_self_stalker		2	5		0	4	true
wh2_dlc13_skill_node_matthias_self_07		wh_main_skill_all_spy_self_opportunist		2	6		0	0	true
wh2_dlc13_skill_node_matthias_self_08		wh_main_skill_all_spy_self_counter-striker_2		2	7		0	0	true
wh2_dlc13_skill_node_matthias_self_09		wh_main_skill_all_spy_self_survivalist_2		2	8		0	0	true
wh2_dlc13_skill_node_matthias_self_10		wh_main_skill_all_spy_self_cornered_rat		2	9		0	0	true
wh2_dlc13_skill_node_matthias_self_11		wh_main_skill_all_spy_self_slippery		2	10		0	4	true
wh2_dlc13_skill_node_matthias_unique_01		wh_main_skill_emp_spy_unique_witch_hunter_accusation		0	1		0	0	true
wh2_dlc13_skill_node_matthias_unique_02		wh2_dlc13_skill_emp_hertwig_unique_sigmars_will		0	4		0	0	true
wh2_dlc13_skill_node_matthias_unique_03		wh_main_skill_emp_spy_unique_witch_hunter_magic_resistance		0	3		0	0	true
wh2_dlc13_skill_node_matthias_unique_04		wh_main_skill_emp_spy_unique_witch_hunter_tools_of_judgement		0	5		0	0	true
wh2_dlc13_skill_node_matthias_unique_05		wh_main_skill_emp_all_unique_sigmars_ward		0	2		0	0	true
matthias_campaign_actions_dummy		rhox_dummy_all_action_matthias		8	0		1	0	false
matthias_agent_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
matthias_unique_01		witch_hunter_general		1	0		0	0	true
matthias_unique_02		expert_marksman		1	1		0	0	true
matthias_unique_03		judge_jury_executioner		1	2		0	0	true
matthias_unique_04		purifier_of_filth		1	3		0	0	true
matthias_unique_05		no_mercy_for_wicked		1	4		0	4	true
matthias_innate		matthias_innate		6	0		1	0	false
ovn_grudge_skill_node_all_immortality_matthias		wh2_main_skill_all_immortality_hero		0	7		0	0	true
ovn_grudge_ai_immortality_matthias		rhox_ovn_grudgebringer_immortal_for_ai		90	0		0	0	false
matthias_war_wagon		matthias_war_wagon		0	0		0	0	true
