key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/obo_grudgebringers_envoy									
ovn_grudge_skill_node_dwf_envoy_unique_1_01		wh2_dlc17_skill_unique_thane_01		4	0		0	0	true
ovn_grudge_skill_node_dwf_envoy_unique_1_02		wh2_dlc17_skill_unique_thane_02		4	1		0	0	true
ovn_grudge_skill_node_dwf_envoy_unique_1_03		wh2_dlc17_skill_unique_thane_03		4	2		0	0	true
ovn_grudge_skill_node_dwf_envoy_campaign_01		wh2_main_skill_all_hero_assist_army_training		5	0		0	0	true
ovn_grudge_skill_node_dwf_envoy_campaign_02		wh2_main_skill_all_hero_passive_spread_corruption		5	1		0	0	true
ovn_grudge_skill_node_dwf_envoy_campaign_03		wh2_main_skill_all_hero_hinder_settlement_assault_garrison		5	2		0	0	true
ovn_grudge_skill_node_dwf_envoy_campaign_04		wh2_main_skill_all_hero_hinder_agent_assassinate		5	3		0	0	true
ovn_grudge_skill_node_dwf_envoy_campaign_05		wh2_main_skill_all_hero_hinder_army_assault_units		5	4		0	0	true
ovn_grudge_skill_node_dwf_envoy_campaign_06		wh2_main_skill_all_hero_reduce_action_cost		5	5		0	0	true
ovn_grudge_skill_node_dwf_envoy_campaign_actions_dummy		rhox_dummy_all_action_dwarf_envoy		8	0		1	0	false
ovn_grudge_skill_node_dwf_envoy_self_01		wh_main_skill_all_all_self_blade_master_starter		2	0		0	0	true
ovn_grudge_skill_node_dwf_envoy_self_02		wh_main_skill_all_all_self_devastating_charge		2	1		0	0	true
ovn_grudge_skill_node_dwf_envoy_self_03		wh_main_skill_all_lord_self_full_plate_armour_2		2	2		0	0	true
ovn_grudge_skill_node_dwf_envoy_self_04		wh_main_skill_all_all_self_hard_to_hit		2	3		0	0	true
ovn_grudge_skill_node_dwf_envoy_self_05		wh_main_skill_all_all_self_deadly_blade		2	4		0	0	true
ovn_grudge_skill_node_dwf_envoy_self_06		wh_main_skill_all_all_self_foe-seeker		2	5		0	4	true
ovn_grudge_skill_node_dwf_envoy_self_07		wh_main_skill_all_all_self_wound-maker		2	6		0	0	true
ovn_grudge_skill_node_dwf_envoy_self_08		wh_main_skill_all_all_self_scarred_veteran_2		2	7		0	0	true
ovn_grudge_skill_node_dwf_envoy_self_09		wh_main_skill_all_all_self_indomitable		2	8		0	0	true
ovn_grudge_skill_node_dwf_envoy_self_10		wh_main_skill_all_all_self_blade_shield		2	9		0	0	true
ovn_grudge_skill_node_dwf_envoy_self_11		wh_main_skill_all_all_self_deadly_onslaught		2	10		0	4	true
ovn_grudge_skill_node_dwf_envoy_unique_01		wh_main_skill_dwf_all_unique_ancestral_grudge		0	1		0	0	true
ovn_grudge_skill_node_dwf_envoy_unique_02		wh_main_skill_dwf_all_unique_resolute		0	2		0	0	true
ovn_grudge_skill_node_dwf_envoy_unique_03		wh_main_skill_dwf_all_unique_relentless		0	3		0	0	true
ovn_grudge_skill_node_dwf_envoy_unique_04		wh_main_skill_dwf_all_unique_rune_of_grimnir		0	4		0	0	true
ovn_grudge_skill_node_dwf_envoy_unique_1		rhox_grudge_skill_hef_noble_unique_1		4	3		0	0	true
ovn_grudge_skill_node_dwf_envoy_unique_2		rhox_grudge_skill_hef_noble_unique_2		4	4		0	0	true
ovn_grudge_skill_node_dwf_envoy_unique_3		rhox_grudge_skill_hef_noble_unique_3		4	5		0	0	true
ovn_grudge_skill_node_dwf_agent_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
engrol_unique_1		engrol_gold_tongue		1	0		0	0	true
engrol_unique_2		engrol_trademaster		1	1		0	0	true
engrol_unique_3		engrol_dwf_bodyguard		1	2		0	0	true
engrol_unique_4		engrol_persuasion_master		1	3		0	3	true
engrol_innate		engrol_innate		6	0		1	0	false
ovn_grudge_skill_node_all_immortality_engrol		wh2_main_skill_all_immortality_hero		0	10		0	0	true
ovn_grudge_ai_immortality_envoy		rhox_ovn_grudgebringer_immortal_for_ai		90	0		0	0	false
ovn_grudge_skill_node_anc_rune_rune_of_fury		grudge_anc_rune_rune_of_fury		0	5		0	0	true
ovn_grudge_skill_node_anc_rune_rune_of_might		grudge_anc_rune_rune_of_might		0	6		0	0	true
ovn_grudge_skill_node_anc_rune_rune_of_parrying		grudge_anc_rune_rune_of_parrying		0	7		0	0	true
ovn_grudge_skill_node_anc_rune_rune_of_striking		grudge_anc_rune_rune_of_striking		0	8		0	0	true
dwarf_envoy_oath_stone		dwarf_envoy_oath_stone		0	0		0	0	true
