campaign	source	target	attitude_base	negative_attitude_multiplier	positive_attitude_multiplier
#campaign_cultural_relations_tables;0;db/campaign_cultural_relations_tables/ovn_sc_alb_albion					
	ovn_sc_alb_albion	ovn_sc_alb_albion	0.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh2_dlc11_sc_cst_vampire_coast	-20.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh2_main_sc_def_dark_elves	-40.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh2_main_sc_hef_high_elves	10.0000	1.0000	0.9000
	ovn_sc_alb_albion	wh2_main_sc_lzd_lizardmen	10.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh2_main_sc_skv_skaven	-20.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh3_main_sc_cth_cathay	0.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh3_main_sc_dae_daemons	-100.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh3_main_sc_kho_khorne	-100.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh3_main_sc_ksl_kislev	5.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh3_main_sc_nur_nurgle	-100.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh3_main_sc_ogr_ogre_kingdoms	-12.0000	2.0000	1.0000
	ovn_sc_alb_albion	wh3_main_sc_sla_slaanesh	-100.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh3_main_sc_tze_tzeentch	-100.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh_dlc03_sc_bst_beastmen	-60.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh_dlc05_sc_wef_wood_elves	5.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh_dlc08_sc_nor_norsca	-25.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh_main_sc_brt_bretonnia	10.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh_main_sc_chs_chaos	-100.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh3_dlc23_sc_chd_chaos_dwarfs	-100.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh_main_sc_dwf_dwarfs	5.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh_main_sc_emp_empire	10.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh_main_sc_grn_greenskins	-10.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh_main_sc_grn_savage_orcs	-10.0000	1.0000	1.0000
	ovn_sc_alb_albion	wh_main_sc_teb_teb	-40.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh_main_sc_vmp_vampire_counts	-40.0000	2.0000	0.5000
	ovn_sc_alb_albion	wh2_dlc09_sc_tmb_tomb_kings	-25.0000	1.0000	1.0000
	ovn_sc_alb_albion	ovn_sc_ama_amazon	0.0000	1.0000	1.0000
	ovn_sc_alb_albion	ovn_sc_arb_araby	0.0000	1.0000	1.0000
