key	campaign_key	faction_key	indent	technology_key	technology_node_set	tier	research_points_required	cost_per_round	food_cost	optional_ui_group	resource_cost	required_parents	pixel_offset_x	pixel_offset_y
#technology_nodes_tables;0;db/technology_nodes_tables/ovn_troll_buildings_kho														
wh3_main_tech_kho_1_1			-1	wh3_main_tech_kho_1_1	kho_mil	0	500	0	0		wh3_main_tech_kho_1_1	0	0	0
wh3_main_tech_kho_1_2			-1	wh3_main_tech_kho_1_2	kho_mil	0	500	0	0		wh3_main_tech_kho_1_2	0	0	0
wh3_main_tech_kho_1_3			-1	wh3_main_tech_kho_1_3	kho_mil	0	500	0	0		wh3_main_tech_kho_1_3	0	0	0
wh3_main_tech_kho_1_4			-1	wh3_main_tech_kho_1_4	kho_mil	0	500	0	0		wh3_main_tech_kho_1_4	0	0	0
wh3_main_tech_kho_1_5			-1	wh3_main_tech_kho_1_5	kho_mil	0	500	0	0		wh3_main_tech_kho_1_5	0	0	0
wh3_main_tech_kho_1_6			-1	wh3_main_tech_kho_1_6	kho_mil	0	500	0	0		wh3_main_tech_kho_1_6	0	0	0
wh3_main_tech_kho_1_7			-1	wh3_main_tech_kho_1_7	kho_mil	0	500	0	0		wh3_main_tech_kho_1_7	0	0	0
wh3_main_tech_kho_1_8			-1	wh3_main_tech_kho_1_8	kho_mil	0	500	0	0		wh3_main_tech_kho_1_8	0	0	0
wh3_main_tech_kho_2_1			-1	wh3_main_tech_kho_2_1	kho_mil	0	500	0	0		wh3_main_tech_kho_2_1	3	0	0
wh3_main_tech_kho_2_2			-1	wh3_main_tech_kho_2_2	kho_mil	0	500	0	0		wh3_main_tech_kho_2_2	3	0	0
wh3_main_tech_kho_2_3			-1	wh3_main_tech_kho_2_3	kho_mil	0	500	0	0		wh3_main_tech_kho_2_3	3	0	0
wh3_main_tech_kho_2_4			-1	wh3_main_tech_kho_2_4	kho_mil	0	500	0	0		wh3_main_tech_kho_2_4	3	0	0
wh3_main_tech_kho_2_5			-1	wh3_main_tech_kho_2_5	kho_mil	0	500	0	0		wh3_main_tech_kho_2_5	3	0	0
wh3_main_tech_kho_2_6			-1	wh3_main_tech_kho_2_6	kho_mil	0	500	0	0		wh3_main_tech_kho_2_6	3	0	0
wh3_main_tech_kho_2_7			-1	wh3_main_tech_kho_2_7	kho_mil	0	500	0	0		wh3_main_tech_kho_2_7	3	0	0
wh3_main_tech_kho_2_8			-1	wh3_main_tech_kho_2_8	kho_mil	0	500	0	0		wh3_main_tech_kho_2_8	3	0	0
wh3_main_tech_kho_3_1			-1	wh3_main_tech_kho_3_1	kho_mil	0	500	0	0		wh3_main_tech_kho_3_1	3	0	0
wh3_main_tech_kho_3_2			-1	wh3_main_tech_kho_3_2	kho_mil	0	500	0	0		wh3_main_tech_kho_3_2	3	0	0
wh3_main_tech_kho_3_3			-1	wh3_main_tech_kho_3_3	kho_mil	0	500	0	0		wh3_main_tech_kho_3_3	3	0	0
wh3_main_tech_kho_3_4			-1	wh3_main_tech_kho_3_4	kho_mil	0	500	0	0		wh3_main_tech_kho_3_4	3	0	0
wh3_main_tech_kho_3_5			-1	wh3_main_tech_kho_3_5	kho_mil	0	500	0	0		wh3_main_tech_kho_3_5	3	0	0
wh3_main_tech_kho_3_6			-1	wh3_main_tech_kho_3_6	kho_mil	0	500	0	0		wh3_main_tech_kho_3_6	3	0	0
wh3_main_tech_kho_3_7			-1	wh3_main_tech_kho_3_7	kho_mil	0	500	0	0		wh3_main_tech_kho_3_7	3	0	0
wh3_main_tech_kho_3_8			-1	wh3_main_tech_kho_3_8	kho_mil	0	500	0	0		wh3_main_tech_kho_3_8	3	0	0
