id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount
#special_ability_phases_tables;41;db/special_ability_phases_tables/ovn_trolls_only																													
horrible_stench	-1.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	-1	false	0.0	0.0	false	0		wh2_main_character_passive_aura_of_pestilence		false	false	true	0.0			false	0.0	0.0
rock_solid	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0	false	0.0	0.0	false	0		wh_main_spell_metal_glittering_robe		false	true	false	0.0			false	0.0	0.0
death_stench	-1.0	negative		false	false	false	0.0	0.0	0.0	0.0	0	-1	false	0.0	0.0	false	0		wh2_main_character_passive_aura_of_pestilence		false	false	true	0.0			false	0.0	0.0
run_and_shakeoff	30.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	-1	false	0.0	0.0	false	0		wh2_dlc10_waaagh		false	true	true	0.0			false	0.0	0.0
order_protect	-1.0	positive		false	false	false	0.0	0.0	60000.0	0.0	0	-1	false	0.0	0.0	false	0		wh_main_generic_ward_save_all	wh_ability_positive	false	true	true	0.0			false	0.0	0.0
order_squish	-1.0	positive		false	false	false	0.0	0.0	60000.0	0.0	0	-1	false	0.0	0.0	false	0		wh_main_generic_buff_attack_passive		false	true	false	0.0			false	0.0	0.0
order_aim_higher	-1.0	positive		false	false	false	0.0	0.0	60000.0	0.0	0	-1	false	0.0	0.0	false	0		wh_main_generic_buff_attack_passive		false	true	false	0.0			false	0.0	0.0
order_catch	-1.0	positive		false	false	true	0.0	0.0	60000.0	0.0	0	-1	false	0.0	0.0	false	0		wh_main_generic_buff_attack_passive		false	true	false	0.0			false	0.0	0.0
difficult_to_spot	-1.0	positive		false	false	false	0.0	0.0	0.0	0.0	0	0	false	0.0	0.0	false	0		wh_main_generic_buff_attack_passive		false	true	false	0.0			false	0.0	0.0
stunted_regeneration	-1.0	positive		false	false	false	0.0	0.0	0.0	0.5	0	0	false	0.0	0.0	false	0				false	true	true	0.0			false	1.0	0.0
sickness_host	-1.0	negative		false	false	false	0.2	0.0	0.0	0.0	0	-1	false	0.0	0.0	false	0		wh2_main_character_passive_aura_of_pestilence		false	true	true	0.0			false	0.0	0.0
temper_tantrum	40.0	positive		true	false	false	-0.3	0.0	0.0	0.0	0	-1	false	0.0	0.0	false	0				false	true	true	0.0			false	0.0	0.0
