order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/ovn_trolls_only					
1	burn_troll_burn	true	true	false	burn_troll_burn
1	burning_aura_of_ouch	false	false	true	burning_aura_of_ouch
1	horrible_stench	false	true	false	horrible_stench
1	rock_solid	false	false	true	rock_solid
1	death_stench	false	false	false	death_stench
1	run_and_shakeoff	false	false	false	run_and_shakeoff
1	order_protect	false	false	false	order_protect
1	order_squish	false	false	false	order_squish
1	order_aim_higher	false	false	false	order_aim_higher
1	order_catch	false	false	false	order_catch
1	difficult_to_spot	false	false	false	difficult_to_spot
1	stunted_regeneration	false	false	false	stunted_regeneration
1	sickness_host	false	false	false	sickness_host
1	temper_tantrum	false	false	false	temper_tantrum
1	warpstone_solid	false	false	false	warpstone_solid
1	elo_so_hungry	false	false	false	elo_so_hungry
1	troll_mocking_laughter	false	false	false	troll_mocking_laughter
1	elo_troll_me_boss_now	false	false	false	elo_troll_me_boss_now
1	elo_violent_command	false	false	false	elo_violent_command
1	elo_reservoir_hammer	false	false	false	elo_reservoir_hammer
1	elo_trash_armour	false	false	false	elo_trash_armour
1	elo_sea_hag_ocean_breeze	false	false	false	elo_sea_hag_ocean_breeze
1	elo_sea_hag_ocean_breeze_upgraded	false	false	false	elo_sea_hag_ocean_breeze_upgraded
