building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ovn_fimir_settlements						
ovn_troll_settlement_major_1	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0	500.0	0.0
ovn_troll_settlement_major_1	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0	-2.0	0.0
ovn_troll_settlement_major_1	wh_main_effect_construction_slot_dummy		this_building	1.0	1.0	1.0
ovn_troll_settlement_major_1	wh_main_effect_economy_gdp_subsistance		building_to_building_own	40.0	20.0	0.0
ovn_troll_settlement_major_1	wh_main_effect_province_growth_building		region_to_province_own	10.0	5.0	0.0
ovn_troll_settlement_major_1	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0	1.0	1.0
ovn_troll_settlement_major_2	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0	500.0	0.0
ovn_troll_settlement_major_2	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0	-2.0	0.0
ovn_troll_settlement_major_2	wh_main_effect_construction_slot_multiple_dummy		this_building	2.0	2.0	2.0
ovn_troll_settlement_major_2	wh_main_effect_economy_gdp_subsistance		building_to_building_own	60.0	30.0	0.0
ovn_troll_settlement_major_2	wh_main_effect_province_growth_building		region_to_province_own	20.0	10.0	0.0
ovn_troll_settlement_major_2	wh_main_effect_public_order_base		province_to_province_own_unseen	1.0	1.0	0.0
ovn_troll_settlement_major_2	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0	1.0	1.0
ovn_troll_settlement_major_3	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0	500.0	0.0
ovn_troll_settlement_major_3	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0	-2.0	0.0
ovn_troll_settlement_major_3	wh_main_effect_construction_slot_multiple_dummy		this_building	3.0	3.0	3.0
ovn_troll_settlement_major_3	wh_main_effect_economy_gdp_subsistance		building_to_building_own	80.0	40.0	0.0
ovn_troll_settlement_major_3	wh_main_effect_province_growth_building		region_to_province_own	30.0	15.0	0.0
ovn_troll_settlement_major_3	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0	1.0	0.0
ovn_troll_settlement_major_3	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0	1.0	1.0
ovn_troll_settlement_major_4	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0	500.0	0.0
ovn_troll_settlement_major_4	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0	-2.0	0.0
ovn_troll_settlement_major_4	wh_main_effect_construction_slot_multiple_dummy		this_building	5.0	5.0	5.0
ovn_troll_settlement_major_4	wh_main_effect_economy_gdp_subsistance		building_to_building_own	100.0	50.0	0.0
ovn_troll_settlement_major_4	wh_main_effect_province_growth_building		region_to_province_own	40.0	20.0	0.0
ovn_troll_settlement_major_4	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0	1.0	0.0
ovn_troll_settlement_major_4	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0	1.0	1.0
ovn_troll_settlement_major_5	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0	500.0	0.0
ovn_troll_settlement_major_5	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0	-2.0	0.0
ovn_troll_settlement_major_5	wh_main_effect_construction_slot_multiple_dummy		this_building	7.0	7.0	7.0
ovn_troll_settlement_major_5	wh_main_effect_economy_gdp_subsistance		building_to_building_own	120.0	60.0	0.0
ovn_troll_settlement_major_5	wh_main_effect_province_growth_building		region_to_province_own	50.0	25.0	0.0
ovn_troll_settlement_major_5	wh_main_effect_public_order_base		province_to_province_own_unseen	3.0	1.0	0.0
ovn_troll_settlement_major_5	wh_main_effect_settlement_walls	WallEffect	region_to_region_own	1.0	1.0	1.0
ovn_troll_settlement_major_ruin	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-2.0	-2.0	0.0
ovn_troll_settlement_minor_1	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0	500.0	0.0
ovn_troll_settlement_minor_1	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-1.0	-1.0	0.0
ovn_troll_settlement_minor_1	wh_main_effect_construction_slot_dummy		this_building	1.0	1.0	1.0
ovn_troll_settlement_minor_1	wh_main_effect_economy_gdp_subsistance		building_to_building_own	40.0	20.0	0.0
ovn_troll_settlement_minor_1	wh_main_effect_province_growth_building		region_to_province_own	10.0	5.0	0.0
ovn_troll_settlement_minor_2	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0	500.0	0.0
ovn_troll_settlement_minor_2	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-1.0	-1.0	0.0
ovn_troll_settlement_minor_2	wh_main_effect_construction_slot_multiple_dummy		this_building	2.0	2.0	2.0
ovn_troll_settlement_minor_2	wh_main_effect_economy_gdp_subsistance		building_to_building_own	60.0	30.0	0.0
ovn_troll_settlement_minor_2	wh_main_effect_province_growth_building		region_to_province_own	20.0	10.0	0.0
ovn_troll_settlement_minor_2	wh_main_effect_public_order_base		province_to_province_own_unseen	1.0	1.0	0.0
ovn_troll_settlement_minor_3	wh3_main_effect_building_settlement_initial_supply_points		region_to_region_own	1000.0	500.0	0.0
ovn_troll_settlement_minor_3	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-1.0	-1.0	0.0
ovn_troll_settlement_minor_3	wh_main_effect_construction_slot_multiple_dummy		this_building	3.0	3.0	3.0
ovn_troll_settlement_minor_3	wh_main_effect_economy_gdp_subsistance		building_to_building_own	80.0	40.0	0.0
ovn_troll_settlement_minor_3	wh_main_effect_province_growth_building		region_to_province_own	30.0	15.0	0.0
ovn_troll_settlement_minor_3	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0	1.0	0.0
ovn_troll_settlement_minor_ruin	wh3_main_effect_corruption_reduction_buildings		region_to_region_own	-1.0	-1.0	0.0
