child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/ovn_trolls_only							
elo_chief_ugma_battle_02	elo_chief_ugma_battle_01	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_battle_03	elo_chief_ugma_battle_01	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_battle_04	elo_chief_ugma_battle_01	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_battle_05	elo_chief_ugma_battle_01	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_battle_06	elo_chief_ugma_battle_01	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_battle_08	elo_chief_ugma_battle_02	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_08	elo_chief_ugma_battle_03	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_08	elo_chief_ugma_battle_04	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_08	elo_chief_ugma_battle_05	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_08	elo_chief_ugma_battle_06	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_09	elo_chief_ugma_battle_08	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_battle_10	elo_chief_ugma_battle_08	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_battle_11	elo_chief_ugma_battle_08	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_battle_12	elo_chief_ugma_battle_08	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_battle_13	elo_chief_ugma_battle_09	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_13	elo_chief_ugma_battle_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_13	elo_chief_ugma_battle_11	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_13	elo_chief_ugma_battle_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_14	elo_chief_ugma_battle_09	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_14	elo_chief_ugma_battle_10	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_14	elo_chief_ugma_battle_11	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_battle_14	elo_chief_ugma_battle_12	0	1	1	0.0	0.0	SUBSET_REQUIRED
elo_chief_ugma_campaign_02	elo_chief_ugma_campaign_01	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_campaign_03	elo_chief_ugma_campaign_01	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_campaign_04	elo_chief_ugma_campaign_01	0	1	1	0.0	0.0	REQUIRED
elo_chief_ugma_campaign_05	elo_chief_ugma_campaign_01	0	1	1	0.0	0.0	REQUIRED
