unit	military_group
#units_to_groupings_military_permissions_tables;0;db/units_to_groupings_military_permissions_tables/ovn_troll_buildings	
wh_main_chs_mon_trolls	wh3_main_kho
wh_main_grn_mon_trolls	wh3_main_kho
elo_armoured_icetrolls	wh3_main_kho
wh_dlc01_chs_mon_trolls_1	wh3_main_kho
elo_southern_trolls	wh3_main_kho
elo_river_trolls	wh3_main_kho
elo_mountain_trolls	wh3_main_kho
elo_shipwreckers	wh3_main_kho
elo_cha_troll_lord	wh3_main_kho
elo_kin	wh3_main_kho
elo_forest_trolls	wh3_main_kho
elo_armoured_icetrolls_erengrad	wh3_main_kho
elo_river_trolls_erengrad	wh3_main_kho
elo_mountain_trolls_erengrad	wh3_main_kho
elo_forest_trolls_erengrad	wh3_main_kho
elo_bile_trolls	wh3_main_kho
elo_snow_troll	wh3_main_kho
wh_dlc08_nor_mon_norscan_ice_trolls_0	wh3_main_kho
wh2_dlc15_grn_mon_river_trolls_0_no_scrap	wh3_main_kho
wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	wh3_main_kho
ovn_troll_mon_wyvern	wh3_main_kho
ovn_trl_inf_stone_throw_troll	wh3_main_kho
elo_chief_ugma	wh3_main_kho
elo_carrion_gobbo_bow	wh3_main_kho
elo_carrion_squig_hoppers	wh3_main_kho
elo_carrion_gobbo_melee	wh3_main_kho
elo_night_trolls_ror	wh3_main_kho
wh2_dlc15_grn_mon_river_trolls_ror_0	wh3_main_kho
elo_red_avalanche	wh3_main_kho
elo_lava_trolls	wh3_main_kho
elo_warpstone_trolls	wh3_main_kho
elo_sea_troll	wh3_main_kho
elo_troll_champ	wh3_main_kho
elo_troll_giant	wh3_main_kho
