building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/ovn_troll_settlements								
ovn_troll_settlement_major_1		ovn_sc_troll_troll		wh_main_PLACEHOLDER	nor_settlement	false	wh_main_emp_settlement_major_1	true
ovn_troll_settlement_major_2		ovn_sc_troll_troll		wh_main_PLACEHOLDER	nor_settlement	false	wh_main_emp_settlement_major_2	true
ovn_troll_settlement_major_3		ovn_sc_troll_troll		wh_main_PLACEHOLDER	nor_settlement	false	wh_main_emp_settlement_major_3	true
ovn_troll_settlement_major_4		ovn_sc_troll_troll		wh_main_PLACEHOLDER	nor_settlement	false	wh_main_emp_settlement_major_4	true
ovn_troll_settlement_major_5		ovn_sc_troll_troll		wh_main_PLACEHOLDER	nor_settlement	false	wh_main_emp_settlement_major_5	true
ovn_troll_settlement_major_ruin				wh_main_PLACEHOLDER	wh_main_settlement_default_ruin	false	wh_main_settlement_major_ruin	true
ovn_troll_settlement_minor_1		ovn_sc_troll_troll		wh_main_PLACEHOLDER	nor_settlement	false	wh_main_emp_settlement_major_1	true
ovn_troll_settlement_minor_2		ovn_sc_troll_troll		wh_main_PLACEHOLDER	nor_settlement	false	wh_main_emp_settlement_major_2	true
ovn_troll_settlement_minor_3		ovn_sc_troll_troll		wh_main_PLACEHOLDER	nor_settlement	false	wh_main_emp_settlement_major_3	true
ovn_troll_settlement_minor_ruin				wh_main_PLACEHOLDER	wh_main_settlement_default_ruin	false	wh_main_settlement_major_ruin	true
