id	names_group	type	gender	frequency
#names_tables;0;db/names_tables/ovn_trolls_only				
77779001	ovn_names_trl_troll	forename	m	0
77779002	ovn_names_trl_troll	family_name	b	0
994882850	ovn_names_trl_troll	forename	m	1
994882851	ovn_names_trl_troll	forename	m	1
994882852	ovn_names_trl_troll	forename	m	1
994882853	ovn_names_trl_troll	forename	m	1
994882854	ovn_names_trl_troll	forename	m	1
994882855	ovn_names_trl_troll	forename	m	1
994882856	ovn_names_trl_troll	forename	m	1
994882857	ovn_names_trl_troll	forename	m	1
994882858	ovn_names_trl_troll	forename	m	1
994882859	ovn_names_trl_troll	forename	m	1
994882860	ovn_names_trl_troll	forename	m	1
994882861	ovn_names_trl_troll	forename	m	1
994882862	ovn_names_trl_troll	forename	m	1
994882863	ovn_names_trl_troll	forename	m	1
994882864	ovn_names_trl_troll	forename	m	1
994882865	ovn_names_trl_troll	forename	m	1
994882866	ovn_names_trl_troll	forename	m	1
994882867	ovn_names_trl_troll	forename	m	1
994882868	ovn_names_trl_troll	forename	m	1
994882869	ovn_names_trl_troll	forename	m	1
994882870	ovn_names_trl_troll	forename	m	1
994882871	ovn_names_trl_troll	forename	m	1
994882872	ovn_names_trl_troll	forename	m	1
994882873	ovn_names_trl_troll	forename	m	1
994882874	ovn_names_trl_troll	forename	m	1
994882875	ovn_names_trl_troll	forename	m	1
994882876	ovn_names_trl_troll	forename	m	1
994882877	ovn_names_trl_troll	forename	m	1
994882878	ovn_names_trl_troll	forename	m	1
994882879	ovn_names_trl_troll	forename	m	1
994882880	ovn_names_trl_troll	forename	m	1
994882881	ovn_names_trl_troll	forename	m	1
994882882	ovn_names_trl_troll	forename	m	1
994882883	ovn_names_trl_troll	forename	m	1
994882884	ovn_names_trl_troll	forename	m	1
994882885	ovn_names_trl_troll	forename	m	1
994882886	ovn_names_trl_troll	forename	m	1
994882887	ovn_names_trl_troll	forename	m	1
994882888	ovn_names_trl_troll	forename	m	1
994882889	ovn_names_trl_troll	forename	m	1
994882890	ovn_names_trl_troll	forename	m	1
994882891	ovn_names_trl_troll	forename	m	1
994882892	ovn_names_trl_troll	forename	m	1
994882893	ovn_names_trl_troll	forename	m	1
994882894	ovn_names_trl_troll	forename	m	1
994882895	ovn_names_trl_troll	forename	m	1
994882896	ovn_names_trl_troll	forename	m	1
994882897	ovn_names_trl_troll	forename	m	1
994882898	ovn_names_trl_troll	forename	m	1
994882899	ovn_names_trl_troll	forename	m	1
994882900	ovn_names_trl_troll	forename	m	1
994882901	ovn_names_trl_troll	family_name	b	1
994882902	ovn_names_trl_troll	family_name	b	1
994882903	ovn_names_trl_troll	family_name	b	1
994882904	ovn_names_trl_troll	family_name	b	1
994882905	ovn_names_trl_troll	family_name	b	1
994882906	ovn_names_trl_troll	family_name	b	1
994882907	ovn_names_trl_troll	family_name	b	1
994882908	ovn_names_trl_troll	family_name	b	1
994882909	ovn_names_trl_troll	family_name	b	1
994882910	ovn_names_trl_troll	family_name	b	1
994882911	ovn_names_trl_troll	family_name	b	1
994882912	ovn_names_trl_troll	family_name	b	1
994882913	ovn_names_trl_troll	family_name	b	1
994882914	ovn_names_trl_troll	family_name	b	1
994882915	ovn_names_trl_troll	family_name	b	1
994882916	ovn_names_trl_troll	family_name	b	1
994882917	ovn_names_trl_troll	family_name	b	1
994882918	ovn_names_trl_troll	family_name	b	1
