id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_troll_buildings		
97000225	wh_main_nor_walls_1	fim_inf_boglar
97000226	wh_main_nor_walls_1	fim_inf_boglar
97000227	wh_main_nor_walls_1	fim_inf_shearl
97000228	wh_main_nor_walls_2	fim_inf_boglar
97000229	wh_main_nor_walls_2	fim_inf_boglar
97000230	wh_main_nor_walls_2	fim_inf_shearl
97000231	wh_main_nor_walls_2	fim_mon_mistmor
97000232	wh_main_nor_walls_3	fim_mon_fianna_fimm
97000233	wh_main_nor_walls_3	fim_mon_mistmor
97000234	wh_main_nor_walls_3	fim_inf_fimm_warriors
97000235	wh_main_nor_walls_3	fim_inf_shearl
97000236	wh_main_nor_walls_3	fim_mon_fenbeast
97000257	wh_main_nor_walls_1	fim_inf_fimm_warriors
97000258	wh_main_nor_walls_2	fim_inf_fimm_warriors
97000263	wh_main_nor_garrison_1	fim_inf_boglar
97000264	wh_main_nor_garrison_1	fim_inf_boglar
97000265	wh_main_nor_garrison_1	fim_inf_shearl
97000266	wh_main_nor_garrison_1	fim_inf_fimm_warriors
97000267	wh_main_nor_garrison_2	fim_inf_boglar
97000268	wh_main_nor_garrison_2	fim_inf_boglar
97000269	wh_main_nor_garrison_2	fim_inf_shearl
97000270	wh_main_nor_garrison_2	fim_inf_shearl
97000271	wh_main_nor_garrison_2	fim_inf_fimm_warriors
97000272	wh_main_nor_garrison_3	fim_inf_boglar
97000273	wh_main_nor_garrison_3	fim_inf_boglar
97000274	wh_main_nor_garrison_3	fim_inf_shearl
97000275	wh_main_nor_garrison_3	fim_inf_shearl
97000276	wh_main_nor_garrison_3	fim_mon_fenbeast
97000277	wh_main_nor_garrison_3	fim_inf_fimm_warriors
97000278	wh_main_nor_garrison_3	fim_mon_fianna_fimm
97000418	wh_main_nor_garrison_1	fim_cav_marsh_reavers
97000419	wh_main_nor_garrison_2	fim_cav_marsh_reavers
97000420	wh_main_nor_garrison_3	fim_cav_marsh_reavers
