key	building	unit	xp	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/ovn_troll_buildings						
262500000	elo_troll_1	wh_main_chs_mon_trolls	0	0		false
262500001	elo_troll_2	elo_mountain_trolls	0	0		false
262500002	elo_troll_2	wh_dlc01_chs_mon_trolls_1	0	0		false
262500003	elo_troll_3	elo_armoured_icetrolls	0	0		false
262500004	elo_troll_3	elo_bile_trolls	0	0		false
262500005	elo_troll_3	elo_snow_troll	0	0		false
262500006	ovn_troll_outpost_stables_1	elo_southern_trolls	0	0		false
262500007	ovn_troll_outpost_stables_2	elo_forest_trolls	0	0		false
262500008	ovn_troll_outpost_stables_2	wh_main_grn_mon_trolls	0	0		false
262500009	ovn_troll_outpost_stables_3	elo_river_trolls	0	0		false
262500010	ovn_troll_outpost_stables_3	wh2_dlc15_grn_mon_river_trolls_0_no_scrap	0	0		false
262500011	ovn_troll_outpost_stables_3	wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	0	0		false
262500012	ovn_troll_outpost_stables_3	ovn_trl_inf_stone_throw_troll	0	0		false
262500013	ovn_grn_agent	elo_carrion_squig_hoppers	0	0		false
262500014	ovn_grn_agent	elo_carrion_gobbo_melee	0	0		false
262500015	ovn_grn_agent	elo_carrion_gobbo_bow	0	0		false
262500016	ovn_troll_Wyvern	elo_troll_giant	0	0		false
262500017	ovn_troll_Wyvern	ovn_troll_mon_wyvern	0	0		false
