faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set
#units_custom_battle_permissions_tables;10;db/units_custom_battle_permissions_tables/ovn_trolls_only									
ovn_troll_ugma_tribe	false	elo_armoured_icetrolls	true	true				false	
ovn_troll_ugma_tribe	false	wh_dlc01_chs_mon_trolls_1	true	true				false	
ovn_troll_ugma_tribe	false	elo_southern_trolls	true	true				false	
ovn_troll_ugma_tribe	false	elo_red_avalanche	true	true				false	
ovn_troll_ugma_tribe	false	elo_river_trolls	true	true				false	
ovn_troll_ugma_tribe	false	elo_mountain_trolls	true	true				false	
ovn_troll_ugma_tribe	false	elo_shipwreckers	true	true				false	
ovn_troll_ugma_tribe	false	elo_kin	true	true				false	
ovn_troll_ugma_tribe	true	elo_cha_troll_lord	true	true	ui/portraits/portholes/no_culture/elo_cha_troll_lord_01.png	elo_cha_troll_lord_01	wh_main_chs_cha_chaos_lord_0	false	
ovn_troll_ugma_tribe	false	elo_forest_trolls	true	true				false	
ovn_troll_ugma_tribe	false	elo_bile_trolls	true	true				false	
ovn_troll_ugma_tribe	false	elo_snow_troll	true	true				false	
ovn_troll_ugma_tribe	false	wh_main_grn_cha_night_goblin_shaman	true	true	ui/portraits/portholes/wh_main_grn_greenskins/grn_night_goblin_shaman_campaign_01_0.png	wh_main_uniform_grn_night_goblin_shaman_01	wh_main_grn_cha_night_goblin_shaman	false	
ovn_troll_ugma_tribe	true	elo_chief_ugma	true	true	ui/portraits/portholes/no_culture/elo_chief_ugma.png		elo_chief_ugma	false	
ovn_troll_ugma_tribe	false	wh2_dlc15_grn_mon_river_trolls_0_no_scrap	true	true				false	
ovn_troll_ugma_tribe	false	wh2_dlc15_grn_mon_stone_trolls_0_no_scrap	true	true				false	
ovn_troll_ugma_tribe	false	wh2_dlc15_grn_cha_river_troll_hag_0	true	true	ui/portraits/portholes/wh_main_grn_greenskins/grn_troll_hag_campaign_01_0.png	wh2_dlc15_grn_river_troll_hag_campaign_01	wh2_dlc15_grn_cha_river_troll_hag_0	false	
ovn_troll_ugma_tribe	false	ovn_troll_mon_wyvern	true	true				false	
ovn_troll_ugma_tribe	false	elo_carrion_gobbo_bow	true	true				false	
ovn_troll_ugma_tribe	false	elo_carrion_squig_hoppers	true	true				false	
ovn_troll_ugma_tribe	false	elo_carrion_gobbo_melee	true	true				false	
ovn_troll_ugma_tribe	false	elo_night_trolls_ror	true	true				false	
ovn_troll_ugma_tribe	false	wh2_dlc15_grn_mon_river_trolls_ror_0	true	true				false	
ovn_troll_ugma_tribe	false	ovn_trl_inf_stone_throw_troll	true	true				false	
ovn_troll_ugma_tribe	false	elo_lava_trolls	true	true				false	
ovn_troll_ugma_tribe	false	elo_warpstone_trolls	true	true				false	
ovn_troll_ugma_tribe	false	elo_sea_troll	true	true				false	
ovn_troll_ugma_tribe	false	elo_troll_champ	true	true	ui/portraits/portholes/no_culture/elo_troll_champ.png		wh_main_chs_cha_exalted_hero_0	false	
ovn_troll_ugma_tribe	false	elo_troll_giant	true	true				false	
ovn_troll_ugma_tribe	false	elo_carrion_boss	true	true	ui/portraits/portholes/no_culture/elo_carrion_boss.png	elo_carrion_boss	wh_main_grn_cha_goblin_big_boss_1	false	
ovn_troll_ugma_tribe	false	elo_carrion_boss_squig	true	true	ui/portraits/portholes/no_culture/elo_carrion_boss.png	elo_carrion_boss	wh_main_grn_cha_goblin_big_boss_1	false	
ovn_troll_ugma_tribe	false	elo_sea_hag	true	true	ui/portraits/portholes/no_culture/elo_sea_hag.png	elo_sea_hag	wh2_dlc15_grn_cha_river_troll_hag_0	false	
