effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_trolls_only					
children_chaos_mdef	defence.png	140	defence.png	battle	true
children_chaos_wps	weapon_damage.png	140	weapon_damage.png	battle	true
mountain_masters_phy_res7	resistance_physical.png	140	resistance_physical.png	battle	true
mountain_masters_wps7	weapon_damage.png	140	weapon_damage.png	battle	true
mountain_masters_ma	melee.png	140	melee.png	battle	true
unnatural_resilience_mdf	defence.png	140	defence.png	battle	true
unnatural_resilience_armour	armour.png	140	armour.png	battle	true
blight_men_mag_res7	resistance_magic.png	140	resistance_magic.png	battle	true
blight_men_mag_mdf7	defence.png	140	defence.png	battle	true
blight_men_mag_wps7	weapon_damage.png	140	weapon_damage.png	battle	true
menace_land_ma	melee.png	140	melee.png	battle	true
menace_land_wps	weapon_damage.png	140	weapon_damage.png	battle	true
ice_snow_charge	charge.png	140	charge.png	battle	true
ice_snow_ma	melee.png	140	melee.png	battle	true
enable_stink	general_ability.png	140	general_ability.png	battle	true
elo_all_trolls_ma	melee.png	140	melee.png	battle	true
elo_all_trolls_mdef	defence.png	140	defence.png	battle	true
elo_all_trolls_up	skaven_food.png	200	income.png	campaign	false
elo_all_trolls_mis_res	resistance_missile.png	140	resistance_missile.png	battle	true
elo_all_trolls_moral	morale.png	140	morale.png	battle	true
elo_all_trolls_replen	replenishment.png	101	replenishment.png	campaign	true
elo_charge_trolls_fim	charge.png	140	charge.png	battle	true
elo_cost_trolls_fim	income.png	140	income.png	campaign	false
elo_wps_trolls_fim	weapon_damage.png	101	weapon_damage.png	battle	true
ugma_river_morale	morale.png	140	morale.png	battle	true
ugma_river_physical	resistance_physical.png	140	resistance_physical.png	battle	true
ugma_river_attack	melee.png	140	melee.png	battle	true
enable_death_stench	general_ability.png	140	general_ability.png	battle	true
disable_horrible_stench	general_ability.png	100	general_ability.png	battle	true
enable_mon_strength	general_ability.png	100	general_ability.png	battle	true
rivertroll_blood_dummy	general_ability.png	100	general_ability.png	battle	true
ovn_cost_trolls	skaven_food.png	140	income.png	campaign	false
wh2_dlc15_grn_river_troll_hag_wintertooth_cap	agent.png	100	agent.png	campaign	true
wh2_dlc15_grn_river_troll_hag_wintertooth_availability	agent.png	200	agent.png	campaign	true
elo_ocean_breeze_upgraded	spell_ability.png	3	spell_ability.png	battle	true
elo_ocean_breeze_enable	spell_ability.png	4	spell_ability.png	battle	true
elo_ocean_breeze_cooldown	magic_cooldown.png	60	magic_cooldown.png	battle	false
elo_ocean_breeze_cooldown_miscast_reduction	spell_ability.png	111	spell_ability.png	battle	false
elo_ocean_breeze_cooldown_wom_cost_upgrade	spell_ability.png	67	spell_ability.png	battle	false
elo_ocean_breeze_cooldown_wom_cost	spell_ability.png	68	spell_ability.png	battle	false
elo_sea_hag_call_children	spell_ability.png	4	spell_ability.png	battle	true
elo_reservoir_hammer	general_ability.png	100	general_ability.png	battle	true
elo_trash_armour	general_ability.png	100	general_ability.png	battle	true
elo_carrion_boss_cap	goblin_big_boss.png	102	goblin_big_boss.png	campaign	true
elo_carrion_boss_availability	agent.png	3	agent.png	campaign	true
elo_special_treat	general_ability.png	100	general_ability.png	battle	true
elo_those_are_tasty	general_ability.png	100	general_ability.png	battle	true
carrion_gobbos_ma	melee.png	100	melee.png	battle	true
carrion_gobbos_md	defence.png	100	defence.png	battle	true
carrion_gobbos_ammo	ammo.png	100	ammo.png	battle	true
carrion_gobbos_reload	icon_stat_reload_time_force.png	100	icon_stat_reload_time_force.png	battle	true
elo_fedbywar_sp	battle_movement.png	109	battle_movement.png	battle	true
elo_fedbywar_ch	charge.png	101	charge.png	battle	true
elo_toostupid_psy	attribute_immune_to_psychology.png	200	attribute_immune_to_psychology.png	battle	true
elo_toostupid_up	income.png	200	income.png	campaign	false
enable_run_and_shakeoff	general_ability.png	600	general_ability.png	battle	true
elo_bloodlust_me	melee.png	109	melee.png	battle	true
elo_bloodlust_wp	weapon_damage.png	101	weapon_damage.png	battle	true
elo_hitharder_wp	weapon_damage.png	120	weapon_damage.png	battle	true
elo_hitharder_vig	vigour.png	150	vigour.png	battle	false
enable_frenzy	general_ability.png	100	general_ability.png	battle	true
enable_stoneskin	general_ability.png	200	general_ability.png	battle	true
elo_feral_ch	charge.png	109	charge.png	battle	true
elo_feral_def	defence.png	101	defence.png	battle	true
elo_xp_gen	experience.png	200	experience.png	campaign	true
elo_mon_rec	income.png	200	income.png	campaign	false
elo_mon_up	income.png	200	income.png	campaign	false
elo_mon_time	turns.png	140	turns.png	campaign	false
elo_mar_rec	income.png	200	income.png	campaign	false
elo_raw_might_frenzy	general_ability.png	200	general_ability.png	battle	true
elo_raw_might_wp	weapon_damage.png	200	weapon_damage.png	battle	true
elo_mountain_masters_large	bonus_vs_large.png	200	bonus_vs_large.png	battle	true
elo_mountain_masters_res	resistance_ward_save.png	200	resistance_ward_save.png	battle	true
elo_scourge_fat	attribute_fatigue_immune.png	620	attribute_fatigue_immune.png	battle	true
elo_scourge_res	resistance_missile.png	200	resistance_missile.png	battle	true
elo_danger_gue	attribute_guerrilla_deploy.png	620	attribute_guerrilla_deploy.png	battle	true
elo_danger_mel	melee.png	200	melee.png	battle	true
elo_small_sp	battle_movement.png	109	battle_movement.png	battle	true
elo_small_inf	bonus_vs_small.png	101	bonus_vs_small.png	battle	true
elo_forest_splash	weapon_damage.png	620	weapon_damage.png	battle	true
elo_forest_arm	armour.png	200	armour.png	battle	true
elo_mon_time_local	turns.png	140	turns.png	campaign	false
elo_raw_might_wp_ap	weapon_damage.png	200	weapon_damage.png	battle	true
elo_hitharder_wp_ap	weapon_damage.png	200	weapon_damage.png	battle	true
elo_bloodlust_wp_ap	weapon_damage.png	200	weapon_damage.png	battle	true
increase_cap_engineer_elo_snow_troll	gorebull.png	200	gorebull.png	campaign	true
enable_recruitment_engineer_elo_snow_troll	gorebull.png	200	gorebull.png	campaign	true
enable_tantrum	wh_dlc08_berserk	200	wh_dlc08_berserk	battle	true
sickness_host	plague.png	200	plague.png	battle	true
ovn_troll_effect_force_all_campaign_upkeep	skaven_food.png	70	skaven_food.png	campaign	false
