key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
#land_units_tables;50;db/land_units_tables/ovn_trolls_only																																																						
elo_carrion_gobbo_bow	10	wh2_main_body_5	2100	inf_ranged	5	inf_mis	elo_carrion_gobbo_bow	hu5_goblin_sword_bow	wh_main_grn_inf_goblin_blood_dismembers	8	12	40	45		0	carrion_gobbo_bone	carrion_bow	5	none	elo_carrion_gobbo_bow	wh_main_grn_orc_infantry_savage_rabble	trained			true	40.0	1500.0	elo_carrion_gobbo_bow	60	80	10	vo_sel_default	vo_sel_ranged	vo_sel_goblin_goblins	0.8	small	0	24	0	0	0	0	0	0	ranged	true	true	false	false	low	low	domination_infantry		
elo_carrion_squig_hoppers	10	wh2_main_body_5	2100	cavalry	30	cav_mel	elo_carrion_squig_hoppers	hu5_goblin_rp2_squig_sword	wh_main_grn_inf_goblin_cav_blood	20	16	50	85	wh_dlc06_grn_mnt_squig	80	wh_dlc06_grn_goblin_sword_squig_hopper		5	none	elo_carrion_gobbo_squig	wh_main_cavalry_very_chaotic	trained			true	40.0	1500.0	elo_carrion_squig_hoppers	60	80	0	vo_sel_goblin_squig_hoppers	vo_sel_squig	vo_sel_goblin_goblins	1.0	large	0	0	0	0	0	0	0	0	melee_cav	false	false	false	false	low	low	domination_cav		
elo_carrion_gobbo_melee	10	wh2_main_body_5	2100	inf_melee	8	inf_mel	elo_carrion_gobbo_melee	hu5_goblin_sword_and_shield	wh_main_grn_inf_goblin_blood_dismembers	22	18	40	45		0	carrion_gobbo_bone		8	wh_missile_block_55_wood	elo_carrion_gobbo	wh2_main_inf_chaotic_formation_tight	trained			true	40.0	1500.0	elo_carrion_gobbo_melee	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_goblin_goblins	0.8	small	0	0	0	0	0	0	0	0	melee	false	true	false	false	low	low	domination_infantry		
elo_night_trolls_ror	10	wh2_main_body_70	2100	inf_melee	40	inf_mel	elo_night_trolls_ror	hu4c_dlc15_stone_troll_2h_club	wh2_dlc15_monster_troll_stone_blood	52	42	60	546		0	night_troll_greataxe		3	none	elo_night_trolls_ror	wh_main_monstrous_trolls	trained			true	40.0	1500.0	elo_night_trolls_ror	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	large	0	0	0	25	0	0	30	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
elo_armoured_icetrolls	10	wh2_main_heavy_metal_120	2100	inf_melee	34	inf_mel	elo_armoured_icetrolls	hu4c_ice_troll_club	wh_main_monster_troll_ice_blood	38	34	40	486		0	wh_dlc08_club_ice_troll		3	none	elo_armoured_icetrolls	wh_main_monstrous_trolls	trained			true	40.0	1500.0	elo_armoured_icetrolls	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	large	0	0	-20	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
elo_southern_trolls	10	wh2_main_body_40	2100	inf_melee	24	inf_mel	elo_southern_trolls	hu4b_troll_club	small_troll	26	22	40	345		0	wh_main_club_troll		3	none	elo_southern_trolls	wh_main_monstrous_trolls	trained			true	40.0	1500.0	elo_southern_trolls	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
elo_red_avalanche	10	wh2_main_heavy_metal_120	2100	inf_melee	40	inf_mel	elo_red_avalanche	hu4c_ice_troll_club	wh_main_monster_troll_ice_blood	50	45	60	525		0	wh_dlc08_club_ice_troll		3	none	elo_red_avalanche	wh_main_monstrous_trolls	trained			true	40.0	1500.0	elo_red_avalanche	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	large	0	0	-20	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
elo_river_trolls	10	wh2_main_body_40	2100	inf_melee	20	inf_mel	elo_river_trolls	hu4b_troll_club	river_troll	32	30	40	460		0	elo_river_troll_club		3	none	elo_river_trolls	wh_main_monstrous_trolls	trained			true	40.0	1500.0	elo_river_trolls	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	aquatic_large	0	0	0	0	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
elo_mountain_trolls	10	wh2_main_body_70	2100	inf_melee	40	inf_mel	elo_mountain_trolls	hu4b_troll_club	mountain_troll	48	18	30	625		0	chaos_stone_troll_club		3	none	elo_mountain_trolls	wh_main_monstrous_trolls	trained			true	40.0	1500.0	elo_mountain_trolls	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0	large	0	0	0	50	0	0	0	0	melee_gatecrusher_shock	false	true	false	false	medium	medium	domination_monsters		
