bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/ovn_trolls_only	
no_regeneration	elo_lava_trolls
burning_aura	elo_lava_trolls
poor_morale	elo_lava_trolls
armour_piercing	elo_lava_trolls
armoured	elo_armoured_icetrolls
armour_piercing	elo_armoured_icetrolls
frostbite	elo_armoured_icetrolls
poor_morale	elo_armoured_icetrolls
regeneration	elo_armoured_icetrolls
armour_piercing	elo_southern_trolls
poor_morale	elo_southern_trolls
regeneration	elo_southern_trolls
armoured	elo_red_avalanche
armour_piercing	elo_red_avalanche
frostbite	elo_red_avalanche
regeneration	elo_red_avalanche
regeneration	elo_river_trolls
anti_large	elo_river_trolls
river_troll	elo_river_trolls
poison	elo_river_trolls
regeneration	elo_mountain_trolls
anti_infantry	elo_mountain_trolls
poor_morale	elo_mountain_trolls
rock_solid	elo_mountain_trolls
regeneration	elo_shipwreckers
poison	elo_shipwreckers
river_troll	elo_shipwreckers
anti_large	elo_shipwreckers
regeneration	elo_cha_troll_lord
armour_piercing	elo_cha_troll_lord
anti_infantry	elo_cha_troll_lord
armour_piercing	elo_kin
regeneration	elo_kin
throgg_orders	elo_kin
regeneration	elo_forest_trolls
large_bst	elo_forest_trolls
difficult_to_spot	elo_forest_trolls
anti_infantry	elo_forest_trolls
vanguard_deployment	elo_forest_trolls
defender	elo_bile_trolls
poison	elo_bile_trolls
weak_regeneration	elo_bile_trolls
host_illnesses	elo_bile_trolls
anti_large	elo_snow_troll
regeneration	elo_snow_troll
armour_piercing	elo_snow_troll
big_angry	elo_snow_troll
regeneration	elo_warpstone_trolls
anti_infantry	elo_warpstone_trolls
warpstone_solid	elo_warpstone_trolls
contaminating_attacks	elo_warpstone_trolls
armoured	elo_armoured_icetrolls_erengrad
armour_piercing	elo_armoured_icetrolls_erengrad
frostbite	elo_armoured_icetrolls_erengrad
poor_morale	elo_armoured_icetrolls_erengrad
regeneration	elo_armoured_icetrolls_erengrad
regeneration	elo_river_trolls_erengrad
aquatic	elo_river_trolls_erengrad
horrible_stench	elo_river_trolls_erengrad
poison	elo_river_trolls_erengrad
regeneration	elo_mountain_trolls_erengrad
armour_piercing	elo_mountain_trolls_erengrad
poor_morale	elo_mountain_trolls_erengrad
rock_solid	elo_mountain_trolls_erengrad
regeneration	elo_forest_trolls_erengrad
large_bst	elo_forest_trolls_erengrad
difficult_to_spot	elo_forest_trolls_erengrad
anti_infantry	elo_forest_trolls_erengrad
vanguard_deployment	elo_forest_trolls_erengrad
anti_large	elo_snow_troll_erengrad
regeneration	elo_snow_troll_erengrad
armour_piercing	elo_snow_troll_erengrad
big_angry	elo_snow_troll_erengrad
armour_piercing	wh2_dlc15_grn_mon_stone_trolls_0_no_scrap
poor_morale	wh2_dlc15_grn_mon_stone_trolls_0_no_scrap
regeneration	wh2_dlc15_grn_mon_stone_trolls_0_no_scrap
scaly_skin	wh2_dlc15_grn_mon_stone_trolls_0_no_scrap
aquatic	wh2_dlc15_grn_mon_river_trolls_0_no_scrap
poor_morale	wh2_dlc15_grn_mon_river_trolls_0_no_scrap
regeneration	wh2_dlc15_grn_mon_river_trolls_0_no_scrap
river_troll	wh2_dlc15_grn_mon_river_trolls_0_no_scrap
armour_piercing_melee	ovn_troll_mon_wyvern
scaly_skin	ovn_troll_mon_wyvern
terror	ovn_troll_mon_wyvern
very_fast	ovn_troll_mon_wyvern
expendable	elo_carrion_gobbo_bow
poor_morale	elo_carrion_gobbo_bow
troll_fodder	elo_carrion_gobbo_bow
vanguard_deployment	elo_carrion_gobbo_bow
vanguard_deployment	elo_carrion_squig_hoppers
troll_fodder	elo_carrion_squig_hoppers
poor_morale	elo_carrion_squig_hoppers
expendable	elo_carrion_squig_hoppers
vanguard_deployment	elo_carrion_gobbo_melee
troll_fodder	elo_carrion_gobbo_melee
poor_morale	elo_carrion_gobbo_melee
expendable	elo_carrion_gobbo_melee
armour_piercing	elo_night_trolls_ror
frenzy	elo_night_trolls_ror
vanguard_deployment	elo_night_trolls_ror
mocking_laughter	elo_night_trolls_ror
regeneration	elo_chief_ugma
aquatic	elo_chief_ugma
horrible_stench	elo_chief_ugma
poison	elo_chief_ugma
regeneration	elo_sea_troll
anti_large	elo_sea_troll
armour_piercing	elo_sea_troll
aquatic	elo_sea_troll
armour_piercing	elo_troll_champ
regeneration	elo_troll_champ
armoured	elo_troll_champ
melee_expert	elo_troll_champ
regeneration	elo_troll_giant
armour_piercing	elo_troll_giant
terror	elo_troll_giant
poison	elo_carrion_boss
poison	elo_carrion_boss_squig
anti_infantry	elo_carrion_boss_squig
armour_piercing_melee	elo_carrion_boss_squig
expendable	elo_carrion_boss
expendable	elo_carrion_boss_squig
regeneration	elo_sea_hag
anti_large	elo_sea_hag
armour_piercing	elo_sea_hag
spellcaster	elo_sea_hag
regeneration	elo_sea_troll_summoned
anti_large	elo_sea_troll_summoned
armour_piercing	elo_sea_troll_summoned
aquatic	elo_sea_troll_summoned
