ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/ovn_trolls_only	
wh_main_unit_passive_regeneration	elo_sea_troll_summoned
wh2_dlc11_unit_passive_unbinding_rotting_prometheans	elo_sea_troll_summoned
burn_troll_burn	elo_lava_trolls
burning_aura_of_ouch	elo_lava_trolls
thiz_iz_troll	elo_armoured_icetrolls
thiz_iz_troll	elo_southern_trolls
thiz_iz_troll	elo_river_trolls
thiz_iz_troll	elo_mountain_trolls
thiz_iz_troll	elo_forest_trolls
thiz_iz_troll	elo_bile_trolls
thiz_iz_troll	elo_snow_troll
thiz_iz_troll	wh_dlc01_chs_mon_trolls_1
thiz_iz_troll	wh_dlc08_nor_mon_norscan_ice_trolls_0
thiz_iz_troll	wh_main_chs_mon_trolls
thiz_iz_troll	wh_main_grn_mon_trolls
thiz_iz_troll	elo_night_trolls_ror
wh_main_unit_passive_frenzy	elo_night_trolls_ror
troll_mocking_laughter	elo_night_trolls_ror
wh_main_unit_passive_regeneration	elo_night_trolls_ror
wh_main_unit_passive_regeneration	elo_armoured_icetrolls
wh_main_unit_passive_regeneration	elo_southern_trolls
wh_main_unit_passive_regeneration	elo_river_trolls
wh2_dlc15_unit_passive_overwhelming_odour	elo_river_trolls
wh_main_unit_passive_regeneration	elo_mountain_trolls
rock_solid	elo_mountain_trolls
wh_main_unit_passive_regeneration	elo_cha_troll_lord
wh_dlc08_lord_abilities_copious_vomit	elo_cha_troll_lord
run_and_shakeoff	elo_cha_troll_lord
wh_dlc08_lord_abilities_fight_or_die	elo_cha_troll_lord
wh_main_character_abilities_foe_seeker	elo_cha_troll_lord
wh_main_unit_passive_regeneration	elo_forest_trolls
difficult_to_spot	elo_forest_trolls
stunted_regeneration	elo_bile_trolls
sickness_host	elo_bile_trolls
wh_main_unit_passive_regeneration	elo_snow_troll
temper_tantrum	elo_snow_troll
wh_main_unit_passive_regeneration	ovn_trl_inf_stone_throw_troll
wh_main_unit_passive_regeneration	elo_warpstone_trolls
warpstone_solid	elo_warpstone_trolls
wh_main_unit_passive_regeneration	elo_sea_troll
thiz_iz_troll	elo_sea_troll
wh_main_unit_passive_regeneration	elo_troll_champ
wh_main_character_abilities_foe_seeker	elo_troll_champ
elo_troll_me_boss_now	elo_troll_champ
elo_lesser_vomit	elo_troll_champ
elo_violent_command	elo_troll_champ
wh3_main_unit_passive_single_entity	elo_troll_champ
wh_main_character_abilities_deadly_onslaught	elo_troll_champ
wh3_main_unit_passive_single_entity	elo_troll_giant
wh_main_unit_passive_regeneration	elo_troll_giant
wh2_dlc15_hero_abilities_mither	elo_sea_hag
wh3_main_unit_passive_single_entity	elo_sea_hag
wh2_dlc15_hero_abilities_swamp_breath	elo_sea_hag
wh_main_unit_passive_regeneration	elo_sea_hag
elo_special_treat	elo_carrion_boss
wh3_main_unit_passive_single_entity	elo_carrion_boss
wh3_main_unit_passive_single_entity	elo_carrion_boss_squig
elo_special_treat	elo_carrion_boss_squig
elo_those_are_tasty	elo_carrion_boss
elo_those_are_tasty	elo_carrion_boss_squig
wh_main_hero_abilities_slippery	elo_carrion_boss
wh_main_hero_abilities_slippery	elo_carrion_boss_squig
wh2_dlc15_unit_passive_overwhelming_odour	elo_chief_ugma
wh_main_unit_passive_regeneration	elo_chief_ugma
elo_greater_swamp_breath	elo_chief_ugma
run_and_shakeoff	elo_chief_ugma
wh3_main_unit_passive_single_entity	elo_chief_ugma
wh_dlc08_lord_abilities_fight_or_die	elo_chief_ugma
