character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/ovn_arb_sheikh_mehmed				
arb_sheikh_mehmed_innate	ovn_effect_force_stat_charge_bonus_pct_mehmed_knights_cataphracts	1	general_to_force_own	10.0000
arb_sheikh_mehmed_innate	ovn_effect_force_stat_weapon_strength_mehmed_knights_cataphracts	1	general_to_force_own	20.0000
arb_sheikh_mehmed_innate	wh_main_effect_force_stat_leadership_enemy_unit	1	general_to_force_enemy_regionwide	-5.0000
arb_sheikh_mehmed_mount_horse	wh_main_effect_enable_mount_barded_warhorse	1	character_to_character_own	1.0000
arb_sheikh_mehmed_mount_pegasus	ovn_effect_enable_mount_radiant_pegasus	1	character_to_character_own	1.0000
arb_sheikh_mehmed_mount_elephant	ovn_effect_enable_mount_elephant	1	character_to_character_own	1.0000
arb_sheikh_mehmed_unique_0	wh_main_effect_agent_movement_range_mod	1	character_to_character_own	5.0000
arb_sheikh_mehmed_unique_0	wh_main_effect_force_stat_leadership_foreign_territory	1	general_to_force_own	3.0000
arb_sheikh_mehmed_unique_1	wh_main_effect_force_stat_melee_attack_cavalry	1	general_to_force_own	5.0000
arb_sheikh_mehmed_unique_1	wh_main_effect_force_stat_melee_defence_cavalry	1	general_to_force_own	5.0000
arb_sheikh_mehmed_unique_2	ovn_effect_enable_frenzy_dervishers	1	general_to_force_own	1.0000
arb_sheikh_mehmed_unique_2	ovn_effect_upkeep_reduction_dervishers	1	general_to_force_own	-25.0000
arb_sheikh_mehmed_unique_3	wh_main_effect_character_stat_unit_health	1	character_to_character_own	8.0000
arb_sheikh_mehmed_unique_3	wh_main_effect_character_stat_charge_bonus_add	1	character_to_character_own	15.0000
arb_sheikh_mehmed_unique_4	wh_main_effect_province_growth_characters	1	character_to_province_own	15.0000
arb_sheikh_mehmed_unique_4	wh_main_effect_building_construction_cost_mod	1	character_to_region_own_provincewide	-10.0000
arb_sheikh_mehmed_unique_5	ovn_effect_mehmed_massacre_them	1	character_to_character_own	1.0000
