character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/ovn_arb_caravan_master				
ovn_skill_innate_arb_caravan_master_slave_driver	wh3_prologue_effect_reduce_line_of_sight	1	character_to_character_own	-50.0000
ovn_skill_innate_arb_caravan_master_slave_driver	ovn_skill_innate_arb_caravan_master_slave_driver	1	character_to_character_own	1.0000
ovn_skill_innate_arb_caravan_master_slave_driver	wh_main_effect_force_all_campaign_captives	1	character_to_force_own_unseen	10.0000
ovn_skill_innate_arb_caravan_master_bedouin	wh3_prologue_effect_reduce_line_of_sight	1	character_to_character_own	-50.0000
ovn_skill_innate_arb_caravan_master_bedouin	ovn_skill_innate_arb_caravan_master_bedouin	1	character_to_character_own	1.0000
ovn_skill_innate_arb_caravan_master_bedouin	wh_main_effect_force_stat_missile_damage	1	character_to_force_own	6.0000
ovn_skill_innate_arb_caravan_master_tuareg	wh3_prologue_effect_reduce_line_of_sight	1	character_to_character_own	-50.0000
ovn_skill_innate_arb_caravan_master_tuareg	ovn_skill_innate_arb_caravan_master_tuareg	1	character_to_character_own	1.0000
ovn_skill_innate_arb_caravan_master_tuareg	wh_main_effect_force_stat_speed	1	general_to_force_own	10.0000
ovn_skill_innate_arb_caravan_master_inventor	wh3_prologue_effect_reduce_line_of_sight	1	character_to_character_own	-50.0000
ovn_skill_innate_arb_caravan_master_inventor	ovn_skill_innate_arb_caravan_master_inventor	1	character_to_character_own	1.0000
ovn_skill_innate_arb_caravan_master_inventor	wh_main_effect_technology_research_points	1	character_to_faction_unseen	10.0000
ovn_skill_innate_arb_caravan_master_clandestine	wh3_prologue_effect_reduce_line_of_sight	1	character_to_character_own	-50.0000
ovn_skill_innate_arb_caravan_master_clandestine	ovn_skill_innate_arb_caravan_master_clandestine	1	character_to_character_own	1.0000
ovn_skill_innate_arb_caravan_master_clandestine	wh3_main_effect_character_experience_per_turn	1	general_to_force_own	25.0000
ovn_skill_innate_arb_caravan_master_pious	wh3_prologue_effect_reduce_line_of_sight	1	character_to_character_own	-50.0000
