unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/ovn_fimir_only					
			fim_inf_shearl_javelineer	mp_cap_group_ranged_units	false
			fim_mon_balefiend_apprentices	mp_cap_group_ranged_units	false
			fim_inf_fimm_warriors	dlc08_nor_trolls_fimirs	false
			fim_inf_fimm_warriors	wh2_dlc11_nor_fimir_giant_mammoth	false
			fim_inf_fimm_warriors	wh2_dlc11_nor_vets_trolls_frost_wyrm_giant_mammoth_fimir	false
			fim_inf_fimm_warriors_great_weapons	dlc08_nor_trolls_fimirs	false
			fim_inf_fimm_warriors_great_weapons	wh2_dlc11_nor_fimir_giant_mammoth	false
			fim_inf_fimm_warriors_great_weapons	wh2_dlc11_nor_vets_trolls_frost_wyrm_giant_mammoth_fimir	false
			fim_inf_shearl	first_wave	false
			fim_inf_death_quest	first_wave	false
			fim_inf_boglar	first_wave	false
			fim_mon_fianna_fimm	swamp_warriors	false
			fim_mon_fianna_fimm_great_weapons	swamp_warriors	false
			fim_inf_fimm_warriors	first_wave	false
			fim_inf_fimm_warriors_great_weapons	first_wave	false
			fim_mon_mistmor	swamp_warriors	false
			fim_inf_fimm_warriors_axe_throwers_ror	first_wave	false
			fim_mon_gharnus_daemon_ror	swamp_warriors	false
			fim_inf_moor_hounds	fimir_rushers	false
			wh3_main_dae_inf_chaos_furies_0	all_units	false
			fim_cav_nuckelavee	fimir_rushers	false
			fim_cav_marsh_reavers	fimir_rushers	false
			fim_mon_daemonomaniac	fimir_giants_fen	false
			fim_mon_fenbeast	fimir_bog_monsters	false
			fim_inf_swamp_daemons	fimir_bog_monsters	false
			fim_inf_shearl	fimir_r7_warriors	false
			fim_inf_death_quest	fimir_r7_warriors	false
			fim_inf_boglar	fimir_r7_warriors	false
			fim_mon_gharnus_daemon_ror	fimir_r7_warriors	false
			fim_inf_fimm_warriors_axe_throwers_ror	fimir_r7_warriors	false
			fim_mon_fianna_fimm	fimir_r7_warriors	false
