building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ovn_fimir_buildings	
ovn_fimir_settlement_major	ovn_fimir
ovn_fimir_settlement_minor	ovn_fimir
ovn_fimir_infantry	ovn_fimir
ovn_fimir_marsh	ovn_fimir
ovn_fimir_cavalry	ovn_fimir
ovn_fimir_fianna	ovn_fimir
ovn_fimir_dirach	ovn_fimir
ovn_fimir_daemons	ovn_fimir
ovn_fimir_growth	ovn_fimir
ovn_fimir_income	ovn_fimir
ovn_fimir_order	ovn_fimir
ovn_fimir_port	ovn_fimir
ovn_fimir_walls_major	ovn_fimir
ovn_fimir_walls_minor	ovn_fimir
ovn_fimir_allied_outpost	ovn_fimir
ovn_fimir_foreign_slot_discovery	ovn_fimir
ovn_fimir_agrul_migdhal_landmark	ovn_fimir
ovn_fimir_kroll_temple	ovn_fimir
