id	names_group	type	gender	frequency
#names_tables;0;db/names_tables/ovn_fimir_only				
999982314	ovn_names_fim_fimir	forename	f	0
999982350	ovn_names_fim_fimir	clan_name	m	0
999982351	ovn_names_fim_fimir	family_name	b	30
999982352	ovn_names_fim_fimir	family_name	b	1
999982353	ovn_names_fim_fimir	family_name	b	1
999982354	ovn_names_fim_fimir	family_name	b	1
999982355	ovn_names_fim_fimir	family_name	b	1
999982356	ovn_names_fim_fimir	family_name	b	1
999982357	ovn_names_fim_fimir	family_name	b	1
999982358	ovn_names_fim_fimir	family_name	b	1
999982359	ovn_names_fim_fimir	family_name	b	1
999982360	ovn_names_fim_fimir	family_name	b	1
999982361	ovn_names_fim_fimir	family_name	b	1
999982362	ovn_names_fim_fimir	family_name	b	1
999982363	ovn_names_fim_fimir	family_name	b	1
999982364	ovn_names_fim_fimir	family_name	b	1
999982365	ovn_names_fim_fimir	family_name	b	1
999982366	ovn_names_fim_fimir	family_name	b	1
999982367	ovn_names_fim_fimir	family_name	b	1
999982368	ovn_names_fim_fimir	family_name	b	1
999982369	ovn_names_fim_fimir	family_name	b	1
999982370	ovn_names_fim_fimir	family_name	b	1
999982371	ovn_names_fim_fimir	family_name	b	1
999982372	ovn_names_fim_fimir	family_name	b	1
999982373	ovn_names_fim_fimir	family_name	b	1
999982374	ovn_names_fim_fimir	family_name	b	1
999982375	ovn_names_fim_fimir	family_name	b	1
999982376	ovn_names_fim_fimir	family_name	b	1
999982377	ovn_names_fim_fimir	family_name	b	1
999982378	ovn_names_fim_fimir	family_name	b	1
999982379	ovn_names_fim_fimir	family_name	b	1
999982380	ovn_names_fim_fimir	family_name	b	1
999982381	ovn_names_fim_fimir	forename	m	1
999982382	ovn_names_fim_fimir	forename	m	1
999982383	ovn_names_fim_fimir	forename	m	1
999982384	ovn_names_fim_fimir	forename	m	1
999982385	ovn_names_fim_fimir	forename	b	0
999982386	ovn_names_fim_fimir	forename	b	0
999982387	ovn_names_fim_fimir	forename	m	1
999982388	ovn_names_fim_fimir	forename	m	1
999982389	ovn_names_fim_fimir	forename	m	1
999982390	ovn_names_fim_fimir	forename	m	1
999982391	ovn_names_fim_fimir	forename	m	1
999982392	ovn_names_fim_fimir	forename	m	1
999982393	ovn_names_fim_fimir	forename	m	1
999982394	ovn_names_fim_fimir	forename	m	1
999982395	ovn_names_fim_fimir	forename	m	1
999982396	ovn_names_fim_fimir	forename	m	1
999982397	ovn_names_fim_fimir	forename	m	1
999982398	ovn_names_fim_fimir	forename	m	1
999982399	ovn_names_fim_fimir	forename	m	1
999982400	ovn_names_fim_fimir	forename	m	1
999982401	ovn_names_fim_fimir	forename	m	1
999982402	ovn_names_fim_fimir	forename	m	1
999982403	ovn_names_fim_fimir	forename	m	1
999982404	ovn_names_fim_fimir	forename	m	1
999982405	ovn_names_fim_fimir	forename	m	1
999982406	ovn_names_fim_fimir	forename	m	1
999982407	ovn_names_fim_fimir	forename	m	1
999982408	ovn_names_fim_fimir	forename	m	1
999982409	ovn_names_fim_fimir	forename	m	1
999982410	ovn_names_fim_fimir	forename	m	1
999982411	ovn_names_fim_fimir	forename	m	1
999982412	ovn_names_fim_fimir	forename	m	1
999982413	ovn_names_fim_fimir	forename	m	1
999982414	ovn_names_fim_fimir	forename	m	1
999982415	ovn_names_fim_fimir	forename	m	1
999982416	ovn_names_fim_fimir	forename	m	1
999982417	ovn_names_fim_fimir	forename	m	1
999982418	ovn_names_fim_fimir	forename	m	1
999982419	ovn_names_fim_fimir	forename	m	1
999982420	ovn_names_fim_fimir	forename	m	1
999982421	ovn_names_fim_fimir	forename	m	1
999982422	ovn_names_fim_fimir	forename	m	1
999982423	ovn_names_fim_fimir	forename	m	1
999982424	ovn_names_fim_fimir	forename	m	1
999982425	ovn_names_fim_fimir	forename	m	1
999982426	ovn_names_fim_fimir	forename	m	1
999982427	ovn_names_fim_fimir	forename	m	1
999982428	ovn_names_fim_fimir	forename	m	1
999982429	ovn_names_fim_fimir	forename	m	1
999982430	ovn_names_fim_fimir	forename	m	1
999982431	ovn_names_fim_fimir	forename	m	1
999982432	ovn_names_fim_fimir	forename	m	1
999982433	ovn_names_fim_fimir	forename	m	1
999982434	ovn_names_fim_fimir	forename	m	1
999982435	ovn_names_fim_fimir	forename	m	1
999982436	ovn_names_fim_fimir	forename	m	1
999982437	ovn_names_fim_fimir	forename	m	1
999982438	ovn_names_fim_fimir	forename	m	1
999982439	ovn_names_fim_fimir	forename	m	1
999982440	ovn_names_fim_fimir	forename	f	0
999982441	ovn_names_fim_fimir	forename	f	1
999982442	ovn_names_fim_fimir	forename	f	1
999982443	ovn_names_fim_fimir	forename	f	1
999982444	ovn_names_fim_fimir	forename	f	1
999982445	ovn_names_fim_fimir	forename	f	1
999982446	ovn_names_fim_fimir	forename	f	1
999982447	ovn_names_fim_fimir	forename	f	1
999982448	ovn_names_fim_fimir	forename	f	1
999982449	ovn_names_fim_fimir	forename	f	1
999982450	ovn_names_fim_fimir	forename	f	1
999982451	ovn_names_fim_fimir	forename	f	1
999982452	ovn_names_fim_fimir	forename	f	1
999982453	ovn_names_fim_fimir	forename	f	1
999982454	ovn_names_fim_fimir	forename	f	1
999982455	ovn_names_fim_fimir	forename	f	1
999982456	ovn_names_fim_fimir	forename	f	1
999982457	ovn_names_fim_fimir	forename	f	1
999982458	ovn_names_fim_fimir	forename	f	1
999982459	ovn_names_fim_fimir	forename	f	1
999982460	ovn_names_fim_fimir	forename	f	1
999982461	ovn_names_fim_fimir	forename	f	1
999982462	ovn_names_fim_fimir	forename	f	1
999982463	ovn_names_fim_fimir	forename	f	1
999982464	ovn_names_fim_fimir	forename	f	1
999982465	ovn_names_fim_fimir	forename	f	1
999982466	ovn_names_fim_fimir	forename	f	1
999982467	ovn_names_fim_fimir	forename	f	1
