art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
#campaign_character_art_sets_tables;6;db/campaign_character_art_sets_tables/ovn_fimir_only								
aky_chief_fimir_great_weapons_0	general				false	true	aky_chief_fimir_great_weapons	1.15
aky_chief_fimir_great_weapons_1	general				false	true	aky_chief_fimir_great_weapons	1.15
aky_chief_fimir_great_weapons_2	general				false	true	aky_chief_fimir_great_weapons	1.15
aky_chief_fimir_great_weapons_3	general				false	true	aky_chief_fimir_great_weapons	1.15
aky_chief_fimir_great_weapons_4	general				false	true	aky_chief_fimir_great_weapons	1.15
fim_meargh_skattach	general				false	true	fim_meargh_skattach	1.1
fim_boglar_shaman_1	wizard				false	true	elo_boglar_shaman	1.1
fim_boglar_shaman_2	wizard				false	true	elo_boglar_shaman	1.1
fim_boglar_shaman_3	wizard				false	true	elo_boglar_shaman	1.1
fim_boglar_shaman_4	wizard				false	true	elo_boglar_shaman	1.1
ovn_art_set_fim_dirach_beasts_1	general				false	true	fim_dirach_lord_beasts	1.1
ovn_art_set_fim_dirach_beasts_2	general				false	true	fim_dirach_lord_beasts	1.1
ovn_art_set_fim_dirach_beasts_3	general				false	true	fim_dirach_lord_beasts	1.1
ovn_art_set_fim_dirach_fire_1	general				false	true	fim_dirach_lord_fire	1.1
ovn_art_set_fim_dirach_fire_2	general				false	true	fim_dirach_lord_fire	1.1
ovn_art_set_fim_dirach_fire_3	general				false	true	fim_dirach_lord_fire	1.1
ovn_art_set_fim_dirach_shadow_1	general				false	true	fim_dirach_lord_shadow	1.1
ovn_art_set_fim_dirach_shadow_2	general				false	true	fim_dirach_lord_shadow	1.1
ovn_art_set_fim_dirach_shadow_3	general				false	true	fim_dirach_lord_shadow	1.1
ovn_art_set_fim_dirach_death_1	general				false	true	fim_dirach_lord_death	1.1
ovn_art_set_fim_dirach_death_2	general				false	true	fim_dirach_lord_death	1.1
ovn_art_set_fim_dirach_death_3	general				false	true	fim_dirach_lord_death	1.1
ovn_art_set_fim_finmor_1	champion				false	true	fim_finmor	1.1
ovn_art_set_fim_finmor_2	champion				false	true	fim_finmor	1.1
ovn_art_set_fim_finmor_3	champion				false	true	fim_finmor	1.1
aky_chief_fimir_great_weapons_kroll_0	general				false	true	aky_chief_fimir_great_weapons_kroll	1.15
aky_chief_fimir_great_weapons_kroll_1	general				false	true	aky_chief_fimir_great_weapons_kroll	1.15
aky_chief_fimir_great_weapons_kroll_2	general				false	true	aky_chief_fimir_great_weapons_kroll	1.15
aky_chief_fimir_great_weapons_kroll_3	general				false	true	aky_chief_fimir_great_weapons_kroll	1.15
aky_chief_fimir_great_weapons_kroll_4	general				false	true	aky_chief_fimir_great_weapons_kroll	1.15
ovn_art_set_fim_finmor_kroll_1	champion				false	true	fim_finmor_kroll	1.1
ovn_art_set_fim_finmor_kroll_2	champion				false	true	fim_finmor_kroll	1.1
ovn_art_set_fim_finmor_kroll_3	champion				false	true	fim_finmor_kroll	1.1
ovn_art_set_fim_daemon_octopus_kroll	general				false	true	fim_daemon_octopus_kroll	0.46
wh_dlc08_art_set_nor_fimir_balefiend_death_01	dignitary				false	true	wh_dlc08_nor_cha_fimir_balefiend_death	1.0
wh_dlc08_art_set_nor_fimir_balefiend_death_02	dignitary				false	true	wh_dlc08_nor_cha_fimir_balefiend_death	1.0
wh_dlc08_art_set_nor_fimir_balefiend_death_03	dignitary				false	true	wh_dlc08_nor_cha_fimir_balefiend_death	1.0
wh_dlc08_art_set_nor_fimir_balefiend_beast_01	dignitary				false	true	wh_dlc08_nor_cha_fimir_balefiend_beast	1.0
wh_dlc08_art_set_nor_fimir_balefiend_beast_02	dignitary				false	true	wh_dlc08_nor_cha_fimir_balefiend_beast	1.0
wh_dlc08_art_set_nor_fimir_balefiend_beast_03	dignitary				false	true	wh_dlc08_nor_cha_fimir_balefiend_beast	1.0
