id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount
#special_ability_phases_tables;41;db/special_ability_phases_tables/ovn_fimir_only																													
ovn_mystic_mist	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000
ovn_unit_passive_aura_great_eye	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000
elo_fimir_witness_me	31.0000	positive		true	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
fim_skattach_poison_mist	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	1.0000	3	4	false	0.0000	0.0000	false	0		wh_main_generic_hp_damage_passive		false	true	true	0.0000			false	0.0000	0.0000
magic_siphon	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale		false	true	true	0.0000			false	0.0000	0.0000
embodiment_albion	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_debuff_defence_passive		false	true	true	0.0000			false	0.0000	0.0000
ovn_fim_kroll_mother_young	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.1000	0.0000	false	0		wh_main_generic_hp_regen_passive	wh_ability_positive_banner	false	true	true	0.0000			false	0.0010	0.0000
ovn_fim_kroll_contact_constriction	15.0000	negative		false	false	false	0.0000	0.0000	0.0000	2.0000	44	4	false	0.0000	0.0000	false	0		wh2_dlc14_spell_stealth_brittle_bone		false	false	true	0.0000			false	0.0000	0.0000
ovn_fim_kroll_broodmother	10.0000	negative		false	false	false	0.0000	0.0000	0.0000	1.0000	3971	100	false	0.0000	0.0000	false	0		wh3_main_nurgle_rancid_visitations		false	true	true	0.0000			false	0.0000	0.0000
ovn_fim_kroll_fulcrum_of_worship	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc20_abilities_giver_of_glory	wh3_dlc20_ability_giver_of_glory	false	true	true	0.0000			false	0.0000	0.0000
ovn_chs_dark_god_blessing	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0004	0.0000
