id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount
#special_ability_phases_tables;41;db/special_ability_phases_tables/ovn_fimir																													
ovn_mystic_mist	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000
ovn_unit_passive_aura_great_eye	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000
elo_fimir_witness_me	35.0000	positive		true	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
fim_skattach_poison_mist	60.0000	negative		false	false	false	0.0000	0.0000	0.0000	1.0000	12	4	false	0.0000	0.0000	false	0		wh3_main_nurgle_miasma_of_pestilence	wh3_main_spell_nurgle_miasma_of_pestilence	false	false	true	0.0000		fim_skattach_poison_mist	false	0.0000	0.0000
magic_siphon	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale		false	true	true	0.0000			false	0.0000	0.0000
ovn_fim_kroll_mother_young	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.1000	0.0000	false	0		wh_main_generic_hp_regen_passive	wh_ability_positive_banner	false	true	true	0.0000			false	0.0010	0.0000
ovn_fim_kroll_contact_constriction	15.0000	negative		false	false	false	0.0000	0.0000	0.0000	2.0000	44	4	false	0.0000	0.0000	false	0		wh2_dlc14_spell_stealth_brittle_bone		false	false	true	0.0000			false	0.0000	0.0000
ovn_fim_kroll_broodmother	10.0000	negative		false	false	false	0.0000	0.0000	0.0000	1.0000	3971	100	false	0.0000	0.0000	false	0		wh3_main_nurgle_rancid_visitations		false	true	true	0.0000			false	0.0000	0.0000
ovn_fim_kroll_fulcrum_of_worship	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc20_abilities_giver_of_glory	wh3_dlc20_ability_giver_of_glory	false	true	true	0.0000			false	0.0000	0.0000
ovn_chs_dark_god_blessing	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0004	0.0000
fim_skattach_madness	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000
ovn_fimir_kroll_dmg_reflect	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_fimir_skattach_throne_command_attack	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_abilities_inspired_assault_3	wh3_main_lord_abilities_inspired_assault_iii	false	true	true	0.0000			false	0.0000	0.0000
ovn_fimir_skattach_throne_command_defend	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_main_abilities_inspired_defence_3	wh3_main_lord_abilities_inspired_defence_iii	false	true	true	0.0000			false	0.0000	0.0000
ovn_fimir_army_ability_cursed_mist	17.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		ovn_fimir_army_ability_cursed_mist	wh2_dlc11_ability_cst_negative_aoe	false	true	true	-0.6000			false	0.0000	0.0000
ovn_fimir_army_ability_fog_of_fimul	43.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh2_dlc15_ability_envelop_in_mist	wh2_dlc15_ability_envelop_in_mist	false	true	true	0.0000			false	0.0000	0.0000
ovn_fim_shrine_enshrouded_glory	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh3_dlc20_abilities_giver_of_glory	wh3_dlc20_ability_giver_of_glory	false	true	true	0.0000			false	0.0000	0.0000
ovn_fimir_spell_mastery_1	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	true	0.0000	0.0000	false	0		wh_main_spell_vampires_invocation_of_nehek	wh_main_spell_invocation_of_nehek	false	true	false	0.0000			false	0.0000	0.0000
