bonus_value_id	effect	subculture
#effect_bonus_value_subculture_junctions_tables;0;db/effect_bonus_value_subculture_junctions_tables/ovn_fimir_only		
diplomatic_mod	wh2_dlc11_faction_political_diplomacy_mod_chaos_beastmen_norsca	ovn_sc_fim_fimir
diplomatic_mod	wh2_main_faction_political_diplomacy_mod_mazdamundi	ovn_sc_fim_fimir
diplomatic_mod	wh3_main_faction_political_diplomacy_mod_technology_chaos_beastmen_norsca	ovn_sc_fim_fimir
diplomatic_mod	wh_main_effect_faction_imperium_diplomacy_penalty	ovn_sc_fim_fimir
diplomatic_mod	wh_main_faction_political_diplomacy_mod_chaos	ovn_sc_fim_fimir
diplomatic_mod	wh_main_faction_political_diplomacy_mod_technology_chaos	ovn_sc_fim_fimir
diplomatic_mod	wh_main_faction_political_diplomacy_mod_technology	ovn_sc_fim_fimir
diplomatic_mod	wh_main_faction_political_diplomacy_mod	ovn_sc_fim_fimir
diplomatic_mod	ovn_fimir_diplomacy_bonus_all_fimir	ovn_sc_fim_fimir
