effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/ovn_fimir_only				
ovn_rancor_hold_faction_trait	wh_main_effect_force_all_campaign_captives	faction_to_province_own_unseen	75.0000	start_turn_completed
ovn_rancor_hold_faction_trait	ovn_fim_effect_agent_recruitment_xp_dignitary_fimir_balefiend	faction_to_province_own_unseen	4.0000	start_turn_completed
ovn_rancor_hold_faction_trait	ovn_fim_skattach_daemon_summoning_dummy	faction_to_faction_leader_unseen	5.0000	start_turn_completed
ovn_rancor_hold_faction_trait	ovn_fim_enable_army_ability_cursed_mist_HIDDEN	faction_to_force_own_unseen	1.0000	start_turn_completed
ovn_tendrils_doom_faction_trait	ovn_fim_kroll_apotheosis_dummy	faction_to_faction_leader_unseen	5.0000	start_turn_completed
ovn_tendrils_doom_faction_trait	wh3_main_effect_province_growth_faction	faction_to_province_own	15.0000	start_turn_completed
ovn_tendrils_doom_faction_trait	elo_fen_big_dwellers_up	faction_to_force_own_unseen	-15.0000	start_turn_completed
ovn_tendrils_doom_faction_trait	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	10.0000	start_turn_completed
ovn_tendrils_doom_faction_trait	ovn_fim_enable_army_ability_cursed_mist_HIDDEN	faction_to_force_own	1.0000	start_turn_completed
ovn_tendrils_doom_faction_trait	wh3_dlc21_effect_sea_lane_travel_time	faction_to_faction_own	-1.0000	start_turn_completed
ovn_tendrils_doom_faction_trait	wh3_dlc21_effect_underworld_sea_travel_time	faction_to_faction_own	-1.0000	start_turn_completed
ovn_tendrils_doom_faction_trait	wh2_twa03_attrition_immunity_high_seas_reef_storm	faction_to_force_own	1.0000	start_turn_completed
