key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
#unit_abilities_tables;17;db/unit_abilities_tables/ovn_fimir_only											
elo_fimir_witness_me	true	wh_dlc03_unit_abilities_slaughterers_call		wh_type_augment		wh_main_anc_group_rare	true	false	active		false
ovn_mystic_mist	false	ovn_mystic_mist		wh_type_area_of_augments		wh_main_anc_group_rare	false	false	passive		false
ovn_unit_passive_aura_great_eye	false	ovn_unit_passive_aura_great_eye		wh_type_area_of_augments		wh_main_anc_group_uncommon	false	false	passive		false
fim_skattach_poison_mist	true	fim_skattach_poison_mist		wh_type_area_of_direct_damage		wh_main_anc_group_unique	true	false	passive		false
fim_skattach_summon_swampdaemons	true	fim_skattach_summon_swampdaemons		wh_type_summon_unit		wh_main_anc_group_uncommon	true	false	active		false
fim_meargh_skattach_staff_balor_ability	true	fim_skattach_staff_balor		wh_type_vortex		wh_main_anc_group_rare	true	false	bound		false
magic_siphon	false	wh2_main_unit_passive_attuned_to_magic		wh_type_augment		wh_main_anc_group_common	false	false	unit		false
ovn_fim_kroll_mother_young	true	ovn_fim_kroll_mother_young		wh_type_regeneration		wh_main_anc_group_unique	true	false	passive		false
ovn_fim_kroll_broodmother	true	ovn_fim_kroll_broodmother		wh_type_direct_damage		wh_main_anc_group_unique	true	false	passive		false
ovn_fim_kroll_fulcrum_of_worship	true	ovn_fim_kroll_fulcrum_of_worship		wh_type_area_of_augments		wh_main_anc_group_uncommon	true	false	passive		false
ovn_chs_dark_god_blessing	false	wh_dlc03_unit_abilities_slaughterers_call		wh_type_augment		wh_main_anc_group_rare	true	false	unit		false
fim_skattach_madness	true	fim_skattach_madness		wh_type_augment		wh_main_anc_group_uncommon	true	false	passive		false
ovn_fimir_kroll_dmg_reflect	true	ovn_fimir_kroll_dmg_reflect		wh_type_augment		wh_main_anc_group_common	true	false	passive		false
ovn_fimir_skattach_throne_command_attack	false	ovn_fimir_skattach_throne_command_attack		wh_type_area_of_augments		wh_main_anc_group_unique	false	false	lord		false
ovn_fimir_skattach_throne_command_defend	false	ovn_fimir_skattach_throne_command_defend		wh_type_area_of_augments		wh_main_anc_group_unique	false	false	lord		false
ovn_fimir_army_ability_cursed_mist	true	ovn_fimir_army_ability_cursed_mist		wh_type_chain_hex		wh_main_anc_group_rare	true	false	army		false
ovn_fimir_army_ability_fog_of_fimul	true	ovn_fimir_army_ability_fog_of_fimul		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	army		false
ovn_fimir_army_ability_summon_mist_creatures	true	ovn_fimir_army_ability_summon_mist_creatures		wh_type_summon_unit		wh_main_anc_group_rare	true	false	army		false
ovn_fim_shrine_enshrouded_glory	false	ovn_fim_shrine_enshrouded_glory		wh_type_area_of_augments		wh_main_anc_group_uncommon	false	false	passive		false
