faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set
#units_custom_battle_permissions_tables;10;db/units_custom_battle_permissions_tables/ovn_fimir_only									
ovn_fim_rancor_hold	true	fim_cha_meargh_skattach	true	true	ui/portraits/portholes/no_culture/fim_meargh_skattach.png	ovn_uniform_fim_meargh_skattach	fim_meargh_skattach	false	
ovn_fim_rancor_hold	true	fim_cha_meargh_skattach_palanquin	true	true	ui/portraits/portholes/no_culture/fim_meargh_skattach.png	ovn_uniform_fim_meargh_skattach	fim_meargh_skattach	false	
ovn_fim_rancor_hold	true	fim_cha_daemon_octopus_kroll	true	true	ui/portraits/portholes/no_culture/fim_daemon_octopus_kroll.png	ovn_uniform_fim_daemon_octopus_kroll	fim_daemon_octopus_kroll	false	
ovn_fim_rancor_hold	true	fim_cha_dirach_fire	true	true	ui/portraits/portholes/no_culture/fim_dirach_01.png	ovn_uniform_fim_dirach_1	wh_dlc08_nor_cha_fimir_balefiend_fire_0	false	
ovn_fim_rancor_hold	true	fim_cha_dirach_shadow	true	true	ui/portraits/portholes/no_culture/fim_dirach_02.png	ovn_uniform_fim_dirach_2	wh_dlc08_nor_cha_fimir_balefiend_shadow_0	false	
ovn_fim_rancor_hold	true	fim_cha_dirach_beast	true	true	ui/portraits/portholes/no_culture/fim_dirach_03.png	ovn_uniform_fim_dirach_3	wh_dlc08_nor_cha_fimir_balefiend_fire_0	false	
ovn_fim_rancor_hold	true	fim_cha_dirach_death	true	true	ui/portraits/portholes/no_culture/fim_dirach_02.png	ovn_uniform_fim_dirach_2	wh_dlc08_nor_cha_fimir_balefiend_shadow_0	false	
ovn_fim_rancor_hold	true	fim_cha_fimirach_noble	true	true	ui/portraits/portholes/no_culture/fim_fimirach_noble_0.png	ovn_uniform_fim_fimirach_noble_0	fim_fimirach_noble_0	false	
ovn_fim_rancor_hold	true	fim_cha_fimirach_noble_bog_beast	true	true	ui/portraits/portholes/no_culture/fim_fimirach_noble_0.png	ovn_uniform_fim_fimirach_noble_0	fim_fimirach_noble_0	false	
