unit	military_group
#units_to_groupings_military_permissions_tables;0;db/units_to_groupings_military_permissions_tables/ovn_fimir_only	
fim_inf_boglar	ovn_fimir
fim_inf_shearl	ovn_fimir
fim_mon_mistmor	ovn_fimir
fim_inf_moor_hounds_ror	ovn_fimir
fim_mon_fianna_fimm_great_weapons	ovn_fimir
fim_mon_fenbeast	ovn_fimir
fim_mon_fenhulk	ovn_fimir
fim_inf_death_quest	ovn_fimir
fim_mon_fianna_fimm	ovn_fimir
fim_mon_gharnus_daemon_ror	ovn_fimir
fim_inf_killing_eye_ror	ovn_fimir
wh_main_chs_mon_giant	ovn_fimir
fim_cav_marsh_reavers	ovn_fimir
fim_mon_balefiend_apprentices	ovn_fimir
fim_inf_shearl_javelineer	ovn_fimir
fim_inf_moor_hounds	ovn_fimir
fim_inf_fimm_warriors	ovn_fimir
fim_inf_fimm_warriors_great_weapons	ovn_fimir
wh3_main_dae_inf_chaos_furies_0	ovn_fimir
fim_cav_nuckelavee	ovn_fimir
fim_mon_daemonomaniac	ovn_fimir
fim_inf_swamp_daemons	ovn_fimir
fim_cav_marsh_hornets_ror	ovn_fimir
fim_mon_daemonomaniac_ror	ovn_fimir
fim_inf_swamp_daemons_summon	ovn_fimir
fim_veh_eye_oculus	ovn_fimir
ovn_fim_mon_bog_octopus_0	ovn_fimir
fim_inf_fimm_warriors_axe_throwers_ror	ovn_fimir
