building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/ovn_fimir_res								
ovn_fimir_resource_dyes	ovn_fimir			wh_main_PLACEHOLDER	resource_dyes	false	wh_main_emp_resource_dyes_1	true
ovn_fimir_resource_exotic_animals	ovn_fimir			wh_main_PLACEHOLDER	resource_animals	false	wh2_main_hef_resource_animals_1	true
ovn_fimir_resource_furs	ovn_fimir			wh_main_PLACEHOLDER	cst_resource_furs	false	wh_main_emp_resource_furs_1	true
ovn_fimir_resource_gemstones	ovn_fimir			wh_main_PLACEHOLDER	resource_gems	false	wh_main_dwf_resource_gems_1	true
ovn_fimir_resource_ivory	ovn_fimir			wh_main_PLACEHOLDER	resource_ivory	false	wh3_main_ksl_resource_ivory_1	true
ovn_fimir_resource_pastures	ovn_fimir			wh_main_PLACEHOLDER	resource_pasture_one	false	wh_main_emp_resource_pastures_1	true
ovn_fimir_resource_salt	ovn_fimir			wh_main_PLACEHOLDER	resource_salt	false	wh_main_emp_resource_salt_1	true
ovn_fimir_resource_spices	ovn_fimir			wh_main_PLACEHOLDER	resource_spices	false	wh2_main_hef_resource_spices_1	true
ovn_fimir_resource_wine	ovn_fimir			wh_main_PLACEHOLDER	skaven_resource_wine	false	wh_main_emp_resource_wine_1	true
ovn_fimir_resource_obsidian	ovn_fimir			wh_main_PLACEHOLDER	nor_obsidian	false	wh2_main_hef_resource_obsidian_1	true
ovn_fimir_resource_marble	ovn_fimir			wh_main_PLACEHOLDER	nor_marble	false	wh_dlc08_nor_resource_marble_1	true
ovn_fimir_resource_timber	ovn_fimir			wh_main_PLACEHOLDER	resource_wood	false	wh3_dlc20_woc_resource_wood_1	true
ovn_fimir_resource_gold	ovn_fimir			wh_main_PLACEHOLDER	resource_gold	false	wh3_dlc20_woc_resource_gold_1	true
ovn_fimir_resource_iron	ovn_fimir			wh_main_PLACEHOLDER	nor_iron	false	wh_dlc08_nor_resource_iron_1	true
ovn_fimir_resource_pottery	ovn_fimir			wh_main_PLACEHOLDER	resource_pottery	false	wh3_dlc20_woc_resource_pottery_1	true
ovn_fimir_resource_medicine	ovn_fimir			wh_main_PLACEHOLDER	resource_medicine	false	wh3_dlc20_woc_resource_medicine_1	true
