key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	always_affect_self	only_affect_target	wind_up_time	passive	unique_id	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_under_allies	target_ground_under_enemies	miscast_global_bonus	target_self	composite_scene_group_on_wind_up	composite_scene_group_on_active	wind_down_stance	use_loop_stance	update_phase_by_ability_duration	spawn_is_transformation	spawn_is_decoy	only_affect_owned_units	formation	behaviour	current_mana_moves_to_reserve	spawn_shares_health_and_fatigue	affect_siege_equipment	shared_recharge_time	intensity_based_activation	autoresolver_usage	autoresolver_targets	display_stops_when_display_expires	autoresolve_cp_multiplier	ability_available_ui_event	can_be_copied_to_transformation_unit	audio_switch_casting_override	audio_switch_override	ai_usage_template_group
#unit_special_abilities_tables;70;db/unit_special_abilities_tables/ovn_fimir_only																																																																				
elo_fimir_witness_me	35.0000	90.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	0.0000	false	false	0.0000	false	7878083				0.0000	0.0000	wh_abilities_generic_buff_no_ring					0.0000		augment_melee_self	wh_group_lord_ability		vo_battle_special_ability_generic_response	150.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_self	1	false	1.0000		true			
ovn_mystic_mist	-1.0000	-1.0000	-1	55.0000	true	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878081				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	116.0000	116.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true			
fim_skattach_poison_mist	60.0000	-1.0000	-1	15.0000	false	0	3	false	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878088				0.0000	0.0000	wh_abilities_generic_direct_damage					0.0000					vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true			
fim_meargh_skattach_staff_balor_ability	13.0000	150.0000	1	0.0000	false	0	0	false	0.0000		false	true	true	150.0000	false	false	5.0000	false	7878190				0.0000	0.0000	wh_abilities_generic_vortex	wh_abilities_generic_vortex			fim_meargh_skattach_staff_balor_ability	0.0000		vortex_ap	wh_dlc05_spell_shadow_pit_of_shades	shadow_long	vo_battle_special_ability_spell_cast_negative	0.0000	200.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	damage_aoe	3	false	1.0000		true			
ovn_unit_passive_aura_great_eye	-1.0000	-1.0000	-1	35.0000	false	-1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	1315003644				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	100.0000	0.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	buff_unit	3	false	1.0000		true			
magic_siphon	-1.0000	-1.0000	-1	0.0000	true	1	0	true	-1.0000		false	false	false	0.0000	false	false	0.0000	true	7878021				0.0000	0.0000	wh_abilities_generic_buff					0.0000					vo_battle_special_ability_generic_response	40.0000	40.0000				false	false	false	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
fim_skattach_summon_swampdaemons	1.0000	120.0000	2	0.0000	false	1	0	false	0.0000		true	false	true	50.0000	false	false	0.0000	false	7878189		fim_inf_swamp_daemons_summon		0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		assault_opportunity	wh_group_character		vo_battle_special_ability_generic_response	100.0000	100.0000			wh_main_targeting_pre_spawn_group_ui_central	false	false	true	true		wh3_main_daemon_gate		false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
ovn_fim_kroll_mother_young	-1.0000	-1.0000	-1	0.0000	true	0	0	false	0.0000		false	false	false	30.0000	false	false	0.0000	true	18585974112				0.0000	0.0000	wh_abilities_generic_regeneration_no_ring					0.0000					vo_battle_special_ability_generic_response	100.0000	100.0000				false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	true	buff_self	1	false	1.0000		true		Daemon_Prince	
ovn_fim_kroll_broodmother	10.0000	160.0000	2	0.0000	false	0	1	false	0.0000		false	true	false	50.0000	false	false	0.0000	true	18585974113		ovn_fim_mon_bog_octopus_summon		0.0000	0.0000	wh_abilities_generic_spawn	wh_abilities_generic_spawn				0.0000		hex_melee	wh2_main_spell_plague_wither		vo_battle_special_ability_generic_response	100.0000	100.0000			wh_main_targeting_pre_spawn_solo_ui_central	false	false	true	false				false	false	false	false	false			false	false	true	-1.0000	false	default	1	false	1.0000		true			
