group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/ovn_fimir_only		
wh3_default_land_monsters	fim_mon_fenbeast	15
wh3_default_land_ranged_infantry	fim_inf_fimm_warriors_axe_throwers_ror	10
wh3_default_land_melee_infantry	fim_inf_boglar	1
wh3_default_land_melee_infantry	fim_inf_shearl	10
wh3_default_land_ranged_infantry	fim_inf_shearl_javelineer	5
wh3_default_land_melee_infantry	fim_inf_fimm_warriors	15
wh3_default_land_melee_infantry	fim_inf_fimm_warriors_great_weapons	15
wh3_default_land_aura	fim_inf_death_quest	5
wh3_default_land_aura	fim_inf_killing_eye_ror	5
wh3_default_land_aura	fim_mon_fianna_fimm	11
wh3_default_land_aura	fim_mon_fianna_fimm_great_weapons	13
wh3_default_land_aura	fim_mon_gharnus_daemon_ror	16
wh3_default_land_monsters	fim_mon_mistmor	10
wh3_default_land_monsters	fim_inf_moor_hounds	5
wh3_default_land_characters	fim_cha_finmor	10
wh3_default_land_aura	fim_mon_balefiend_apprentices	5
wh3_default_land_melee_cavalry	fim_cav_marsh_reavers	20
wh3_default_land_characters	wh_dlc08_nor_cha_fimir_balefiend_death	10
wh3_default_land_characters	wh_dlc08_nor_cha_fimir_balefiend_beast	10
wh3_default_land_characters	fim_cha_dirach_fire	10
wh3_default_land_characters	fim_cha_dirach_shadow	10
wh3_default_land_characters	fim_cha_dirach_beast	10
wh3_default_land_characters	fim_cha_dirach_death	10
wh3_default_land_melee_cavalry	fim_cav_nuckelavee	15
wh3_default_land_monsters	fim_mon_daemonomaniac	25
wh3_default_land_melee_infantry	fim_inf_swamp_daemons	15
wh3_default_land_aura	fim_veh_eye_oculus	20
wh3_default_land_monsters	fim_inf_moor_hounds_ror	7
wh3_default_land_monsters	fim_mon_daemonomaniac_ror	30
wh3_default_land_melee_cavalry	fim_cav_marsh_hornets_ror	25
wh3_default_land_characters	fim_cha_fimirach_noble	10
wh3_default_land_characters	fim_cha_fimirach_noble_bog_beast	10
wh3_default_land_monsters	ovn_fim_mon_bog_octopus_0	25
