building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ovn_fimir_res						
ovn_fimir_resource_dyes	wh_main_effect_economy_gdp_culture		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_dyes	wh_main_effect_public_order_base		province_to_province_own_unseen	2.0000	1.0000	0.0000
ovn_fimir_resource_dyes	wh_main_effect_region_resource_dyes_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_exotic_animals	wh_main_effect_economy_gdp_agriculture_animal_husbandry		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_exotic_animals	wh_main_effect_province_growth_building		region_to_province_own	20.0000	10.0000	0.0000
ovn_fimir_resource_exotic_animals	wh_main_effect_region_resource_animals_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_furs	wh_main_effect_economy_gdp_agriculture_animal_husbandry		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_furs	wh_main_effect_region_resource_furs_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_gemstones	wh_main_effect_economy_gdp_mining		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_gemstones	wh_main_effect_region_resource_gem_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_gemstones	wh_main_faction_political_diplomacy_mod_norsca		faction_to_faction_own_unseen	10.0000	10.0000	0.0000
ovn_fimir_resource_ivory	wh3_main_effect_region_resource_ivory_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_ivory	wh_main_effect_economy_gdp_agriculture_animal_husbandry		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_pastures	wh_main_effect_economy_gdp_mining		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_pastures	wh_main_effect_province_growth_building		region_to_province_own	50.0000	25.0000	0.0000
ovn_fimir_resource_salt	wh2_main_effect_force_army_campaign_attrition_all_sea_resistance		building_to_force_own_factionwide	-15.0000	-5.0000	0.0000
ovn_fimir_resource_salt	wh_main_effect_economy_gdp_mining		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_salt	wh_main_effect_province_growth_building		region_to_province_own	20.0000	10.0000	0.0000
ovn_fimir_resource_salt	wh_main_effect_region_resource_salt_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_spices	wh_main_effect_economy_gdp_culture		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_spices	wh_main_effect_public_order_base		province_to_province_own_unseen	5.0000	3.0000	0.0000
ovn_fimir_resource_spices	wh_main_effect_region_resource_spices_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_wine	wh2_dlc17_effect_ability_enable_rowdy		building_to_army_own_provincewide	1.0000	1.0000	0.0000
ovn_fimir_resource_wine	wh_main_effect_economy_gdp_culture		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_wine	wh_main_effect_region_resource_wine_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_obsidian	wh_main_effect_economy_gdp_mining		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_obsidian	wh_main_effect_region_resource_obsidian_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_gold	wh_main_effect_economy_gdp_mining		building_to_building_own	200.0000	25.0000	0.0000
ovn_fimir_resource_pottery	wh3_main_effect_building_settlement_initial_supply_points		faction_to_region_own	200.0000	100.0000	0.0000
ovn_fimir_resource_pottery	wh_main_effect_economy_gdp_culture		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_pottery	wh_main_effect_region_resource_pottery_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_timber	wh_main_effect_building_construction_cost_mod		province_to_region_own	-25.0000	-12.0000	0.0000
ovn_fimir_resource_timber	wh_main_effect_economy_gdp_mining		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_timber	wh_main_effect_region_resource_timber_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_iron	wh_main_effect_economy_gdp_mining		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_iron	wh_main_effect_region_resource_iron_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_iron	wh_main_effect_tech_recruitment_cost_reduction_nor_marauders		province_to_region_own_factionwide	-10.0000	-10.0000	0.0000
ovn_fimir_resource_marble	wh_main_effect_economy_gdp_mining		building_to_building_own	50.0000	25.0000	0.0000
ovn_fimir_resource_marble	wh_main_effect_region_resource_marble_production		building_to_building_own	32.0000	16.0000	0.0000
ovn_fimir_resource_medicine	wh_main_effect_region_resource_medicine_production		building_to_building_own	30.0000	15.0000	0.0000
ovn_fimir_resource_medicine	wh_main_effect_economy_gdp_learning		building_to_building_own	150.0000	75.0000	0.0000
ovn_fimir_resource_medicine	wh_main_effect_force_all_campaign_replenishment_rate		province_to_army_own	12.0000	6.0000	0.0000
