key	campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;5;db/character_skill_nodes_tables/ovn_fimir_lord										
elo_fimir_lord_mount		anc_fimirach_noble_mount	node_set_fimir_lord		0.0000	0.0000		0	0	true
elo_fimir_lord_unique_03		wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	node_set_fimir_lord		0.0000	1.0000		0	0	true
elo_fimir_lord_unique_02		wh_main_skill_chs_lord_battle_hearts_of_iron	node_set_fimir_lord		0.0000	2.0000		0	0	true
elo_fimir_lord_unique_01		wh_main_skill_chs_all_unique_aura_of_chaos	node_set_fimir_lord		0.0000	3.0000		0	0	true
elo_fimir_from_mists		elo_fimir_from_mists	node_set_fimir_lord		0.0000	4.0000		0	0	true
elo_fimir_lord_immortality		wh2_main_skill_all_immortality_lord	node_set_fimir_lord		0.0000	5.0000		0	0	true
fimir_worthless_slaves		fimir_worthless_slaves	node_set_fimir_lord		1.0000	0.0000		0	0	true
fimir_warrior_elite		fimir_warrior_elite	node_set_fimir_lord		1.0000	1.0000		0	0	true
fimir_untamed_monsters		fimir_untamed_monsters	node_set_fimir_lord		1.0000	2.0000		0	0	true
elo_fimir_lord_self_01		wh_main_skill_all_lord_self_full_plate_armour_starter	node_set_fimir_lord		2.0000	0.0000		0	0	true
elo_fimir_lord_self_02		wh2_dlc11_skill_all_lord_self_devastating_charge	node_set_fimir_lord		2.0000	1.0000		0	0	true
elo_fimir_lord_self_03		wh2_dlc11_skill_all_lord_self_thick-skinned	node_set_fimir_lord		2.0000	2.0000		0	0	true
elo_fimir_lord_self_04		wh2_dlc11_skill_all_lord_self_hard_to_hit	node_set_fimir_lord		2.0000	3.0000		0	0	true
elo_fimir_lord_self_05		wh2_dlc11_skill_all_lord_self_deadly_blade	node_set_fimir_lord		2.0000	4.0000		0	0	true
elo_fimir_lord_self_06		wh_main_skill_all_all_self_foe-seeker	node_set_fimir_lord		2.0000	5.0000		0	4	true
elo_fimir_lord_self_07		wh2_dlc11_skill_all_lord_self_wound-maker	node_set_fimir_lord		2.0000	6.0000		0	0	true
elo_fimir_lord_self_08		wh2_dlc11_skill_all_lord_self_scarred_veteran	node_set_fimir_lord		2.0000	7.0000		0	0	true
elo_fimir_lord_self_09		wh2_dlc11_skill_all_lord_self_self_indomitable	node_set_fimir_lord		2.0000	8.0000		0	0	true
elo_fimir_lord_self_10		wh2_dlc11_skill_nor_lords_self_quicksilver	node_set_fimir_lord		2.0000	9.0000		0	0	true
elo_fimir_lord_self_11		elo_fimir_witness_me	node_set_fimir_lord		2.0000	10.0000		0	4	true
fimir_lord_battle_01		wh_main_skill_chs_lord_battle_dominating_presence	node_set_fimir_lord		4.0000	0.0000		0	0	true
fimir_lord_battle_02		fimir_sacrifices	node_set_fimir_lord		4.0000	1.0000		0	0	true
fimir_lord_battle_03		fimir_riders_doggos	node_set_fimir_lord		4.0000	2.0000		0	0	true
fimir_lord_battle_04		fimir_bog_monsters	node_set_fimir_lord		4.0000	3.0000		0	0	true
fimir_lord_battle_05		fimir_swamp_warriors	node_set_fimir_lord		4.0000	4.0000		0	0	true
fimir_lord_battle_06		fimir_fen_giants	node_set_fimir_lord		4.0000	5.0000		0	0	true
fimir_lord_battle_07		wh_main_skill_all_lord_battle_rally	node_set_fimir_lord		4.0000	6.0000		0	6	true
fimir_lord_battle_08		fimir_r7_warriors	node_set_fimir_lord		4.0000	7.0000		0	0	true
fimir_lord_battle_09		fimir_r7_elite_monsters	node_set_fimir_lord		4.0000	8.0000		0	0	true
fimir_lord_battle_10		fimir_r7_fast_beasts	node_set_fimir_lord		4.0000	9.0000		0	0	true
fimir_lord_battle_11		fimir_r7_elite_giants	node_set_fimir_lord		4.0000	10.0000		0	0	true
fimir_lord_battle_12		wh_dlc08_skill_nor_lords_battle_fight_or_die	node_set_fimir_lord		4.0000	11.0000		0	1	true
elo_skill_fimir_campaign_01		wh_main_skill_all_lord_campaign_route_marcher	node_set_fimir_lord		5.0000	0.0000		0	0	true
elo_skill_fimir_campaign_02		wh2_main_skill_def_campaign_dreaded_slaver	node_set_fimir_lord		5.0000	1.0000		0	0	true
elo_skill_fimir_campaign_03		wh_main_skill_chs_lord_campaign_serve_or_die	node_set_fimir_lord		5.0000	2.0000		0	0	true
elo_skill_fimir_campaign_04		wh_dlc08_skill_nor_lords_campaign_norse_resilience	node_set_fimir_lord		5.0000	3.0000		0	0	true
elo_skill_fimir_campaign_05		wh_main_skill_chs_lord_campaign_ruination	node_set_fimir_lord		5.0000	4.0000		0	4	true
elo_skill_fimir_campaign_06		wh_dlc08_skill_nor_throgg_campaign_masters_of_the_fen	node_set_fimir_lord		5.0000	5.0000		0	4	true
elo_skill_fimir_campaign_07		wh_main_skill_all_lord_campaign_lightning_strike	node_set_fimir_lord		5.0000	6.0000		0	0	true
elo_skill_fimir_campaign_08		wh_main_skill_vmp_lord_campaign_ancient_cunning	node_set_fimir_lord		5.0000	7.0000		0	0	true
elo_skill_fimir_campaign_09		wh_dlc08_skill_nor_lords_campaign_unnatural_healing	node_set_fimir_lord		5.0000	8.0000		0	0	true
elo_skill_fimir_campaign_10		wh_dlc08_skill_nor_lords_campaign_fuelled_by_war	node_set_fimir_lord		5.0000	9.0000		0	0	true
elo_skill_fimir_campaign_11		wh_dlc08_skill_nor_lords_campaign_spawn_of_chaos	node_set_fimir_lord		5.0000	10.0000		0	4	true
fimir_lord_innate_01		wh2_main_skill_innate_chs_diabolic_spendour	node_set_fimir_lord		6.0000	0.0000		0	0	false
fimir_lord_innate_02		wh2_main_skill_innate_chs_dominance	node_set_fimir_lord		6.0000	1.0000		0	0	false
fimir_lord_innate_03		wh2_main_skill_innate_all_fleet_footed	node_set_fimir_lord		6.0000	2.0000		0	0	false
fimir_lord_innate_04		wh2_main_skill_innate_all_cunning	node_set_fimir_lord		6.0000	3.0000		0	0	false
fimir_lord_innate_05		wh2_main_skill_innate_all_determined	node_set_fimir_lord		6.0000	4.0000		0	0	false
fimir_lord_innate_06		wh2_main_skill_innate_all_confident	node_set_fimir_lord		6.0000	5.0000		0	0	false
fimir_lord_innate_07		wh2_main_skill_innate_all_disciplined	node_set_fimir_lord		6.0000	6.0000		0	0	false
fimir_lord_innate_08		wh2_main_skill_innate_all_perceptive	node_set_fimir_lord		6.0000	7.0000		0	0	false
fimir_lord_innate_09		wh2_main_skill_innate_all_aggressive	node_set_fimir_lord		6.0000	8.0000		0	0	false
fimir_lord_innate_10		wh2_main_skill_innate_all_tough	node_set_fimir_lord		6.0000	9.0000		0	0	false
fimir_lord_innate_11		wh2_main_skill_innate_all_strong	node_set_fimir_lord		6.0000	11.0000		0	0	false
fimir_lord_innate_12		wh2_main_skill_innate_all_weapon_master	node_set_fimir_lord		6.0000	12.0000		0	0	false
fimir_lord_innate_13		wh2_main_skill_innate_all_strategist	node_set_fimir_lord		6.0000	13.0000		0	0	false
fimir_lord_innate_14		wh2_main_skill_innate_all_tactician	node_set_fimir_lord		6.0000	16.0000		0	0	false
elo_fimir_lord_kroll_mount		anc_fimirach_noble_mount	node_set_fimir_lord_kroll		0.0000	0.0000		0	0	true
elo_fimir_lord_kroll_unique_03		wh_main_skill_chs_lord_battle_voice_of_the_dark_gods	node_set_fimir_lord_kroll		0.0000	1.0000		0	0	true
elo_fimir_lord_kroll_unique_02		wh_main_skill_chs_lord_battle_hearts_of_iron	node_set_fimir_lord_kroll		0.0000	2.0000		0	0	true
elo_fimir_lord_kroll_unique_01		wh_main_skill_chs_all_unique_aura_of_chaos	node_set_fimir_lord_kroll		0.0000	3.0000		0	0	true
elo_fimir_from_mists_kroll		elo_fimir_from_mists	node_set_fimir_lord_kroll		0.0000	4.0000		0	0	true
elo_fimir_lord_kroll_immortality		wh2_main_skill_all_immortality_lord	node_set_fimir_lord_kroll		0.0000	5.0000		0	0	true
fimir_worthless_slaves_kroll		fimir_worthless_slaves	node_set_fimir_lord_kroll		1.0000	0.0000		0	0	true
fimir_warrior_elite_kroll		fimir_warrior_elite	node_set_fimir_lord_kroll		1.0000	1.0000		0	0	true
fimir_untamed_monsters_kroll		fimir_untamed_monsters	node_set_fimir_lord_kroll		1.0000	2.0000		0	0	true
elo_fimir_lord_kroll_self_01		wh_main_skill_all_lord_self_full_plate_armour_starter	node_set_fimir_lord_kroll		2.0000	0.0000		0	0	true
elo_fimir_lord_kroll_self_02		wh2_dlc11_skill_all_lord_self_devastating_charge	node_set_fimir_lord_kroll		2.0000	1.0000		0	0	true
elo_fimir_lord_kroll_self_03		wh2_dlc11_skill_all_lord_self_thick-skinned	node_set_fimir_lord_kroll		2.0000	2.0000		0	0	true
elo_fimir_lord_kroll_self_04		wh2_dlc11_skill_all_lord_self_hard_to_hit	node_set_fimir_lord_kroll		2.0000	3.0000		0	0	true
elo_fimir_lord_kroll_self_05		wh2_dlc11_skill_all_lord_self_deadly_blade	node_set_fimir_lord_kroll		2.0000	4.0000		0	0	true
elo_fimir_lord_kroll_self_06		wh_main_skill_all_all_self_foe-seeker	node_set_fimir_lord_kroll		2.0000	5.0000		0	4	true
elo_fimir_lord_kroll_self_07		wh2_dlc11_skill_all_lord_self_wound-maker	node_set_fimir_lord_kroll		2.0000	6.0000		0	0	true
elo_fimir_lord_kroll_self_08		wh2_dlc11_skill_all_lord_self_scarred_veteran	node_set_fimir_lord_kroll		2.0000	7.0000		0	0	true
