variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
#variants_tables;6;db/variants_tables/ovn_fimir_only							
fim_moor_hounds		fim_moor_hounds		1.0000	1.0000	0.0500	
fim_shearl		fim_shearl		1.0000	0.6500	0.0500	
fim_shearl_javelineer		fim_shearl_javelineer		1.0000	0.6500	0.0500	
fim_death_quest		fim_death_quest		1.0000	0.7000	0.1000	
fim_killing_eye		fim_killing_eye		1.0000	0.7800	0.0500	
fim_gharnus_daemon		fim_gharnus_daemon		1.0000	1.0000	0.0000	
fim_mistmor		fim_mistmor		1.0000	1.2000	0.0000	
fim_mistmor_kroll		fim_mistmor_kroll		1.0000	1.2000	0.0000	
fim_boglar		fim_boglar	hu5/ogr/ogr_gnoblar/fim_boglar_01_imposter	1.0000	1.0000	0.0500	
fim_fimirach_noble		fim_fimirach_noble		1.0000	1.1500	0.0000	
fim_fimirach_noble_0		fim_fimirach_noble_0		1.0000	1.1500	0.0000	
fim_fimirach_noble_1		fim_fimirach_noble_1		1.0000	1.1500	0.0000	
fim_fimirach_noble_2		fim_fimirach_noble_2		1.0000	1.1500	0.0000	
fim_fimirach_noble_3		fim_fimirach_noble_3		1.0000	1.1500	0.0000	
fim_fimirach_noble_4		fim_fimirach_noble_4		1.0000	1.1500	0.0000	
fim_balefiend_apprentices		fim_balefiend_apprentices		1.0000	0.9500	0.0000	
fim_balefiend_apprentices_shrine		fim_balefiend_apprentices		1.0000	0.6500	0.0000	
fim_finmor		fim_finmor		1.0000	1.1000	0.0000	
fim_meargh_skattach		fim_meargh_skattach		1.0000	1.1000	0.0000	
fim_fimm_warriors		fim_fimm_warriors		1.0000	0.8000	0.0500	
fim_fimm_warriors_great_weapons		fim_fimm_warriors_great_weapons		1.0000	0.8000	0.0500	
fim_fimm_warriors_kroll		fim_fimm_warriors_kroll		1.0000	0.8000	0.0500	
fim_fimm_warriors_great_weapons_kroll		fim_fimm_warriors_great_weapons_kroll		1.0000	0.8000	0.0500	
fim_dirach		fim_dirach		1.0000	1.1000	0.0000	
fim_dirach_0		fim_dirach_0		1.0000	1.1000	0.0000	
fim_dirach_1		fim_dirach_1		1.0000	1.1000	0.0000	
fim_dirach_2		fim_dirach_2		1.0000	1.1000	0.0000	
fim_finmor_0		fim_finmor_0		1.0000	1.1000	0.0000	
fim_finmor_1		fim_finmor_1		1.0000	1.1000	0.0000	
fim_finmor_2		fim_finmor_2		1.0000	1.1000	0.0000	
fim_death_quest_officer		fim_death_quest_officer		1.0000	0.8200	0.0000	
fim_death_quest_balefiend		fim_death_quest_balefiend		1.0000	0.7500	0.0000	
fim_killing_eye_officer		fim_killing_eye_officer		1.0000	0.8200	0.0000	
fim_swamp_daemon		fim_swamp_daemon		1.0000	0.8500	0.0500	
fim_daemonomaniac		fim_daemonomaniac		1.0000	3.0000	0.0000	
fim_nuckelavee_horse		fim_nuckelavee_horse		1.0000	1.0000	0.0000	
fim_nuckelavee		fim_nuckelavee_rider		1.0000	1.0000	0.0500	
fim_eye_tyrant		fim_eye_tyrant		1.0000	2.5000	0.0000	
fim_daemonomaniac_ror		fim_daemonomaniac_ror		1.0000	1.0000	0.0000	
fim_marsh_hornets_ror		fim_marsh_hornets_ror		1.0000	1.0000	0.0000	
fim_moor_hounds_ror		fim_moor_hounds_ror		1.0000	1.5000	0.0000	
fim_fenbeast_draught		fim_fenbeast_draught		1.0000	1.5000	0.0000	
fim_fimm_warriors_axe_throwers_ror		fim_fimm_warriors_axe_throwers_ror		1.0000	0.8000	0.0500	
fim_boglar_shaman		fim_boglar_shaman		1.0000	1.1500	0.0500	
fim_boglar_shaman_0		fim_boglar_shaman_0		1.0000	1.1500	0.0500	
fim_boglar_shaman_1		fim_boglar_shaman_1		1.0000	1.1500	0.0500	
fim_boglar_shaman_2		fim_boglar_shaman_2		1.0000	1.1500	0.0500	
fim_boglar_shaman_3		fim_boglar_shaman_3		1.0000	1.1500	0.0500	
elo_fenbeast		elo_fenbeast		1.1000	1.1000	0.0000	
fim_meargh_skattach_palanquin	VariantMeshes\wh_variantmodels\th07d\fim\fim_palanquin\tech	fim_meargh_skattach_palanquin		1.0000	1.0000	0.0000	
ovn_fim_mon_bog_octopus_0		fim_bog_octopus		1.0000	1.0000	0.0000	
ovn_fim_mon_bog_octopus_summon		fim_bog_octopus		1.0000	0.7000	0.0000	
fim_daemon_octopus_kroll		fim_kroll		1.0000	1.6000	0.0000	
fim_daemon_octopus_kroll_cam		fim_kroll_campaign		1.0000	1.6000	0.0000	
fim_fianna		fim_fianna		1.0000	1.0000	0.0000	
fim_fianna_gw		fim_fianna_gw		1.0000	1.0000	0.0000	
fim_fianna_kroll		fim_fianna_kroll		1.0000	1.0000	0.0000	
fim_fianna_gw_kroll		fim_fianna_gw_kroll		1.0000	1.0000	0.0000	
fim_fimirach_noble_kroll_0		fim_fimirach_noble_kroll_0		1.0000	1.1500	0.0000	
fim_fimirach_noble_kroll_1		fim_fimirach_noble_kroll_1		1.0000	1.1500	0.0000	
fim_fimirach_noble_kroll_2		fim_fimirach_noble_kroll_2		1.0000	1.1500	0.0000	
fim_fimirach_noble_kroll_3		fim_fimirach_noble_kroll_3		1.0000	1.1500	0.0000	
fim_fimirach_noble_kroll_4		fim_fimirach_noble_kroll_4		1.0000	1.1500	0.0000	
fim_finmor_kroll_0		fim_finmor_0_kroll		1.0000	1.1000	0.0000	
fim_finmor_kroll_1		fim_finmor_1_kroll		1.0000	1.1000	0.0000	
fim_finmor_kroll_2		fim_finmor_2_kroll		1.0000	1.1000	0.0000	
campaign_fim_ship_agent		campaign_fim_ship_agent		1.0000	0.5000	0.0000	
campaign_fim_ship_transport		campaign_fim_ship_transport		1.0000	0.5000	0.0000	
campaign_fim_ship_kroll		campaign_fim_ship_kroll		1.0000	0.7000	0.0000	
fim_bog_beast_feral		fim_bog_beast_feral		1.0000	2.2000	0.0000	
fim_bog_beast_draught	VariantMeshes\wh_variantmodels\lz1\fim\fim_bog_beast\tech	fim_bog_beast_draught		1.0000	1.3000	0.0000	
fim_bog_beast	VariantMeshes\wh_variantmodels\lz1\fim\fim_bog_beast\tech	fim_bog_beast		2.2500	1.0000	0.0000	
fim_bog_beast_lord	VariantMeshes\wh_variantmodels\lz1\fim\fim_bog_beast\tech	fim_bog_beast_lord		2.3000	1.0000	0.0000	
fim_bog_beast_rider		fim_marsh_reaver		1.0000	1.0000	0.0000	
fim_bog_beast_rider_kroll		fim_marsh_reaver_kroll		1.0000	1.0000	0.0000	
