order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/ovn_fimir_only					
1	elo_fimir_witness_me	true	false	false	elo_fimir_witness_me
1	magic_siphon	false	false	true	magic_siphon
1	ovn_mystic_mist	true	true	false	ovn_mystic_mist
1	fim_skattach_poison_mist	false	false	true	fim_skattach_poison_mist
1	ovn_unit_passive_aura_great_eye	false	true	false	ovn_unit_passive_aura_great_eye
1	ovn_fim_kroll_mother_young	true	false	false	ovn_fim_kroll_mother_young
1	ovn_fim_kroll_broodmother	false	false	true	ovn_fim_kroll_broodmother
1	ovn_fim_kroll_fulcrum_of_worship	true	true	false	ovn_fim_kroll_fulcrum_of_worship
1	ovn_chs_dark_god_blessing	true	true	false	ovn_chs_dark_god_blessing
1	fim_skattach_madness	true	false	false	fim_skattach_madness
1	ovn_fimir_kroll_dmg_reflect	true	false	false	ovn_fimir_kroll_dmg_reflect
1	ovn_fimir_skattach_throne_command_attack	false	true	false	ovn_fimir_skattach_throne_command_attack
1	ovn_fimir_skattach_throne_command_defend	false	true	false	ovn_fimir_skattach_throne_command_defend
1	ovn_fimir_army_ability_cursed_mist	false	false	true	ovn_fimir_army_ability_cursed_mist
1	ovn_fimir_army_ability_fog_of_fimul	false	true	false	ovn_fimir_army_ability_fog_of_fimul
1	ovn_fim_shrine_enshrouded_glory	true	true	false	ovn_fim_shrine_enshrouded_glory
