faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/ovn_fimir_only				
	fim_inf_death_quest	fim_inf_death_quest	fim_death_quest	fim_death_quest
	fim_mon_mistmor	fim_mon_mistmor	fim_mistmor	fim_mistmor
	fim_inf_killing_eye_ror	fim_inf_killing_eye_ror	fim_killing_eye	fim_killing_eye
	fim_inf_shearl	fim_inf_shearl	fim_shearl	fim_shearl
	fim_mon_gharnus_daemon_ror	fim_mon_gharnus_daemon_ror	fim_gharnus_daemon	fim_gharnus_daemon
	fim_cav_marsh_reavers	fim_cav_marsh_reavers	fim_bog_beast_rider	fim_marsh_reavers
	fim_inf_boglar	fim_inf_boglar	fim_boglar	fim_boglar
	fim_cha_fimirach_noble	fim_cha_fimirach_noble	fim_fimirach_noble	placeholder
	fim_cha_fimirach_noble_bog_beast	fim_cha_fimirach_noble_bog_beast	fim_fimirach_noble	placeholder
	fim_mon_balefiend_apprentices	fim_mon_balefiend_apprentices	fim_balefiend_apprentices	fim_balefiend_apprentices
	fim_inf_shearl_javelineer	fim_inf_shearl_javelineer	fim_shearl_javelineer	fim_shearl_javelineer
	fim_inf_moor_hounds	fim_inf_moor_hounds	fim_moor_hounds	fim_moor_hounds
	wh_dlc08_nor_cha_fimir_balefiend_beast	wh_dlc08_nor_cha_fimir_balefiend_beast	wh_dlc08_nor_fimir_balefiend	placeholder
	wh_dlc08_nor_cha_fimir_balefiend_death	wh_dlc08_nor_cha_fimir_balefiend_death	wh_dlc08_nor_fimir_balefiend	placeholder
	fim_cha_meargh_skattach	fim_cha_meargh_skattach	fim_meargh_skattach	placeholder
	fim_cha_meargh_skattach_palanquin	fim_cha_meargh_skattach_palanquin	fim_meargh_skattach	placeholder
	fim_inf_fimm_warriors	fim_inf_fimm_warriors	fim_fimm_warriors	fim_fimm_warriors
	fim_inf_fimm_warriors_great_weapons	fim_inf_fimm_warriors_great_weapons	fim_fimm_warriors_great_weapons	fim_fimm_warriors_great_weapons
	fim_cha_dirach_fire	fim_cha_dirach_fire	fim_dirach	placeholder
	fim_cha_dirach_shadow	fim_cha_dirach_shadow	fim_dirach	placeholder
	fim_cha_dirach_beast	fim_cha_dirach_beast	fim_dirach	placeholder
	fim_cha_dirach_death	fim_cha_dirach_death	fim_dirach	placeholder
	fim_cha_finmor	fim_cha_finmor	fim_finmor	placeholder
	fim_mon_fianna_fimm	fim_mon_fianna_fimm	fim_fianna	wh_dlc08_nor_fimir_warriors
	fim_mon_fianna_fimm_great_weapons	fim_mon_fianna_fimm_great_weapons	fim_fianna_gw	wh_dlc08_nor_fimir_warriors_great_weapons
	fim_cav_nuckelavee	fim_cav_nuckelavee	fim_nuckelavee	fim_nuckelavee
	fim_mon_daemonomaniac	fim_mon_daemonomaniac	fim_daemonomaniac	fim_daemonomaniac
	fim_inf_swamp_daemons	fim_inf_swamp_daemons	fim_swamp_daemon	fim_swamp_daemons
	fim_veh_eye_oculus	fim_veh_eye_oculus	fim_eye_tyrant	fim_eye_oculus
	fim_mon_daemonomaniac_ror	fim_mon_daemonomaniac_ror	fim_daemonomaniac_ror	fim_daemonomaniac_ror
	fim_cav_marsh_hornets_ror	fim_cav_marsh_hornets_ror	fim_marsh_hornets_ror	fim_marsh_reavers
	fim_inf_moor_hounds_ror	fim_inf_moor_hounds_ror	fim_moor_hounds_ror	fim_moor_hounds_ror
	fim_inf_swamp_daemons_summon	fim_inf_swamp_daemons_summon	fim_swamp_daemon	fim_swamp_daemons
	fim_cha_boglar_shaman	fim_cha_boglar_shaman	fim_boglar_shaman	placeholder
	fim_cha_boglar_shaman_hound	fim_cha_boglar_shaman_hound	fim_boglar_shaman	placeholder
	fim_inf_fimm_warriors_axe_throwers_ror	fim_inf_fimm_warriors_axe_throwers_ror	fim_fimm_warriors_axe_throwers_ror	fim_fimm_warriors_axe_throwers_ror
	fim_mon_fenbeast	fim_mon_fenbeast	elo_fenbeast	elo_fenbeast
	ovn_fim_mon_bog_octopus_0	ovn_fim_mon_bog_octopus_0	ovn_fim_mon_bog_octopus_0	ovn_fim_bog_octopus
	ovn_fim_mon_bog_octopus_summon	ovn_fim_mon_bog_octopus_summon	ovn_fim_mon_bog_octopus_summon	ovn_fim_bog_octopus
ovn_fim_tendrils_of_doom	fim_mon_mistmor	fim_mon_mistmor	fim_mistmor_kroll	fim_mistmor
ovn_fim_tendrils_of_doom	fim_cav_marsh_reavers	fim_cav_marsh_reavers	fim_bog_beast_rider_kroll	fim_marsh_reavers
ovn_fim_tendrils_of_doom	fim_inf_fimm_warriors	fim_inf_fimm_warriors	fim_fimm_warriors_kroll	fim_fimm_warriors
ovn_fim_tendrils_of_doom	fim_inf_fimm_warriors_great_weapons	fim_inf_fimm_warriors_great_weapons	fim_fimm_warriors_great_weapons_kroll	fim_fimm_warriors_great_weapons
ovn_fim_tendrils_of_doom	fim_mon_fianna_fimm	fim_mon_fianna_fimm	fim_fianna_kroll	wh_dlc08_nor_fimir_warriors
ovn_fim_tendrils_of_doom	fim_mon_fianna_fimm_great_weapons	fim_mon_fianna_fimm_great_weapons	fim_fianna_gw_kroll	wh_dlc08_nor_fimir_warriors_great_weapons
	fim_cha_daemon_octopus_kroll	fim_cha_daemon_octopus_kroll	fim_daemon_octopus_kroll	placeholder
	fim_mon_bog_beasts	fim_mon-bog_beasts	fim_bog_beast_feral	fim_marsh_reavers
	fim_mon_bog_beasts_summon	fim_mon-bog_beasts_summon	fim_bog_beast_feral	fim_marsh_reavers
