id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
#campaign_character_arts_tables;0;db/campaign_character_arts_tables/ovn_fimir_only																
360777	fim_boglar_shaman_1	0	0		none	ovn_uniform_fim_boglar_shaman_1			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hu5_goblin_staff_and_sword	cam_agent_ship_03	cam_agent_ship_03	0	0	0
360778	fim_boglar_shaman_2	0	0		none	ovn_uniform_fim_boglar_shaman_2			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hu5_goblin_staff_and_sword	cam_agent_ship_03	cam_agent_ship_03	0	0	0
360779	fim_boglar_shaman_3	0	0		none	ovn_uniform_fim_boglar_shaman_3			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hu5_goblin_staff_and_sword	cam_agent_ship_03	cam_agent_ship_03	0	0	0
360780	fim_boglar_shaman_4	0	0		none	ovn_uniform_fim_boglar_shaman_4			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hu5_goblin_staff_and_sword	cam_agent_ship_03	cam_agent_ship_03	0	0	0
798687835	fim_meargh_skattach	0	0		none	ovn_uniform_fim_meargh_skattach			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893283	ovn_art_set_fim_dirach_beasts_1	0	0		none	ovn_uniform_fim_dirach_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893284	ovn_art_set_fim_dirach_beasts_2	0	0		none	ovn_uniform_fim_dirach_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893285	ovn_art_set_fim_dirach_beasts_3	0	0		none	ovn_uniform_fim_dirach_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893286	ovn_art_set_fim_dirach_fire_1	0	0		none	ovn_uniform_fim_dirach_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893287	ovn_art_set_fim_dirach_fire_2	0	0		none	ovn_uniform_fim_dirach_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893288	ovn_art_set_fim_dirach_fire_3	0	0		none	ovn_uniform_fim_dirach_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893289	ovn_art_set_fim_dirach_shadow_1	0	0		none	ovn_uniform_fim_dirach_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893290	ovn_art_set_fim_dirach_shadow_2	0	0		none	ovn_uniform_fim_dirach_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893291	ovn_art_set_fim_dirach_shadow_3	0	0		none	ovn_uniform_fim_dirach_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893292	ovn_art_set_fim_dirach_death_1	0	0		none	ovn_uniform_fim_dirach_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893293	ovn_art_set_fim_dirach_death_2	0	0		none	ovn_uniform_fim_dirach_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893294	ovn_art_set_fim_dirach_death_3	0	0		none	ovn_uniform_fim_dirach_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893295	ovn_art_set_fim_finmor_1	0	0		none	ovn_uniform_fim_finmor_1			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	0	0	0
7546893296	ovn_art_set_fim_finmor_2	0	0		none	ovn_uniform_fim_finmor_2			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	0	0	0
7546893297	ovn_art_set_fim_finmor_3	0	0		none	ovn_uniform_fim_finmor_3			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	0	0	0
1326263180	aky_chief_fimir_great_weapons_0	0	0		none	ovn_uniform_fim_fimirach_noble_0			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893306	aky_chief_fimir_great_weapons_1	0	0		none	ovn_uniform_fim_fimirach_noble_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
1258074036	aky_chief_fimir_great_weapons_2	0	0		none	ovn_uniform_fim_fimirach_noble_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
1743333239	aky_chief_fimir_great_weapons_3	0	0		none	ovn_uniform_fim_fimirach_noble_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
2108199737	aky_chief_fimir_great_weapons_4	0	0		none	ovn_uniform_fim_fimirach_noble_4			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893298	aky_chief_fimir_great_weapons_kroll_0	0	0		none	ovn_uniform_fim_fimirach_noble_kroll_0			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893299	aky_chief_fimir_great_weapons_kroll_1	0	0		none	ovn_uniform_fim_fimirach_noble_kroll_1			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893300	aky_chief_fimir_great_weapons_kroll_2	0	0		none	ovn_uniform_fim_fimirach_noble_kroll_2			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893301	aky_chief_fimir_great_weapons_kroll_3	0	0		none	ovn_uniform_fim_fimirach_noble_kroll_3			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893302	aky_chief_fimir_great_weapons_kroll_4	0	0		none	ovn_uniform_fim_fimirach_noble_kroll_4			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hero_hu7d_fimir_2handed_staff	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893303	ovn_art_set_fim_finmor_kroll_1	0	0		none	ovn_uniform_fim_finmor_kroll_1			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	0	0	0
7546893304	ovn_art_set_fim_finmor_kroll_2	0	0		none	ovn_uniform_fim_finmor_kroll_2			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	0	0	0
7546893305	ovn_art_set_fim_finmor_kroll_3	0	0		none	ovn_uniform_fim_finmor_kroll_3			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	0	0	0
1472622525	ovn_art_set_fim_daemon_octopus_kroll	0	0		none	ovn_uniform_fim_daemon_octopus_kroll			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hc5_skv_hell_pit	cam_transport_ship_05	cam_transport_ship_05	0	0	0
7546893307	wh_dlc08_art_set_nor_fimir_balefiend_death_01	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_01			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	0	0	0
7546893308	wh_dlc08_art_set_nor_fimir_balefiend_death_02	0	0		none	wh_dlc08_uniform_nor_fimir_balefiend_02			wh_dlc08_campaign_nor_ship_agent	wh_dlc08_campaign_nor_ship_agent	cam_hero_hu7d_fimir_2handed_staff	cam_agent_ship_03	cam_agent_ship_03	0	0	0
