effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/ovn_fimir				
ovn_annoy_chaos_gods	wh_main_effect_campaign_enable_attrition	force_to_force_own	50.0000	start_turn_completed
ovn_annoy_chaos_gods	wh_main_effect_force_stat_leadership	force_to_force_own	-4.0000	start_turn_completed
ovn_annoy_chaos_gods_2	wh_main_effect_campaign_enable_attrition	force_to_force_own	50.0000	start_turn_completed
ovn_annoy_chaos_gods_2	wh_main_effect_force_stat_leadership	force_to_force_own	-4.0000	start_turn_completed
ovn_favour_chaos_gods	ovn_chs_dark_god_blessing	force_to_force_own	1.0000	start_turn_completed
ovn_fimir_edict_2	wh_main_effect_unit_recruitment_points	province_to_province_own	1.0000	start_turn_completed
ovn_fimir_edict_2	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_province_own	-10.0000	start_turn_completed
ovn_fimir_edict_2	wh_main_effect_economy_gdp_mod_all	province_to_province_own	5.0000	start_turn_completed
ovn_fimir_edict_3	wh3_main_effect_corruption_chaos_commandment	province_to_province_own	5.0000	start_turn_completed
ovn_fimir_edict_3	wh_main_effect_public_order_edict	province_to_province_own	2.0000	start_turn_completed
ovn_fimir_edict_4	wh_main_effect_province_growth_commandment	province_to_province_own	10.0000	start_turn_completed
ovn_fimir_edict_3	wh_main_effect_force_all_campaign_experience_base_all	province_to_force_own_provincewide	1.0000	start_turn_completed
ovn_fimir_edict_4	wh2_main_effect_slave_decline_modifier	province_to_province_own	-10.0000	end_turn_completed
ovn_fimir_edict_4	wh2_main_effect_slave_income_modifier	province_to_province_own	10.0000	end_turn_completed
ovn_fimir_edict_1	wh2_main_effect_force_enemy_campaign_movement_range	province_to_force_enemy_provincewide	-10.0000	end_turn_completed
ovn_fimir_edict_1	wh_main_effect_agent_action_success_chance_enemy	province_to_region_own	-15.0000	end_turn_completed
ovn_fimir_edict_1	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide_unseen	15.0000	end_turn_completed
ovn_fimir_growth_diktat	wh3_main_ritual_target_block_slave_actions	region_to_region_own_provincewide	1.0000	start_turn_completed
ovn_fimir_fog_diktat	wh3_main_ritual_target_block_slave_actions	region_to_region_own_provincewide	1.0000	start_turn_completed
ovn_fimir_growth_diktat	wh_main_effect_building_construction_cost_mod	province_to_region_own_unseen	-10.0000	start_turn_completed
ovn_fimir_growth_diktat	wh_main_effect_province_growth_commandment	region_to_province_own	50.0000	start_turn_completed
ovn_fimir_fog_diktat	wh_main_effect_force_all_campaign_movement_range	region_to_force_own_unseen_provincewide	20.0000	start_turn_completed
ovn_fimir_fog_diktat	wh_main_effect_force_army_campaign_ambush_attack_success_chance	region_to_force_own_unseen_provincewide	75.0000	start_turn_completed
ovn_fimir_fog_diktat	wh2_main_effect_force_enemy_campaign_movement_range	province_to_force_enemy_provincewide	-50.0000	start_turn_completed
ovn_fimir_fog_diktat	wh_main_effect_attribute_enable_vanguard_deployment	region_to_force_own_unseen_provincewide	1.0000	start_turn_completed
