hint	key
#character_skill_utilization_hints_junctions_tables;0;db/character_skill_utilization_hints_junctions_tables/ovn_fimir_only	
USEFUL_ALWAYS	fimir_sacrifices
USEFUL_ALWAYS	fimir_riders_doggos
USEFUL_ALWAYS	fimir_bog_monsters
USEFUL_ALWAYS	fimir_swamp_warriors
USEFUL_ALWAYS	fimir_fen_giants
USEFUL_ALWAYS	fimir_r7_warriors
USEFUL_ALWAYS	fimir_r7_elite_monsters
USEFUL_ALWAYS	fimir_r7_fast_beasts
USEFUL_ALWAYS	fimir_r7_elite_giants
USEFUL_ALWAYS	anc_boglar_shaman_hound
USEFUL_ALWAYS	anc_fimirach_noble_mount
