effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_fimir_only					
fim_skattach_fimir_magic_res	resistance_magic.png	101	resistance_magic.png	battle	true
fim_skattach_daemon_damage	melee.png	100	melee.png	battle	true
fim_skattach_fianna_damage	melee.png	100	melee.png	battle	true
fim_skattach_fianna_defence	defence.png	100	defence.png	battle	true
fim_skattach_fianna_upkeep	military_spending.png	105	military_spending.png	campaign	false
fim_skattach_enable_poison_mist	general_ability.png	600	general_ability.png	battle	true
fim_skattach_apprentices_range	accuracy.png	105	accuracy.png	campaign	true
fim_skattach_apprentices_damage	ranged_damage.png	105	ranged_damage.png	campaign	true
fim_skattach_enable_summon_bloodletter	general_ability.png	600	general_ability.png	battle	true
fim_skattach_enable_staff_ability	general_ability.png	600	general_ability.png	battle	true
elo_fimir_rusher_sp	battle_movement.png	100	battle_movement.png	battle	true
elo_fimir_rusher_ch	charge.png	100	charge.png	battle	true
elo_fimir_first_wave_ma	melee.png	100	melee.png	battle	true
elo_fimir_first_wave_wps	weapon_damage.png	100	weapon_damage.png	battle	true
elo_fimir_bog_monsters_wps	weapon_damage.png	100	weapon_damage.png	battle	true
elo_fimir_bog_monsters_md	defence.png	100	defence.png	battle	true
elo_fimir_swamp_warriors_ma	melee.png	100	melee.png	battle	true
elo_fimir_swamp_warriors_md	defence.png	100	defence.png	battle	true
elo_fimir_giants_fen_sp	battle_movement.png	100	battle_movement.png	battle	true
elo_fimir_bog_monsters_ma	melee.png	431	melee.png	battle	true
elo_fimir_bog_monsters_arm	armour.png	401	armour.png	battle	true
elo_fimir_swamp_warriors_wps	weapon_damage.png	462	weapon_damage.png	battle	true
elo_fimir_giants_fen_md	defence.png	451	defence.png	battle	true
fim_effect_force_stat_missile_damage_fimir_ranged_units	ranged_damage.png	541	ranged_damage.png	battle	true
fim_effect_force_stat_ammunition_fimir_ranged_units	ammo.png	511	ammo.png	battle	true
elo_fimir_r7_auxillaries_wps	weapon_damage.png	462	weapon_damage.png	battle	true
elo_fimir_giants_fen_ma	melee.png	100	melee.png	battle	true
elo_fimir_r7_warriors_md	defence.png	100	defence.png	battle	true
elo_fimir_r7_warriors_armour	armour.png	100	armour.png	battle	true
elo_fimir_r7_warriors_phyres	resistance_physical.png	100	resistance_physical.png	battle	true
elo_fimir_r7_auxillaries_missres	resistance_missile.png	100	resistance_missile.png	battle	true
elo_fimir_r7_auxillaries_md	defence.png	100	defence.png	battle	true
elo_fimir_r7_auxillaries_morale	morale.png	100	morale.png	battle	true
elo_fimir_r7_fast_wps	weapon_damage.png	100	weapon_damage.png	battle	true
elo_fimir_r7_fast_ma	melee.png	100	melee.png	battle	true
elo_fimir_r7_fast_ch	charge.png	100	charge.png	battle	true
elo_fimir_r7_giants_ward	resistance_ward_save.png	100	resistance_ward_save.png	battle	true
elo_fimir_r7_giants_wps	weapon_damage.png	100	weapon_damage.png	battle	true
elo_fimir_r7_giants_armour	armour.png	100	armour.png	battle	true
fimir_slaves_upkeep	income.png	100	income.png	campaign	false
fimir_slaves_cost	income.png	100	income.png	campaign	false
fimir_warrior_elite_xp	experience.png	100	experience.png	campaign	true
fimir_warrior_elite_md	defence.png	100	defence.png	battle	true
fimir_warrior_elite_up	income.png	100	income.png	campaign	false
fimir_warrior_elite_cost	income.png	100	income.png	campaign	false
fimir_untamed_monsters_frenzy	general_ability.png	600	general_ability.png	battle	true
fimir_untamed_monsters_guerilla	attribute_guerrilla_deploy.png	15	attribute_guerrilla_deploy.png	battle	true
fimir_untamed_monsters_rampage	run_amok.png	620	run_amok.png	battle	false
elo_fimir_witness_me	general_ability.png	600	general_ability.png	battle	true
fimir_warrior_elite_wps	weapon_damage.png	100	weapon_damage.png	battle	true
fimir_warrior_elite_armour	armour.png	100	armour.png	battle	true
dlc08_nor_fimirs_ma	melee.png	100	melee.png	battle	true
dlc08_nor_fimirs_up	income.png	100	income.png	campaign	false
elo_fimir_shearl_ma	melee.png	100	melee.png	battle	true
elo_fimir_shearl_md	defence.png	100	defence.png	battle	true
elo_fimir_useful_shearls_wps	weapon_damage.png	100	weapon_damage.png	battle	true
