key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
#mercenary_pool_to_groups_junctions_tables;1;db/mercenary_pool_to_groups_junctions_tables/ovn_fimir_only						
29051001	fim_inf_fimm_warriors_axe_throwers_ror	1	ovn_fimir_units_of_renown_pool		ovn_sc_fim_fimir	
29052019	fim_inf_killing_eye_ror	1	ovn_fimir_units_of_renown_pool		ovn_sc_fim_fimir	
29052021	fim_mon_gharnus_daemon_ror	1	ovn_fimir_units_of_renown_pool		ovn_sc_fim_fimir	
261500328	fim_mon_daemonomaniac_ror	1	ovn_fimir_units_of_renown_pool		ovn_sc_fim_fimir	
261500329	fim_cav_marsh_hornets_ror	1	ovn_fimir_units_of_renown_pool		ovn_sc_fim_fimir	
261500330	fim_inf_moor_hounds_ror	1	ovn_fimir_units_of_renown_pool		ovn_sc_fim_fimir	
290510030	fim_inf_death_quest	1	ovn_fimir_units_of_renown_pool		ovn_sc_fim_fimir	
805050572	wh3_main_kho_inf_bloodletters_0_warriors_faction_pool	1	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050575	wh3_main_nur_inf_nurglings_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050577	wh3_main_kho_inf_flesh_hounds_of_khorne_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050579	wh3_main_tze_mon_screamers_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050582	wh3_main_nur_mon_beast_of_nurgle_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050583	wh3_main_nur_inf_plaguebearers_1_belakor_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050587	wh3_main_tze_inf_pink_horrors_1_belakor_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050588	wh3_main_nur_cav_plague_drones_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050590	wh3_main_kho_inf_bloodletters_1_belakor_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050593	wh3_main_tze_inf_pink_horrors_0_warriors_faction_pool	1	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050594	wh3_main_sla_inf_daemonette_0_warriors_faction_pool	1	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050595	wh3_main_tze_mon_flamers_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050598	wh3_main_nur_inf_plaguebearers_0_warriors_faction_pool	1	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050601	wh3_main_sla_inf_daemonette_1_belakor_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050602	wh3_main_dae_inf_chaos_furies_0_faction_pool	1	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050603	fim_skattach_daemons_swamp_daemons	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050604	fim_skattach_daemons_moor_hounds	1	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050605	fim_skattach_daemons_daemonomaniac	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050606	fim_skattach_daemons_nuckleavees	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050607	fim_skattach_daemons_shrinebalor	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050608	wh3_main_nur_mon_great_unclean_one_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050609	wh3_main_kho_mon_bloodthirster_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050610	wh3_main_tze_mon_lord_of_change_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
805050611	wh3_main_sla_mon_keeper_of_secrets_0_warriors_faction_pool	0	ovn_fimir_daemon_pool_skattach	ovn_fim_rancor_hold		
