building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ovn_araby_resources	
ovn_arb_resource_coffee	ovn_bas_araby
ovn_arb_resource_gems	ovn_bas_araby
ovn_arb_resource_animals	ovn_bas_araby
ovn_arb_resource_medicine	ovn_bas_araby
ovn_arb_resource_obsidian	ovn_bas_araby
ovn_arb_resource_spices	ovn_bas_araby
ovn_arb_resource_dyes	ovn_bas_araby
ovn_arb_resource_furs	ovn_bas_araby
ovn_arb_resource_gold	ovn_bas_araby
ovn_arb_resource_iron	ovn_bas_araby
ovn_arb_resource_marble	ovn_bas_araby
ovn_arb_resource_pasture	ovn_bas_araby
ovn_arb_resource_pottery	ovn_bas_araby
ovn_arb_resource_salt	ovn_bas_araby
ovn_arb_resource_wood	ovn_bas_araby
ovn_arb_resource_wine	ovn_bas_araby
ovn_arb_resource_ivory	ovn_bas_araby
