building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ovn_araby_special_vanilla	
wh2_main_wef_oak_of_ages_occupied	ovn_bas_araby
wh_main_bretonnia_legendary_bordeleaux	ovn_bas_araby
wh2_main_special_clar_karond_lairs_other	ovn_bas_araby
wh2_main_special_ghrond_convent_of_sorcery_other	ovn_bas_araby
wh2_main_special_tower_of_hoeth_other	ovn_bas_araby
wh3_main_special_settlement_fort_other	ovn_bas_araby
wh_main_special_settlement_castle_drakenhof_empire	ovn_bas_araby
wh2_dlc11_special_settlement_galleons_graveyard_other	ovn_bas_araby
wh2_dlc12_special_bordeleaux_manann_shrine	ovn_bas_araby
wh2_dlc14_special_dragon_isle_port	ovn_bas_araby
wh2_dlc14_special_nagashizzar_other	ovn_bas_araby
wh2_dlc14_special_pigbarter_human	ovn_bas_araby
wh2_dlc15_special_fortress_of_vorag_tower_of_the_bloodytooth	ovn_bas_araby
wh2_dlc15_special_ka_sabar_city_of_bronze	ovn_bas_araby
wh2_main_special_chamber_of_visions	ovn_bas_araby
wh2_main_special_fortress_gate_eagle_untainted	ovn_bas_araby
wh2_main_special_fortress_gate_griffon_untainted	ovn_bas_araby
wh2_main_special_fortress_gate_phoenix_untainted	ovn_bas_araby
wh2_main_special_fortress_gate_unicorn_untainted	ovn_bas_araby
wh2_main_special_glittering_tower	ovn_bas_araby
wh2_main_special_golden_tower_of_the_gods_other	ovn_bas_araby
wh2_main_special_hag_graef_mines	ovn_bas_araby
wh2_main_special_hexoatl_stellar_pyramids_other	ovn_bas_araby
wh2_main_special_itza_emerald_pools	ovn_bas_araby
wh2_main_special_lothern_port_other	ovn_bas_araby
wh2_main_special_peg_street_pawnshop	ovn_bas_araby
wh2_main_special_pyramid_of_nagash_other	ovn_bas_araby
wh2_main_special_quintex	ovn_bas_araby
wh2_main_special_salzenmund_laurelorn_human	ovn_bas_araby
wh2_main_special_settlement_sartosa_emp	ovn_bas_araby
wh2_main_special_shrine_of_asuryan_other	ovn_bas_araby
wh2_main_special_shrine_of_khaine_other	ovn_bas_araby
wh2_main_special_smithys_tavern	ovn_bas_araby
wh2_main_special_ziggurat_of_dawn_beacon	ovn_bas_araby
wh2_twa03_special_ogham_stones	ovn_bas_araby
wh3_dlc23_special_fortress_of_dawn_dawns_harbour	ovn_bas_araby
wh3_dlc23_special_great_temple_of_hashut_other	ovn_bas_araby
wh3_dlc24_special_celestial_palace_other	ovn_bas_araby
wh3_dlc24_special_fu_chow_port	ovn_bas_araby
wh3_main_special_settlement_bastion_other	ovn_bas_araby
wh3_main_special_standing_stones	ovn_bas_araby
wh3_main_special_the_great_desert_other	ovn_bas_araby
wh_main_special_bokha_palace	ovn_bas_araby
wh_main_special_bordeleaux_vineyards	ovn_bas_araby
wh_main_special_erengrad_port	ovn_bas_araby
wh_main_special_marienburg_port	ovn_bas_araby
wh_main_special_settlement_couronne_empire	ovn_bas_araby
wh_main_special_settlement_miragliano_empire	ovn_bas_araby
wh_main_special_settlement_altdorf	ovn_bas_araby
