building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/ovn_albion_res								
ovn_albion_resource_dyes	ovn_albion			wh_main_PLACEHOLDER	resource_dyes	false	wh_main_emp_resource_dyes_1	true
ovn_albion_resource_exotic_animals	ovn_albion			wh_main_PLACEHOLDER	resource_animals	false	wh2_main_hef_resource_animals_1	true
ovn_albion_resource_furs	ovn_albion			wh_main_PLACEHOLDER	cst_resource_furs	false	wh_main_emp_resource_furs_1	true
ovn_albion_resource_gemstones	ovn_albion			wh_main_PLACEHOLDER	resource_gems	false	wh_main_dwf_resource_gems_1	true
ovn_albion_resource_ivory	ovn_albion			wh_main_PLACEHOLDER	resource_ivory	false	wh3_main_ksl_resource_ivory_1	true
ovn_albion_resource_pastures	ovn_albion			wh_main_PLACEHOLDER	resource_pasture_one	false	wh_main_emp_resource_pastures_1	true
ovn_albion_resource_salt	ovn_albion			wh_main_PLACEHOLDER	resource_salt	false	wh_main_emp_resource_salt_1	true
ovn_albion_resource_spices	ovn_albion			wh_main_PLACEHOLDER	resource_spices	false	wh2_main_hef_resource_spices_1	true
ovn_albion_resource_wine	ovn_albion			wh_main_PLACEHOLDER	skaven_resource_wine	false	wh_main_emp_resource_wine_1	true
ovn_albion_resource_obsidian	ovn_albion			wh_main_PLACEHOLDER	nor_obsidian	false	wh2_main_hef_resource_obsidian_1	true
