building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/ovn_albion_buildings								
elo_ogham_stone_1				wh_main_PLACEHOLDER	alb_binding_circle_1	false	elo_ogham_stone_1	true
elo_ogham_stone_2				wh_main_PLACEHOLDER	alb_binding_circle_1	false	elo_ogham_stone_2	true
elo_ogham_stone_4				wh_main_PLACEHOLDER	alb_binding_circle_2	false	elo_ogham_stone_4	true
elo_ogham_stone_3				wh_main_PLACEHOLDER	alb_binding_circle_2	false	elo_ogham_stone_3	true
elo_temple_danu_1				wh_main_PLACEHOLDER	albion_sacred_groves	false	elo_temple_danu_1	true
elo_temple_danu_2				wh_main_PLACEHOLDER	albion_sacred_groves	false	elo_temple_danu_2	true
elo_temple_danu_3				wh_main_PLACEHOLDER	albion_sacred_groves	false	elo_temple_danu_3	true
albion_hunters_1				wh_main_PLACEHOLDER	wood_elves_food	false	albion_hunters_1	true
albion_hunters_2				wh_main_PLACEHOLDER	wood_elves_food	false	albion_hunters_2	true
albion_hunters_3				wh_main_PLACEHOLDER	wood_elves_food	false	albion_hunters_3	true
albion_order_1				wh_main_PLACEHOLDER	ovn_albion_order	false	albion_order_1	true
albion_order_2				wh_main_PLACEHOLDER	ovn_albion_order	false	albion_order_2	true
albion_order_3				wh_main_PLACEHOLDER	ovn_albion_order	false	albion_order_3	true
albion_smith_1				wh_main_PLACEHOLDER	albion_smithy	false	albion_smith_1	true
albion_smith_2				wh_main_PLACEHOLDER	albion_smithy	false	albion_smith_2	true
ovn_albion_walls_1				wh_main_PLACEHOLDER	albion_palisades	false	albion_walls_1	true
ovn_albion_walls_2				wh_main_PLACEHOLDER	albion_palisades	false	albion_walls_2	true
ovn_albion_walls_3				wh_main_PLACEHOLDER	albion_palisades	false	albion_walls_3	true
albion_hall_heroes				wh_main_PLACEHOLDER	hall_of_heroes	false	albion_hall_heroes	true
albion_gryphon_eyrie_2				wh_main_PLACEHOLDER	ovn_albion_gryphon_eyrie	false	albion_gryphon_eyrie	true
albion_gryphon_eyrie_1				wh_main_PLACEHOLDER	ovn_albion_gryphon_eyrie	false	albion_gryphon_eyrie_0	true
ovn_albion_military_1				wh_main_PLACEHOLDER	alb_inf	false	albion_military_1	true
ovn_albion_military_2				wh_main_PLACEHOLDER	alb_inf	false	albion_military_2	true
ovn_albion_military_3				wh_main_PLACEHOLDER	alb_inf	false	albion_military_3	true
ovn_albion_stables_1				wh_main_PLACEHOLDER	albion_stables	false	albion_stables_1	true
ovn_albion_stables_2				wh_main_PLACEHOLDER	albion_stables	false	albion_stables_2	true
ovn_albion_stables_3				wh_main_PLACEHOLDER	albion_stables	false	albion_stables_3	true
ovn_Waystone_1				wh_main_PLACEHOLDER	alb_waystone_1	false	ovn_Waystone_1	true
ovn_Waystone_2				wh_main_PLACEHOLDER	alb_waystone_2	false	ovn_Waystone_2	true
ovn_Waystone_3				wh_main_PLACEHOLDER	alb_waystone_3	false	ovn_Waystone_3	true
ovn_albion_foreign_slot_discovery_1				wh_main_PLACEHOLDER	dlc12_patrols	false	foreign_slot_discoverywh_dlc08_nor_norsca	true
elo_great_ogham				wh_main_PLACEHOLDER	elo_great_ogham_circle	false	elo_great_ogham	true
elo_forge_old_ones				wh_main_PLACEHOLDER	ovn_albion_forge_old_ones	false	elo_forge_old_ones	true
elo_citadel_lead				wh_main_PLACEHOLDER	special_naggarond_witch_king	false	elo_citadel_lead	true
albion_oracle_hall_1				wh_main_PLACEHOLDER	ovn_albion_oracle	false	albion_oracle_hall_1	true
albion_oracle_hall_2				wh_main_PLACEHOLDER	ovn_albion_oracle	false	albion_oracle_hall_2	true
ovn_Waystone_marker				wh_main_PLACEHOLDER	alb_marker	false	ovn_Waystone_marker	true
ovn_Waystone_beacon				wh_main_PLACEHOLDER	alb_beacon	false	ovn_Waystone_beacon	true
alb_resource_gold				wh_main_PLACEHOLDER	dark_elves_resource_gold	false	ovn_albion_gold	true
alb_resource_marble				wh_main_PLACEHOLDER	dark_elves_resource_marble	false	ovn_albion_marble	true
alb_resource_iron				wh_main_PLACEHOLDER	dark_elves_resource_iron	false	ovn_albion_iron	true
alb_resource_wood_1				wh_main_PLACEHOLDER	dark_elves_resource_wood	false	ovn_albion_wood	true
alb_resource_wood_2				wh_main_PLACEHOLDER	dark_elves_resource_wood	false	ovn_albion_wood2	true
alb_resource_wood_3				wh_main_PLACEHOLDER	dark_elves_resource_wood	false	ovn_albion_wood3	true
alb_resource_pottery_1				wh_main_PLACEHOLDER	dark_elves_resource_pottery	false	wh_main_emp_resource_pottery_1	true
alb_resource_pottery_2				wh_main_PLACEHOLDER	dark_elves_resource_pottery	false	wh2_main_hef_resource_pottery_2	true
alb_resource_pottery_3				wh_main_PLACEHOLDER	dark_elves_resource_pottery	false	wh_main_emp_resource_pottery_3	true
alb_resource_medicine_1				wh_main_PLACEHOLDER	dark_elves_resource_medicine	false	ovn_albion_medicine	true
alb_resource_medicine_2				wh_main_PLACEHOLDER	dark_elves_resource_medicine	false	wh2_main_hef_resource_medicine_2	true
alb_resource_medicine_3				wh_main_PLACEHOLDER	dark_elves_resource_medicine	false	wh2_main_hef_resource_medicine_3	true
ovn_albion_settlement_major_1				wh_main_PLACEHOLDER	albion_settlement	false	albion_major_1	true
ovn_albion_settlement_major_2				wh_main_PLACEHOLDER	albion_settlement	false	albion_major_2	true
ovn_albion_settlement_major_3				wh_main_PLACEHOLDER	albion_settlement	false	albion_major_3	true
ovn_albion_settlement_major_4				wh_main_PLACEHOLDER	albion_settlement	false	albion_major_4	true
ovn_albion_settlement_major_5				wh_main_PLACEHOLDER	albion_settlement	false	albion_major_5	true
ovn_albion_settlement_major_ruin				wh_main_PLACEHOLDER	wh_main_settlement_default_ruin	false	wh_main_settlement_major_ruin	true
ovn_albion_settlement_minor_1				wh_main_PLACEHOLDER	albion_settlement	false	albion_minor_1	true
ovn_albion_settlement_minor_2				wh_main_PLACEHOLDER	albion_settlement	false	albion_minor_2	true
ovn_albion_settlement_minor_3				wh_main_PLACEHOLDER	albion_settlement	false	albion_minor_3	true
ovn_albion_settlement_minor_ruin				wh_main_PLACEHOLDER	wh_main_settlement_default_ruin	false	wh_main_settlement_major_ruin	true
