ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/rhox_araby_slave			
ovn_araby_anc_follower_tmb_acolyte_of_sokth	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10.0000
ovn_araby_anc_follower_tmb_charnel_valley_necrotect	wh_main_effect_building_construction_cost_mod_infrastructure	character_to_region_own_provincewide	-15.0000
ovn_araby_anc_follower_tmb_cultist_of_usirian	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-2.0000
ovn_araby_anc_follower_tmb_cultist_of_usirian	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-1.0000
ovn_araby_anc_follower_tmb_high_born_of_khemri	wh_main_effect_public_order_characters	character_to_province_own	2.0000
ovn_araby_anc_follower_tmb_legionnaire_of_asaph	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	15.0000
ovn_araby_anc_follower_tmb_priest_of_ptra	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-1.0000
ovn_araby_anc_follower_tmb_priest_of_ptra	wh_main_effect_agent_movement_range_mod	character_to_character_own	6.0000
ovn_araby_anc_follower_tmb_skeletal_labourer	wh_main_effect_building_construction_cost_mod_settlement	character_to_region_own_provincewide	-25.0000
ovn_araby_anc_follower_tmb_tombfleet_taskmaster	wh_main_effect_force_all_campaign_movement_range	character_to_force_own_unseen	10.0000
ovn_araby_anc_follower_tmb_ushabti_bodyguard	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-8.0000
ovn_araby_anc_follower_cst_sartosa_navigator	wh_main_effect_agent_movement_range_mod	character_to_character_own	5.0000
ovn_araby_anc_follower_cst_sartosa_navigator	wh_main_effect_character_mod_ancillary_steal	character_to_army_general_own_unseen	10.0000
ovn_araby_anc_follower_cst_travelling_necromancer	wh_main_effect_force_all_campaign_recruitment_cost_all	character_to_force_own	-10.0000
ovn_araby_anc_follower_cst_travelling_necromancer	wh_main_effect_technology_research_points	character_to_faction_unseen	4.0000
ovn_araby_anc_follower_def_apprentice_assassin	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	8.0000
ovn_araby_anc_follower_def_beastmaster	rhox_araby_effect_force_army_campaign_experience_base_war_beast	character_to_force_own	1.0000
ovn_araby_anc_follower_def_bodyguard	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
ovn_araby_anc_follower_def_cultist	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	5.0000
ovn_araby_anc_follower_def_diplomat_slaanesh	wh3_main_effect_corruption_chaos_characters	character_to_province_any	5.0000
ovn_araby_anc_follower_def_diplomat_slaanesh	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	15.0000
ovn_araby_anc_follower_def_diplomat	wh_main_faction_political_diplomacy_mod	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_def_fanatic	wh2_main_effect_attribute_enable_causes_fear_vs_hef	character_to_character_own	1.0000
ovn_araby_anc_follower_def_gravedigger	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	10.0000
ovn_araby_anc_follower_def_harem_keeper	wh_main_effect_public_order_characters	character_to_province_own	4.0000
ovn_araby_anc_follower_def_merchant	wh_main_effect_economy_trade_tariff_mod	character_to_faction	5.0000
ovn_araby_anc_follower_def_musician_choirmaster	wh_main_effect_public_order_characters	character_to_province_own	6.0000
ovn_araby_anc_follower_def_musician_drum	wh_main_effect_public_order_characters	character_to_province_own	2.0000
ovn_araby_anc_follower_def_musician_flute	wh_main_effect_public_order_characters	character_to_province_own	4.0000
ovn_araby_anc_follower_def_organ_merchant	wh_main_effect_economy_trade_tariff_mod	character_to_faction	5.0000
ovn_araby_anc_follower_def_overseer	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10.0000
ovn_araby_anc_follower_def_overseer	wh_main_effect_force_all_campaign_captives	character_to_force_own_unseen	15.0000
ovn_araby_anc_follower_def_propagandist	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_def_slave_trader	wh3_main_pooled_resource_def_slaves_characters_gained	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_def_slave_trader	wh_main_effect_force_all_campaign_captives	character_to_force_own_unseen	15.0000
ovn_araby_anc_follower_def_slave	wh2_main_effect_character_stat_weapon_strength_vs_high_elves	character_to_character_own	10.0000
ovn_araby_anc_follower_def_slave	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10.0000
ovn_araby_anc_follower_hef_admiral	wh2_main_effect_force_army_campaign_attrition_storm_resistance	character_to_force_own	-10.0000
ovn_araby_anc_follower_hef_assassin	wh_main_effect_agent_action_success_chance	character_to_character_own	10.0000
ovn_araby_anc_follower_hef_assassin	wh_main_effect_force_army_campaign_ambush_attack_success_chance	character_to_force_own	10.0000
ovn_araby_anc_follower_hef_bard	wh_main_effect_public_order_characters	character_to_province_own	4.0000
ovn_araby_anc_follower_hef_beard_weaver	wh_main_effect_agent_action_success_chance	character_to_character_own	10.0000
ovn_araby_anc_follower_hef_beard_weaver	wh_main_effect_character_stat_leadership_vs_dwarfs	character_to_character_own	4.0000
ovn_araby_anc_follower_hef_counsellor	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
ovn_araby_anc_follower_hef_counsellor	wh_main_effect_economy_gdp_mod_all	character_to_region_own_provincewide	12.0000
ovn_araby_anc_follower_hef_counterspy	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
ovn_araby_anc_follower_hef_dragon_armourer	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
ovn_araby_anc_follower_hef_dragon_armourer	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	14.0000
ovn_araby_anc_follower_hef_food_taster	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
ovn_araby_anc_follower_hef_librarian	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_unseen	10.0000
ovn_araby_anc_follower_hef_librarian	wh_main_effect_agent_action_success_chance	character_to_character_own	10.0000
ovn_araby_anc_follower_hef_minstrel	wh_main_effect_public_order_characters	character_to_province_own	2.0000
ovn_araby_anc_follower_hef_poisoner	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
ovn_araby_anc_follower_hef_poisoner	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	3.0000
ovn_araby_anc_follower_hef_priest_vaul	wh_main_effect_agent_movement_range_mod	character_to_character_own	-10.0000
ovn_araby_anc_follower_hef_priest_vaul	wh_main_effect_force_army_campaign_attrition_all_immunity	character_to_force_own	1.0000
ovn_araby_anc_follower_hef_priestess_isha	wh_main_effect_agent_movement_range_mod	character_to_character_own	-10.0000
ovn_araby_anc_follower_hef_priestess_isha	wh_main_effect_force_army_campaign_attrition_all_immunity	character_to_force_own	1.0000
ovn_araby_anc_follower_hef_raven_keeper	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	25.0000
ovn_araby_anc_follower_hef_scout	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	15.0000
ovn_araby_anc_follower_hef_scout	wh_main_effect_force_army_campaign_ambush_defence_success_chance	character_to_force_own	30.0000
ovn_araby_anc_follower_hef_shrine_keeper	wh_main_effect_public_order_characters	character_to_province_own	6.0000
ovn_araby_anc_follower_hef_trappist	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_unseen	10.0000
ovn_araby_anc_follower_hef_trappist	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_hef_wine_merchant	wh_main_effect_public_order_characters	character_to_province_own	4.0000
ovn_araby_anc_follower_lzd_acolyte_priest	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_lzd_archivist	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	15.0000
ovn_araby_anc_follower_lzd_artefact_hunter	wh_main_effect_character_mod_ancillary_drop	character_to_force_own_unseen	10.0000
ovn_araby_anc_follower_lzd_artefact_hunter	wh_main_effect_character_mod_ancillary_steal	character_to_army_general_own_unseen	10.0000
ovn_araby_anc_follower_lzd_astronomer	wh_main_effect_public_order_characters	character_to_province_own	2.0000
ovn_araby_anc_follower_lzd_attendant	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	3.0000
ovn_araby_anc_follower_lzd_clerk	wh_main_effect_agent_movement_range_mod	character_to_character_own	8.0000
ovn_araby_anc_follower_lzd_clerk	wh_main_effect_force_all_campaign_recruitment_cost_all	character_to_force_own	-10.0000
ovn_araby_anc_follower_lzd_defence_expert	wh_main_effect_force_army_campaign_siege_defend_attrition_bad	character_to_force_enemy_regionwide	10.0000
ovn_araby_anc_follower_lzd_defence_expert	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_lzd_fan_waver	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	3.0000
ovn_araby_anc_follower_lzd_gardener	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
ovn_araby_anc_follower_lzd_gardener	wh_main_effect_force_army_campaign_siege_defend_attrition	character_to_force_regionwide_own	-10.0000
ovn_araby_anc_follower_lzd_librarian	wh2_main_effect_ritual_currency_lzd_mod	character_to_faction	5.0000
ovn_araby_anc_follower_lzd_librarian	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_lzd_sacrificial_victim_human	wh_main_effect_force_stat_leadership_vs_men	character_to_force_own_unseen	4.0000
ovn_araby_anc_follower_lzd_sacrificial_victim_skv	wh2_main_effect_force_stat_leadership_vs_skaven	character_to_force_own_unseen	4.0000
ovn_araby_anc_follower_lzd_temple_cleaner	wh_main_effect_public_order_characters	character_to_province_own	2.0000
ovn_araby_anc_follower_lzd_veteran_warrior	wh_main_effect_force_army_campaign_experience_base_infantry	character_to_force_own	1.0000
ovn_araby_anc_follower_lzd_zoat	wh3_main_effect_winds_of_magic_pool_cap	character_to_force_own_unseen	10.0000
ovn_araby_anc_follower_lzd_zoat	wh_main_effect_character_mod_ancillary_steal	character_to_army_general_own_unseen	10.0000
ovn_araby_anc_follower_skv_artefact_hunter	wh_main_effect_character_mod_ancillary_steal	character_to_army_general_own_unseen	10.0000
ovn_araby_anc_follower_skv_bodyguard	wh_main_effect_agent_action_success_chance_enemy	character_to_character_own	-10.0000
ovn_araby_anc_follower_skv_chemist	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
ovn_araby_anc_follower_skv_chemist	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	3.0000
ovn_araby_anc_follower_skv_clerk	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	8.0000
ovn_araby_anc_follower_skv_female	wh_main_effect_province_growth_characters	character_to_province_own	5.0000
ovn_araby_anc_follower_skv_hell_pit_attendant	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_skv_mechanic	wh2_main_effect_siege_engine_number_skv_siege_tower	character_to_force_own	1.0000
ovn_araby_anc_follower_skv_messenger	wh_main_effect_agent_field_line_of_sight_mod	character_to_character_own	15.0000
ovn_araby_anc_follower_skv_pet_wolf_rat	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	8.0000
ovn_araby_anc_follower_skv_saboteur	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	10.0000
ovn_araby_anc_follower_skv_sacrificial_victim_dwarf	wh_main_effect_character_stat_leadership_vs_dwarfs	character_to_character_own	4.0000
ovn_araby_anc_follower_skv_sacrificial_victim_lizardman	wh2_main_effect_character_stat_weapon_strength_vs_lizardmen	character_to_character_own	10.0000
ovn_araby_anc_follower_skv_scavenger_1	wh_main_effect_force_stat_leadership_vs_men	character_to_force_own_unseen	4.0000
ovn_araby_anc_follower_skv_scribe	wh_main_effect_agent_movement_range_mod	character_to_character_own	8.0000
ovn_araby_anc_follower_skv_scribe	wh_main_effect_force_all_campaign_recruitment_cost_all	character_to_force_own	-10.0000
ovn_araby_anc_follower_skv_slave_human	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10.0000
ovn_araby_anc_follower_skv_slave_human	wh_main_effect_force_stat_leadership_vs_men	character_to_force_own_unseen	4.0000
ovn_araby_anc_follower_skv_slave_skv	wh2_main_effect_character_stat_weapon_strength_vs_high_elves	character_to_character_own	10.0000
ovn_araby_anc_follower_skv_slave_skv	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10.0000
ovn_araby_anc_follower_skv_trainee_assassin	wh2_main_effect_agent_action_hinder_agent_assassinate_buff	character_to_character_own	8.0000
ovn_araby_anc_follower_ogr_bellower	wh_main_effect_province_growth_characters	character_to_province_own	5.0000
ovn_araby_anc_follower_ogr_brewer	wh_main_effect_public_order_characters	character_to_province_own	1.0000
ovn_araby_anc_follower_ogr_campfire_storyteller	wh3_main_effect_corruption_reduction_characters	character_to_province_any	-2.0000
ovn_araby_anc_follower_ogr_campfire_storyteller	wh3_main_effect_force_all_seduce_units_budget_enemy	character_to_force_enemy_regionwide_slaanesh	-15.0000
ovn_araby_anc_follower_ogr_eastern_traveller	wh3_main_faction_political_diplomacy_mod_cathay	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_ogr_enforcer	wh_main_effect_province_growth_characters	character_to_province_own	-5.0000
ovn_araby_anc_follower_ogr_enforcer	wh_main_effect_public_order_characters	character_to_province_own	3.0000
ovn_araby_anc_follower_ogr_gnoblar_treasurer	wh_main_effect_economy_gdp_mod_all	character_to_region_own	10.0000
ovn_araby_anc_follower_ogr_spider_hunter	wh_main_effect_force_all_campaign_captives	character_to_force_own_unseen	12.0000
ovn_araby_anc_follower_chaos_barbarian	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	6.0000
ovn_araby_anc_follower_chaos_beast_tamer	rhox_araby_effect_force_replenishment_rate_war_beast	character_to_force_own	10.0000
ovn_araby_anc_follower_chaos_collector	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	6.0000
ovn_araby_anc_follower_chaos_huscarl	wh_main_effect_agent_movement_range_mod	character_to_character_own	5.0000
ovn_araby_anc_follower_chaos_kurgan_chieftain	wh_main_effect_force_all_campaign_sacking_income	character_to_character_own	10.0000
ovn_araby_anc_follower_chaos_mutant	wh_main_effect_force_stat_leadership_enemy_unit	character_to_force_enemy_regionwide	-4.0000
ovn_araby_anc_follower_chaos_oar_slave	wh_main_effect_force_stat_melee_attack_at_sea	character_to_force_own	8.0000
ovn_araby_anc_follower_chaos_possessed	wh_main_effect_technology_research_points	character_to_faction_unseen	10.0000
ovn_araby_anc_follower_chaos_slave_master	wh_main_effect_force_all_campaign_recruitment_cost_all	character_to_force_own	-2.0000
