id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ovn_cod_only		
ovn_cod_climate_chaotic	wh3_dlc20_climate_uninhabitable_chaotic	2.0000
ovn_cod_climate_desert	wh3_dlc20_climate_unsuitable_desert	2.0000
ovn_cod_climate_frozen	wh3_dlc20_climate_uninhabitable_frozen	2.0000
ovn_cod_climate_island	wh3_dlc20_climate_suitable_island	2.0000
ovn_cod_climate_jungle	wh3_dlc20_climate_suitable_jungle	2.0000
ovn_cod_climate_magicforest	wh3_dlc20_climate_unsuitable_magicforest	2.0000
ovn_cod_climate_mountain	wh3_dlc20_climate_unsuitable_mountain	2.0000
ovn_cod_climate_ocean	wh3_dlc20_climate_uninhabitable_ocean	2.0000
ovn_cod_climate_savannah	wh3_dlc20_climate_suitable_savannah	2.0000
ovn_cod_climate_temperate	wh3_dlc20_climate_suitable_temperate	2.0000
ovn_cod_climate_wasteland	wh3_dlc20_climate_uninhabitable_wasteland	2.0000
