child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/ovn_arb_sheikh_mehmed							
wh_main_skill_node_arb_sheikh_mehmed_battle_02	wh_main_skill_node_arb_sheikh_mehmed_battle_01	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_03	wh_main_skill_node_arb_sheikh_mehmed_battle_01	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_04	wh_main_skill_node_arb_sheikh_mehmed_battle_01	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_05	wh_main_skill_node_arb_sheikh_mehmed_battle_01	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_06	wh_main_skill_node_arb_sheikh_mehmed_battle_01	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_07	wh_main_skill_node_arb_sheikh_mehmed_battle_01	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_08	wh_main_skill_node_arb_sheikh_mehmed_battle_02	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_08	wh_main_skill_node_arb_sheikh_mehmed_battle_03	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_08	wh_main_skill_node_arb_sheikh_mehmed_battle_04	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_08	wh_main_skill_node_arb_sheikh_mehmed_battle_05	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_08	wh_main_skill_node_arb_sheikh_mehmed_battle_06	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_08	wh_main_skill_node_arb_sheikh_mehmed_battle_07	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_09	wh_main_skill_node_arb_sheikh_mehmed_battle_08	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_10	wh_main_skill_node_arb_sheikh_mehmed_battle_08	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_11	wh_main_skill_node_arb_sheikh_mehmed_battle_08	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_12	wh_main_skill_node_arb_sheikh_mehmed_battle_08	0	1	1	0.0000	0.0000	REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_13	wh_main_skill_node_arb_sheikh_mehmed_battle_09	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_13	wh_main_skill_node_arb_sheikh_mehmed_battle_10	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_13	wh_main_skill_node_arb_sheikh_mehmed_battle_11	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh_main_skill_node_arb_sheikh_mehmed_battle_13	wh_main_skill_node_arb_sheikh_mehmed_battle_12	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
