child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/ovn_arb_golden_magus							
wh2_main_skill_node_arb_golden_magus_unique_1	wh2_main_skill_node_arb_golden_magus_unique_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_unique_2	wh2_main_skill_node_arb_golden_magus_unique_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_unique_3	wh2_main_skill_node_arb_golden_magus_unique_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_unique_5	wh2_main_skill_node_arb_golden_magus_unique_4	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_unique_6	wh2_main_skill_node_arb_golden_magus_unique_4	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_unique_7	wh2_main_skill_node_arb_golden_magus_unique_4	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_1_1	wh2_main_skill_node_arb_golden_magus_army_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_1_2	wh2_main_skill_node_arb_golden_magus_army_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_1_3	wh2_main_skill_node_arb_golden_magus_army_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_1_4	wh2_main_skill_node_arb_golden_magus_army_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_1_5	wh2_main_skill_node_arb_golden_magus_army_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_1_6	wh2_main_skill_node_arb_golden_magus_army_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_2	wh2_main_skill_node_arb_golden_magus_army_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_army_2	wh2_main_skill_node_arb_golden_magus_army_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_army_2	wh2_main_skill_node_arb_golden_magus_army_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_army_2	wh2_main_skill_node_arb_golden_magus_army_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_army_2	wh2_main_skill_node_arb_golden_magus_army_1_5	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_army_2	wh2_main_skill_node_arb_golden_magus_army_1_6	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_army_3_1	wh2_main_skill_node_arb_golden_magus_army_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_3_2	wh2_main_skill_node_arb_golden_magus_army_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_3_3	wh2_main_skill_node_arb_golden_magus_army_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_3_4	wh2_main_skill_node_arb_golden_magus_army_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_army_4	wh2_main_skill_node_arb_golden_magus_army_3_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_army_4	wh2_main_skill_node_arb_golden_magus_army_3_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_army_4	wh2_main_skill_node_arb_golden_magus_army_3_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_army_4	wh2_main_skill_node_arb_golden_magus_army_3_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_1_1	wh2_main_skill_node_arb_golden_magus_campaign_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_1_2	wh2_main_skill_node_arb_golden_magus_campaign_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_1_3	wh2_main_skill_node_arb_golden_magus_campaign_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_1_4	wh2_main_skill_node_arb_golden_magus_campaign_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_2	wh2_main_skill_node_arb_golden_magus_campaign_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_2	wh2_main_skill_node_arb_golden_magus_campaign_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_2	wh2_main_skill_node_arb_golden_magus_campaign_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_2	wh2_main_skill_node_arb_golden_magus_campaign_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_3_1	wh2_main_skill_node_arb_golden_magus_campaign_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_3_2	wh2_main_skill_node_arb_golden_magus_campaign_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_3_3	wh2_main_skill_node_arb_golden_magus_campaign_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_3_4	wh2_main_skill_node_arb_golden_magus_campaign_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_4	wh2_main_skill_node_arb_golden_magus_campaign_3_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_4	wh2_main_skill_node_arb_golden_magus_campaign_3_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_4	wh2_main_skill_node_arb_golden_magus_campaign_3_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_campaign_4	wh2_main_skill_node_arb_golden_magus_campaign_3_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_1_1	wh2_main_skill_node_arb_golden_magus_magic_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_1_2	wh2_main_skill_node_arb_golden_magus_magic_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_1_3	wh2_main_skill_node_arb_golden_magus_magic_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_1_4	wh2_main_skill_node_arb_golden_magus_magic_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_1_5	wh2_main_skill_node_arb_golden_magus_magic_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_1_6	wh2_main_skill_node_arb_golden_magus_magic_0	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_2	wh2_main_skill_node_arb_golden_magus_magic_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_2	wh2_main_skill_node_arb_golden_magus_magic_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_2	wh2_main_skill_node_arb_golden_magus_magic_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_2	wh2_main_skill_node_arb_golden_magus_magic_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_2	wh2_main_skill_node_arb_golden_magus_magic_1_5	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_2	wh2_main_skill_node_arb_golden_magus_magic_1_6	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_3_1	wh2_main_skill_node_arb_golden_magus_magic_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_3_2	wh2_main_skill_node_arb_golden_magus_magic_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_3_3	wh2_main_skill_node_arb_golden_magus_magic_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_3_4	wh2_main_skill_node_arb_golden_magus_magic_2	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_4	wh2_main_skill_node_arb_golden_magus_magic_3_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_4	wh2_main_skill_node_arb_golden_magus_magic_3_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_4	wh2_main_skill_node_arb_golden_magus_magic_3_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_magic_4	wh2_main_skill_node_arb_golden_magus_magic_3_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_01	wh2_main_skill_node_arb_golden_magus_personal_00	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_02	wh2_main_skill_node_arb_golden_magus_personal_00	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_03	wh2_main_skill_node_arb_golden_magus_personal_00	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_04	wh2_main_skill_node_arb_golden_magus_personal_00	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_05	wh2_main_skill_node_arb_golden_magus_personal_01	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_05	wh2_main_skill_node_arb_golden_magus_personal_02	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_05	wh2_main_skill_node_arb_golden_magus_personal_03	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_05	wh2_main_skill_node_arb_golden_magus_personal_04	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_06	wh2_main_skill_node_arb_golden_magus_personal_05	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_07	wh2_main_skill_node_arb_golden_magus_personal_05	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_08	wh2_main_skill_node_arb_golden_magus_personal_05	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_09	wh2_main_skill_node_arb_golden_magus_personal_05	0	1	1	0.0000	0.0000	REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_10	wh2_main_skill_node_arb_golden_magus_personal_06	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_10	wh2_main_skill_node_arb_golden_magus_personal_07	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_10	wh2_main_skill_node_arb_golden_magus_personal_08	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
wh2_main_skill_node_arb_golden_magus_personal_10	wh2_main_skill_node_arb_golden_magus_personal_09	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
